ORIGINAL_WORD,START_TIME,END_TIME
back,66.349999,66.639999
we're,66.65,66.78
keeping,66.78,67.03
our,67.03,67.15
core,67.19,67.59
tight,67.7,68.07000000000001
and,68.07,68.24
straight,68.24,68.80999999999999
and,,
our,69.16,69.28999999999999
upper,69.32,69.61
body,69.61,70.08
is,70.09,70.28
on,70.279999,70.409999
a,,
45,70.509999,71.559999
degree,71.799999,72.22999899999999
angle,72.4,72.9
now,73.48,73.62
we're,73.62,73.72
not,73.72,73.91
going,73.91,73.99
to,73.99,74.07
count,74.07,74.36999999999999
any,74.42,74.79
repetitions,74.79,75.51
today,75.51,75.95
I,76.08,76.2
just,76.2,76.4
want,76.4,76.56
you,76.56,76.63
to,76.63,76.69999999999999
try,76.7,76.88000000000001
to,76.88,76.97
perform,76.97,77.37
as,77.37,77.53
many,77.53,77.85
moves,77.85,78.28
as,78.46,78.75999999999999
you,78.76,78.9
can,78.9,79.51
in,79.67,79.9
allotted,79.9,80.54
time,80.559999,80.939999
period,80.95,81.51
work,82.179999,82.469999
at,82.469999,82.579999
your,82.58,82.76
own,82.76,83.01
pace,83.01,83.62
but,83.969999,84.169999
at,84.17,84.28
the,84.28,84.37
same,84.37,84.72
time,84.719999,84.959999
be,84.96000000000001,85.11000000000001
sure,85.11,85.28
to,85.28,85.38
push,85.38,85.64
yourself,85.639999,86.079999
because,86.08,86.23
nobody,86.24,86.75
else,86.75,87.0
can,87.0,87.14
do,87.139999,87.309999
it,87.309999,87.39999900000001
for,87.4,87.64
you,87.639999,87.75999900000001
breathe,88.940001,89.410001
nice,90.02,90.39
work,90.389999,90.699999
keep,91.47,91.68
it,,
going,91.81,92.29
pulling,92.29,92.58
back,92.58,92.87
on,92.87,93.02
those,93.02,93.28
elbows,93.28,93.68
keeping,93.69,93.9
them,93.9,94.05
tight,94.05,94.3
to,94.32,94.4
your,94.4,94.52
body,94.52,95.03
in,95.31,95.56
five,95.57,96.35
four,96.81,97.61
three,98.05,98.69
two,99.25,99.98
and,100.19,100.73
one,100.75,101.17
okay,101.17,101.46
we're,101.46,101.54
going,,
to,,
go,101.77,102.01
to,102.009999,102.119999
the,102.12,102.2
ground,102.2,102.63
for,102.63,102.72
the,102.719999,102.809999
next,102.809999,103.149999
one,103.15,103.25
it's,,
going,103.38,103.42
to,103.42,103.48
be,103.49,103.61
a,103.61,103.69
combo,103.69,104.22
movement,104.219999,104.709999
we're,105.75,106.08
going,,
to,,
need,,
both,106.48,106.85
weights,106.859999,107.329999
for,107.34,107.48
this,107.48,107.75
one,107.75,107.99
we're,108.889999,109.009999
going,,
to,,
do,109.18,109.35
a,109.35,109.54
hip,109.77,110.1
up,110.1,110.5
plus,110.77,111.44
chest,111.54,111.89
press,111.9,112.25
we're,112.25,112.34
going,,
to,,
drive,,
off,112.93,113.12
our,113.12,113.26
heels,113.26,113.67
and,113.67,113.79
at,113.79,113.86
the,113.86,113.95
same,113.95,114.33
time,114.33,114.64
we're,114.64,114.71
going,114.71,114.81
to,114.81,114.88
press,114.88,115.19
the,115.19,115.31
dumbbell,115.31,115.65
straight,115.65,115.92
up,115.92,116.17
and,116.51,116.89
back,116.9,117.26
down,117.28,117.75
getting,118.29,118.61
a,118.61,118.68
lot,118.679999,119.169999
of,119.17,119.31
different,119.309999,119.809999
body,120.639999,121.039999
parts,121.04,121.71
worked,122.099999,122.629999
in,122.679999,122.959999
this,122.96,123.24
one,123.24,123.48
so,123.48,123.67
we're,123.67,123.8
getting,123.799999,124.139999
your,,
hamstrings,124.15,124.89
your,,
glutes,,
your,,
lower,125.52,125.81
back,125.809999,126.169999
your,126.190001,126.370001
abs,126.41,127.2
chest,127.359999,127.819999
shoulders,127.82,128.53
triceps,128.54,129.15
the,129.15,129.27
list,129.27,129.71
goes,130.15,130.68
on,130.72,131.24
but,131.55,131.75
it's,131.76,131.85
a,131.85,131.93
very,131.93,132.35
efficient,132.36,132.77
movement,132.78,133.5
getting,133.8,134.01000000000002
a,134.01,134.06
lot,134.059999,134.32999900000002
of,134.33,134.44000000000003
work,134.44,134.7
in,134.7,134.89
in,134.889999,135.049999
a,135.05,135.11
short,135.11,135.51000000000002
period,135.51,135.88
of,135.88,135.95
time,135.95,136.33999999999995
drive,136.889999,137.319999
off,137.32,137.54
those,137.54,137.76
heels,137.759999,138.089999
squeeze,138.099999,138.529999
the,,
gluts,,
up,,
at,,
the,139.049999,139.15999900000003
top,139.16,139.57
try,139.86,140.05
your,140.049999,140.149999
best,140.15,140.42000000000002
not,140.42,140.54999999999998
to,140.549999,140.75999900000002
hyperextend,141.12,141.86
your,141.86,141.97000000000003
back,141.98,142.29999999999998
to,142.309999,142.409999
just,142.41,142.7
come,142.699999,142.939999
up,142.940001,143.090001
until,143.09,143.34
your,143.34,143.6
upper,143.949999,144.219999
body,144.219999,144.539999
is,144.54,144.72
in,144.73,144.81
this,144.81,144.95
nice,144.97,145.21
straight,145.23,145.7
line,145.69,146.11
and,146.74,146.77
make,146.78,147.08
sure,147.08,147.27
not,147.27,147.48000000000002
to,147.48,147.6
bounce,147.61,147.97000000000003
your,147.97,148.12
arms,148.12,148.41
off,148.41,148.54999999999998
the,148.55,148.67000000000002
ground,148.67,149.05999999999997
either,149.06,149.51
nice,150.17,150.54
work,150.54,150.95999999999998
breathe,151.23999999999998,152.11999999999998
one,152.54,153.04999999999998
right,153.059999,153.409999
into,153.44,153.79
the,153.79,153.92999999999998
next,153.929999,154.53999900000002
moving,155.099999,155.379999
at,155.38,155.54
a,155.54,155.59
pace,155.59,155.96
that,155.96,156.09
you,156.09,156.32
feel,156.32,156.66
comfortable,156.66,157.22
with,157.219999,157.609999
you,158.73,158.89999999999998
got,158.9,159.20000000000002
it,159.2,159.33999999999995
almost,160.74,161.09
there,161.1,161.45
let's,162.77,162.94
go,162.96,163.12
five,163.14,163.54
more,163.54,163.76999999999998
seconds,163.77,164.27
on,164.27,164.44
this,164.44,164.71
one,164.71,165.04000000000002
and,166.08,166.39
four,166.4,167.1
three,167.65,168.21
two,168.94,169.59
one,170.23,170.91
and,170.98,171.48999999999998
done,171.54,171.98
okay,171.98,172.5
we're,172.9,173.08
on,173.08,173.33
to,173.33,173.45000000000002
our,173.45,173.61999999999998
feet,173.67,173.89999999999998
for,173.9,174.03
the,174.03,174.11
next,174.11,174.42000000000002
one,174.42,174.67
need,175.719999,176.019999
both,176.02,176.35000000000002
weights,176.349999,176.709999
again,176.75,177.2
we're,177.98,178.13
going,,
to,,
either,,
do,,
a,178.75,178.87
stiff,178.879999,179.329999
leg,179.32999999999998,179.55999999999997
deadlift,179.559999,180.119999
plus,180.459999,180.779999
shrug,180.78,181.25
or,181.47,181.67
Claudia,181.67,181.96
is,181.96,182.1
going,182.1,182.2
to,182.2,182.26
show,182.26,182.47
you,182.47,182.7
an,182.7,182.86
RDL,182.87,183.47
which,183.48,183.66
stands,183.66,183.9
for,183.9,184.07
Romanian,184.07,184.74
deadlift,184.74,185.37
I,185.37,185.38
didn't,185.38,185.53
make,185.53,185.79
that,185.79,186.01
up,186.01,186.24
plus,186.76,187.12
shrug,187.58,187.62
either,188.66,188.87
way,188.87,189.16
we're,189.34,189.49
going,189.49,189.57
to,189.57,189.62
put,189.83,189.98
our,189.98,190.07
weight,190.07,190.39
back,190.389999,190.599999
in,190.599999,190.679999
our,190.679999,190.769999
hips,190.77,191.07
little,191.09,191.68
bend,191.69,191.95
the,191.96,192.08
knee,192.08,192.45
I'm,192.58,192.77
going,192.79,192.83
to,192.83,192.86
go,192.86,193.06
all,193.11,193.51
the,193.53,193.63
way,193.63,193.87
down,193.87,194.37
and,194.66,194.85
I'm,194.849999,194.929999
going,194.929999,195.029999
to,195.03,195.06
bring,195.059999,195.249999
my,195.25,195.37
hips,195.37,195.61
forward,195.61,196.06
and,196.129999,196.319999
shrug,196.32,196.67
Claudia's,,
just,197.18,197.34
going,197.34,197.46
to,197.459999,197.529999
come,197.539999,197.799999
and,198.01,198.17
bring,198.17,198.33
her,198.33,198.41
hands,198.41,198.73
just,198.73,199.12
below,199.15,199.46
her,199.46,199.57
knees,199.57,200.14
and,200.45,200.7
then,200.7,200.88
repeat,200.89,201.26
that,201.26,201.47
same,201.47,201.77
shrug,201.78,202.33
so,202.87,203.07
we're,203.07,203.21
driving,203.87,204.67
our,204.67,204.83
hips,204.83,205.21
backwards,205.22,206.04
all,207.66,207.94
the,207.94,208.01
way,208.01,208.14
up,208.139999,208.269999
hips,208.28,208.53
forward,208.849999,209.439999
and,209.469999,209.659999
then,209.66,209.83
shrug,209.83,210.37
bringing,210.42,211.0
your,211.009999,211.519999
shoulders,211.929999,212.479999
up,212.5,212.75
to,212.75,213.01
your,213.009999,213.229999
ears,213.23,213.78
feel,215.26,215.49
that,215.49,215.71
stretch,215.709999,216.309999
in,216.309999,216.429999
your,216.43,216.58
hamstrings,216.59,217.32
if,217.32,217.43
you're,217.439999,217.589999
not,217.6,217.9
feeling,217.9,218.15
a,218.15,218.2
stretch,218.2,218.52
in,218.52,218.6
the,218.6,218.71
back,218.71,219.01
of,,
your,219.15,219.3
leg,219.3,219.67
then,219.9,220.05
I,220.05,220.08
want,220.08,220.26
to,220.26,220.32
make,220.32,220.46
sure,220.46,220.87
you,222.1,222.16
are,222.16,222.17
driving,222.17,222.66
those,222.66,222.94
hips,222.95,223.3
back,223.3,223.96
just,225.17,225.47
a,225.469999,225.539999
little,225.54,226.0
bend,226.0,226.35
in,226.349999,226.439999
those,226.44,226.71
knees,226.73,227.21
and,228.46,228.83
hips,228.86,229.19000000000003
go,229.19,229.35
back,229.349999,229.949999
again,230.639999,230.889999
another,230.889999,231.189999
combo,231.19,231.74
movement,231.74,232.28
this,233.119999,233.339999
one,233.34,233.44
we,,
are,,
getting,,
hamstrings,233.709999,234.379999
glutes,234.42,234.8
lower,234.85,235.14
back,235.14,235.54
and,235.99,236.45
your,236.5,236.85
traps,236.85,237.55
good,238.05,238.52
and,239.26,239.62
notice,239.73,240.05
how,240.05,240.18
both,240.18,240.4
of,240.4,240.46
us,240.46,240.61
are,240.61,240.68
keeping,240.68,240.9
our,240.9,241.04
backs,241.32,241.79
nice,241.79,242.12
and,242.12,242.29
straight,242.29,242.65
on,242.67,242.86
this,242.86,243.08
movement,243.08,243.46
so,243.46,243.61
we're,243.61,243.75
not,243.75,244.02
breaking,244.719999,245.329999
that,245.33,245.58
straight,245.58,246.08
line,246.08,246.51
and,246.509999,246.629999
hunching,246.9,247.43
over,247.429999,247.769999
but,247.849999,247.879999
keeping,247.96,248.17
our,248.17,248.26
back,248.259999,248.709999
straight,248.71,249.21
while,249.69,249.95
we're,249.95,250.08
kicking,250.08,250.37
those,250.369999,250.589999
hips,250.59,250.86
back,250.859999,251.319999
you,251.4,251.6
got,251.6,251.84
it,251.84,251.96
almost,252.48,252.88
done,252.879999,253.039999
with,253.039999,253.189999
this,253.189999,253.409999
one,253.41,253.62
five,254.08,254.81
four,255.23,255.9
three,256.29,256.74
two,257.36,257.87
and,258.27,258.6
last,258.6,259.04
one,259.04,259.56
zero,259.97,260.41
nice,260.429999,260.739999
okay,260.76,261.17
so,261.45,261.78
we're,261.9,262.01
going,262.01,262.07
to,262.07,262.13
move,262.13,262.31
on,262.309999,262.479999
to,262.48,262.58000000000004
some,262.58,262.73
shoulder,262.73,263.06
presses,263.059999,263.52999900000003
next,263.53,263.94
I'm,264.11,264.21000000000004
gonna,,
grab,,
my,264.52,264.62
box,264.62,264.91
over,264.99,265.05
here,265.05,265.35
Claudia's,,
going,,
to,,
grab,266.15,266.34
her,266.34,266.42999999999995
box,266.429999,266.71999900000003
and,266.719999,266.80999899999995
I'm,266.809999,266.869999
going,,
to,,
do,267.0,267.14
this,267.139999,267.269999
one,267.27,267.38
from,267.38,267.51
a,267.509999,267.559999
standing,267.559999,267.979999
position,267.98,268.54
so,268.539999,268.76999900000004
from,268.77,268.93
the,268.93,269.02
box,269.02,269.33
it's,269.33,269.42
a,269.42,269.48
little,269.48,269.69
easier,269.709999,270.339999
standing,270.779999,271.469999
a,271.67,271.75
little,271.75,272.01
harder,272.01,272.47
standing,272.59,273.09
it,273.09,273.15
forces,273.15,273.52
me,273.52,273.67
to,273.67,273.87
use,274.06,274.28000000000003
a,274.28,274.33
little,274.33,274.55
bit,274.55,274.65000000000003
more,274.65,274.86
stability,274.86,275.47
and,275.47,275.56
a,275.56,275.58
little,275.58,275.85
bit,275.85,276.05
more,276.06,276.43
core,276.48,277.06
but,277.36,277.67
overall,277.84,278.42
very,278.44,278.78
comparable,278.78,279.34
movements,279.34,279.78
you,279.78,279.89
decide,279.889999,280.339999
which,280.34,280.54999999999995
one,280.55,280.74
is,280.74,280.93
right,280.929999,281.289999
for,281.3,281.51
you,281.509999,281.659999
if,281.66,281.77000000000004
you,281.77,281.83
don't,281.83,281.98
feel,281.98,282.13
comfortable,282.13,282.7
the,282.99,283.14
overhead,283.139999,283.649999
quite,283.65,283.88
yet,283.88,284.21
grab,284.559999,284.899999
a,284.9,284.97
seat,284.969999,285.329999
full,286.279999,286.709999
range,286.709999,286.949999
of,286.949999,287.029999
motion,287.029999,287.409999
on,287.41,287.59000000000003
this,287.59,287.85
one,287.85,288.3
all,288.59,288.88
the,288.88,288.95
way,288.95,289.12
up,289.12,289.3
all,289.33,289.51
the,289.51,289.58
way,289.58,289.7
down,289.7,290.18
stay,290.2,290.55
nice,290.55,290.92
and,290.92,291.09000000000003
under,291.14,291.52
control,291.53,292.36
you,292.8,292.88
don't,,
want,292.88,293.06
to,293.06,293.14
fling,293.14,293.88
or,293.88,293.98
swing,293.98,294.28000000000003
the,294.28,294.39
dumbbells,294.39,294.95
around,294.95,295.48
keep,296.25,296.42
your,296.42,296.52000000000004
core,296.52,296.92
tight,296.92,297.38
this,297.92,297.95
is,297.95,297.97
a,298.139999,298.449999
strength,298.74,299.22
training,299.23,299.81
routine,299.82,300.31
so,300.309999,300.439999
we,300.44,300.54
don't,300.54,300.74
want,300.74,300.88
to,300.88,301.14
I,301.49,301.58
know,301.58,301.7
you,301.7,301.84
said,301.84,302.01
work,302.009999,302.199999
at,302.2,302.31
your,302.309999,302.429999
own,302.429999,302.58999900000003
pace,302.589999,302.999999
but,303.03,303.23
we,303.23,303.33000000000004
definitely,303.33,303.63
don't,303.63,303.82
want,303.82,304.01
to,304.01,304.23
make,304.549999,304.829999
this,304.83,304.98
a,304.98,305.05
cardio,305.049999,305.539999
and,305.539999,305.71999900000003
just,305.71999900000003,306.01999900000004
start,306.029999,306.499999
pumping,306.5,306.84
out,306.84,307.11
correct,307.27,307.92
exactly,308.01,308.58
reps,,
if,309.26,309.38
you,309.38,309.46
are,309.46,309.47
using,309.47,309.71000000000004
a,309.71,309.79999999999995
weight,309.8,310.04
that,310.04,310.13
you,310.13,310.27
can,310.27,310.37
just,310.37,310.46
do,310.5,310.67
100,310.74,311.02
reps,311.03,311.36
in,311.36,311.48
this,311.48,311.85
30,311.95,312.23
second,312.24,312.51
time,312.51,312.79
period,312.79,313.07
then,313.07,313.15
you,313.15,313.48
need,,
to,,
up,313.51,313.75
the,313.75,313.88
weight,313.88,314.28
nice,315.09,315.54999999999995
okay,315.599999,316.059999
not,316.15,316.38
much,316.38,316.63
time,316.63,316.94
left,316.94,317.16
on,317.16,317.29
this,317.29,317.51000000000005
one,317.509999,317.699999
and,319.69,319.98
five,319.98,320.63
four,320.98,321.74
three,322.01,322.5
two,322.889999,323.429999
and,323.48,323.96000000000004
one,323.959999,324.389999
nice,324.46,325.02
all,325.38,325.5
right,325.5,325.63
shake,325.64,325.94
those,325.94,326.06
arms,326.3,326.74
move,326.77,326.92
this,326.92,327.1
out,327.1,327.22
of,327.22,327.25
the,327.26,327.34
way,327.34,327.64
and,328.16,328.31
we're,328.31,328.42
going,328.42,328.5
to,328.5,328.54
move,328.54,328.73
into,328.73,329.05
a,329.05,329.14
dumbbell,329.18,329.6
curl,329.6,330.02000000000004
so,330.03,330.1
we're,330.1,330.18
gonna,330.18,330.32
hit,330.32,330.5
those,330.5,330.76
biceps,330.77,331.45
next,331.45,332.03
working,332.179999,332.489999
on,332.49,332.6
the,332.599999,332.70999900000004
gun,332.71,333.06
show,333.059999,333.46999900000003
Claudia's,333.5,333.77
got,333.8,333.92
a,333.92,333.98
gun,333.98,334.23
show,334.23,334.45000000000005
with,,
her,334.46,334.57
tank,334.63,334.9
top,334.91,335.13000000000005
on,335.13,335.29
tonight,335.29,335.62
look,335.62,335.65
at,335.74,335.76
those,335.759999,335.909999
guns,335.91,336.16
anyway,337.259999,337.589999
just,339.009999,339.049999
admiring,,
my,,
wife's,,
guns,,
okay,339.75,340.05
so,340.049999,340.14999900000004
we're,340.15,340.25
going,,
to,,
do,,
a,340.549999,340.629999
curl,340.629999,341.099999
both,342.309999,342.639999
palms,342.98,343.42
come,343.43,343.64
up,343.64,343.83
we're,343.85,344.0
going,,
to,,
curl,344.14,344.43
those,344.43,344.65000000000003
pinkies,344.69,345.09
in,345.12,345.31
on,345.31,345.41
the,345.41,345.49
way,345.49,345.65000000000003
up,345.65,345.81
and,,
then,,
all,346.16,346.48
the,346.48,346.54
way,346.54,346.75
back,346.75,347.06
down,347.09,347.48999999999995
again,348.41,348.8
this,348.8,348.95
one's,348.95,349.12
under,349.16,349.5
control,349.5,350.03
so,350.03,350.13
that,350.13,350.25
means,350.25,350.43
we're,350.429999,350.539999
not,350.54,350.8
swinging,350.809999,351.309999
up,351.309999,351.52999900000003
and,351.53,351.7
flinging,351.7,352.06
them,352.059999,352.129999
back,352.16,352.44
down,352.45,352.84
right,352.84,352.98999999999995
that,352.99,353.1
defeats,353.13,353.53
the,353.53,353.61
purpose,353.61,354.05
but,354.05,354.19
instead,354.19,354.66
I,355.34,355.35
feel,355.38,355.54
that,355.54,355.69
time,355.69,355.99
under,355.99,356.2
tension,356.2,356.82
feel,357.139999,357.339999
those,357.339999,357.479999
muscles,357.49,357.89
contracting,358.04,358.88
all,359.629999,359.899999
the,359.91,360.01000000000005
way,360.01,360.22
up,360.21999900000003,360.5099990000001
and,360.690001,361.170001
all,361.18,361.48
the,361.48,361.55
way,361.55,361.74
down,361.74,362.08
you,362.09,362.21
got,362.21,362.44
it,362.44,362.56
good,362.56,362.71
Claudia's,362.71,363.13
going,,
to,,
give,,
you,,
a,363.39,363.52
nice,363.9,364.14
side,364.15,364.63
view,364.63,365.06
keep,366.13,366.32
those,366.32,366.68
shoulders,366.94,367.54
back,367.54,367.9
and,367.9,368.1
square,368.099999,368.809999
mm,369.03,369.32
hmm,369.38,369.62
you,370.74,370.92
got,370.92,371.22
it,371.219999,371.319999
we're,371.32,371.45
breathing,371.45,372.15
just,372.95,373.24
10,373.24,373.43
more,373.44,373.62
seconds,373.62,374.01
left,374.009999,374.279999
on,374.28,374.41
this,374.41,374.63000000000005
one,374.63,374.84
fight,375.46,375.79
through,375.82,376.35
you,377.35,377.59
got,377.59,377.92
it,377.92,378.11
and,378.85,379.2600000000001
three,379.27,379.81
two,380.53,381.13
one,381.69,382.43
and,382.44,383.06
zero,383.07,383.77
alright,,
moving,384.43,384.85
to,,
the,384.85,384.99
lower,384.99,385.28
body,385.28,385.68
Claudia,386.36,386.57
is,386.57,386.71
going,386.71,386.82
to,386.82,386.86
grab,386.87,387.15
her,387.17,387.32
box,387.32,387.74
or,387.74,387.93
if,387.95,388.03
you,388.03,388.05
have,,
a,,
chair,388.3,388.62
that,388.62,388.75
works,388.75,388.93
as,388.929999,389.059999
well,389.059999,389.259999
if,389.259999,389.329999
you,389.33,389.42
want,,
to,,
do,,
the,389.59,389.67
modified,389.67,390.09
version,390.09,390.39
I'm,390.66,390.75
also,390.75,390.98
going,390.98,391.07
to,391.07,391.15
lose,391.16,391.37
a,391.37,391.42
dumbbell,391.42,391.77
here,391.77,392.04
yeah,392.32,392.56
exactly,392.929999,393.369999
she's,393.37,393.56
only,393.559999,393.739999
gonna,393.74,393.93
use,393.94,394.15
one,394.15,394.35
weight,394.35,394.56
good,394.559999,394.689999
point,394.690001,395.020001
so,395.23,395.37
she's,395.369999,395.579999
going,395.58,395.71
to,395.709999,395.749999
do,395.75,395.92
a,395.92,396.11
goblet,396.42,396.99
squat,396.99,397.32
you,397.63,397.66
notice,397.68,398.04
how,398.04,398.14
she's,398.14,398.33
holding,398.33,398.76
the,398.77,398.9
weight,,
up,399.25,399.49
with,399.5,399.53
two,399.54,399.8
hands,399.8,400.21
and,400.23,400.36
I,400.36,400.52
got,400.93,400.97
a,,
my,,
thumbs,,
out,401.08,401.44
I'm,401.71,401.85
gonna,,
do,402.1,402.4500000000001
a,402.63,402.88
dumbbell,402.9,403.33
squat,403.33,403.63
just,403.63,403.82
at,404.02,404.26
my,404.26,404.41
side,404.41,404.79
so,404.79,404.87
I'm,404.87,404.95
going,405.09,405.21
to,405.21,405.34
be,,
able,,
to,405.84,405.9
get,405.91,406.0700000000001
a,406.07,406.13
little,406.13,406.42
bit,406.42,406.6
deeper,406.599999,407.089999
than,407.55,407.9
doing,407.91,408.25
the,408.25,408.37
chair,408.38,408.81
or,408.809999,408.879999
box,408.88,409.22
squat,409.219999,409.689999
but,410.16,410.35
either,410.36,410.58
way,410.58,410.76
we're,410.759999,410.899999
both,410.91,411.23
bending,411.46,411.96
at,411.969999,412.169999
the,412.17,412.26
hips,412.26,412.52
first,412.52,412.83
driving,412.83,413.22
those,413.219999,413.429999
hips,413.43,413.67
back,413.67,414.09
and,414.609999,414.799999
then,414.8,414.93
coming,414.93,415.25
down,415.25,415.71
until,416.54,417.05
our,417.06,417.22
hips,417.22,417.62
are,418.6,418.8
parallel,418.8,419.26
to,419.26,419.44
the,419.44,419.56
ground,419.56,420.02
all,420.6,420.85
the,420.85,420.87
way,420.87,421.04
up,421.04,421.2600000000001
all,421.26,421.54
the,421.54,421.61
way,421.61,421.81
down,421.81,422.27
and,423.29,423.42
I'm,423.42,423.53
just,423.53,423.75
touching,423.76,424.14
the,424.139999,424.239999
chair,424.24,424.76
and,425.62,425.78
coming,425.78,426.04
right,426.04,426.23
back,426.23,426.47
up,426.469999,426.749999
I'm,426.759999,426.819999
not,426.83,427.13
sitting,427.139999,427.769999
not,427.78,428.09
resting,428.09,428.92
exactly,430.369999,430.949999
or,431.49,431.69
bouncing,431.690001,432.260001
that's,432.26,432.4
the,432.4,432.47
other,432.47,432.7000000000001
thing,432.7,432.93
right,432.939999,433.179999
correct,433.23,433.48
I'll,433.48,433.5
give,433.5,433.57
you,433.57,433.59
guys,435.23,435.42
a,435.46,435.47
side,,
view,,
here,436.16,436.49
squatting,438.99,439.24
make,439.41,439.55
sure,439.55,439.74
you,439.74,439.76
keep,439.76,439.92
those,439.92,440.12
knees,440.12,440.38
out,440.38,440.73
don't,440.73,440.91
allow,440.91,441.18
them,441.22,441.3200000000001
to,441.66,441.78
break,441.78,442.28
or,442.28,442.37
compress,442.4,442.93
in,442.929999,443.279999
nice,444.11,444.44
work,444.44,444.76
not,444.759999,444.929999
