ORIGINAL_WORD,START_TIME,END_TIME
those,45.63,45.900000000000006
knees,45.9,46.32
and,46.55,46.88
walk,46.88,47.330000000000005
it,47.33,47.47
out,47.48,47.720000000000006
into,47.719999,47.949999
a,47.95,48.040000000000006
high,48.04,48.4
plank,48.4,48.7
position,48.7,49.32
rock,49.719999,50.139999
forward,50.139999,50.499999
and,50.5,50.68
back,50.95,51.1
maybe,51.75,52.03
on,52.029999,52.11999900000001
those,52.119999,52.329999
wrists,52.33,52.57
a,52.57,52.66
little,52.66,52.87
bit,52.869999,53.149999
maybe,53.199999,53.429999
side,53.43,53.67
to,53.67,53.760000000000005
side,53.760000000000005,54.35000000000001
and,54.690001,54.92000099999999
then,54.92,55.08
walk,55.08,55.5
your,55.68,56.03
hands,56.03,56.46
back,56.46,56.73
you,56.74,56.88
can,56.88,57.04
bend,57.04,57.24
those,57.24,57.46
knees,57.47,57.91
a,57.91,57.92
little,58.68,59.0
bit,59.0,59.35
for,59.41,59.54
a,59.54,59.6
little,59.6,59.77
more,59.77,59.96
space,59.96,60.35
big,60.51,60.73
reach,60.73,61.00000000000001
up,61.03,61.27
take,62.01,62.24
it,62.24,62.34
back,62.34,62.56
down,62.559999,62.959999
we're,63.51,63.63
gonna,63.63,63.78
go,63.79,63.94
through,63.94,64.11
that,64.11,64.29
a,64.28999999999999,64.33999999999999
few,64.34,64.56
times,64.559999,64.89999900000001
here,64.9,65.22
so,66.349999,66.509999
I,66.509999,66.57999899999999
have,66.59,66.77000000000001
to,66.77,66.82
give,66.88,67.06
a,67.059999,67.129999
shout,67.13,67.56
out,67.559999,67.689999
to,68.099999,68.189999
my,68.52,68.69
girl,68.69,69.14
so,69.32,69.66999999999999
super,69.67,69.95
Sam,69.95,70.48
for,70.889999,71.06999900000001
creating,71.07,71.77999999999999
today's,71.779999,72.109999
amazing,72.15,73.02000000000001
playlist,73.21,73.67999999999999
and,74.23,74.33
she's,74.33,74.5
also,74.51,74.89
a,74.89,74.95
fella,74.95,75.23
Filipina,75.24,75.25
and,76.19,76.31
we're,76.31,76.48
celebrating,76.48,77.25
Asian,77.72,78.24
Pacific,78.47,78.99
American,79.02,79.61
Heritage,79.61,80.14
Month,80.139999,80.349999
here,80.389999,80.589999
at,80.59,80.72
Nike,80.72,81.2
so,81.48,81.71000000000001
we,81.71000000000001,81.82000000000001
got,81.82,81.94
to,81.94,81.98
represent,81.98,82.42
the,82.429999,82.549999
Pinas,82.55,82.86999999999999
let's,83.02999999999999,83.1
get,84.7,84.82000000000001
a,84.82,84.88999999999999
few,84.889999,85.229999
more,85.23,85.54
last,86.12,86.55000000000001
one,86.549999,86.839999
after,86.839999,87.249999
this,87.25,87.73
big,88.15,88.44000000000001
reach,88.440001,88.700001
up,88.73,88.92
maybe,88.93,89.2
straighten,89.19999899999999,89.46999899999999
out,89.469999,89.599999
those,,
legs,89.73,89.99000000000001
a,,
little,90.129999,90.399999
bit,90.4,90.46
more,90.63,90.95
walk,91.99,92.38
it,92.38,92.53
out,92.53,92.73
high,92.74,93.05
plank,93.09,93.52
let's,93.95,94.19
go,,
ahead,,
and,94.83,95.06
take,95.06,95.27
that,95.27,95.44
foot,95.61,95.84
outside,95.86,96.31
of,96.31,96.44
your,96.44,96.59
hand,96.59,97.02
I,97.44,97.54
want,97.54,97.69
you,97.69,97.83
to,,
take,97.83,98.03
the,98.03,98.11
elbow,98.11,98.42
down,98.42,98.98
and,99.22,99.46
then,99.46,99.61
open,99.69,100.04
it,100.04,100.06
up,100.139999,100.299999
big,100.309999,100.659999
reach,100.66,100.88
try,100.88,101.0
to,101.0,101.06
reach,101.11,101.33
to,,
the,101.45,101.47
ceiling,101.469999,101.769999
big,101.78,102.04
spread,102.059999,102.369999
through,102.37,102.42
the,102.469999,102.579999
chest,102.58,102.92
take,103.24,103.51
it,103.509999,103.619999
back,103.62,103.85
down,103.849999,104.179999
big,104.65,105.43
exhale,105.469999,106.089999
all,106.279999,106.499999
the,106.5,106.58
way,106.58,106.78
up,106.809999,107.069999
fully,108.369999,108.759999
extend,108.76,109.12
that,109.12,109.28
leg,109.28,109.44
back,109.48,109.74
if,,
you,109.86,109.95
feel,109.95,110.13
comfortable,110.13,110.6
or,110.89,111.07
you,111.07,111.14
can,111.14,111.25
keep,111.25,111.45
it,111.45,111.54
on,111.55,111.7
the,111.7,111.79
ground,111.79,112.15
we'll,112.41,112.54
get,112.54,112.75
two,112.76,113.0
more,113.0,113.24
just,113.25,113.62
like,113.62,113.85
that,113.85,114.09
big,114.09,114.34
reach,114.34,114.63
up,114.63,114.85
and,115.94,116.14
then,116.139999,116.279999
last,116.28,116.61
one,116.61,116.9
take,116.94,117.12
it,117.12,117.26
down,117.26,117.67
open,118.28,118.69
it,118.69,118.8
up,118.8,118.96
alright,120.23,120.62
let's,120.62,120.75
place,120.75,120.98
both,120.98,121.2
hands,121.2,121.41
on,121.41,121.47
the,121.469999,121.559999
ground,121.559999,121.829999
push,121.83,122.07
yourself,122.07,122.41
back,122.429999,122.709999
into,122.71,122.85
that,122.849999,123.019999
high,123.02,123.26
plank,123.259999,123.629999
let's,123.889999,124.089999
take,124.09,124.27
the,124.27,124.39
other,124.4,124.68
foot,124.68,124.88
outside,124.889999,125.519999
you,125.66,125.79
can,125.789999,125.909999
rest,125.91,126.12
that,126.119999,126.309999
knee,126.31,126.61
or,126.88,127.23
extend,127.49,128.12
big,128.13,128.54
reach,128.54,128.95
up,129.06,129.37
how,130.79,131.04
fun,131.04,131.29999999999998
is,131.3,131.42000000000002
it,131.42,131.55999999999997
that,131.56,131.7
we,131.7,131.82
get,131.82,131.98
to,131.98,132.09
work,132.09,132.38
out,132.42,132.75
together,133.25,133.79
all,134.309999,134.57999900000002
of,134.58,134.71
us,134.71,134.89
every,134.929999,135.22999900000002
single,135.23,135.54999999999998
week,135.55,135.82000000000002
bringing,136.37,136.76
you,136.76,136.98999999999998
live,137.84,138.20000000000002
workouts,138.21,138.61
from,138.61,138.79000000000002
our,138.79,138.94
living,138.94,139.29
room,139.29,139.51999999999998
what's,140.38,140.63
up,140.63,140.82999999999998
Quinn,140.83,141.02
I,141.38,141.47
hope,141.469999,141.699999
you're,141.7,141.81
ready,141.809999,142.029999
for,142.029999,142.159999
a,142.16,142.23
great,142.23,142.59
workout,142.59,143.17000000000002
we've,144.07999999999998,144.17999999999998
got,144.190001,144.380001
two,144.39,144.55999999999997
more,144.56,144.76
just,144.76,145.0
like,145.0,145.16
that,145.16,145.44
take,146.13,146.29
it,146.29,146.32999999999998
down,,
big,147.63,148.03
reach,148.03,148.43
all,149.31,149.58
right,149.58,149.87
let's,149.88,150.04
go,150.04,150.14
ahead,,
and,,
place,150.24,150.49
the,150.49,150.59
hand,150.59,150.85
down,150.85,151.19
we're,151.38,151.51999999999998
gonna,151.52,151.72
bring,151.73,151.94
it,151.94,152.04
back,152.04,152.20999999999998
to,152.21,152.33
that,152.33,152.49
high,152.49,152.74
plank,152.74,153.12
bend,153.13,153.39
those,153.389999,153.61999899999998
knees,153.62,154.0
walk,154.27,154.72
those,154.76,154.95999999999998
hands,154.96,155.33
back,155.34,155.66
roll,155.99,156.47
yourself,156.469999,156.989999
up,156.99,157.12
nice,157.12,157.39
and,157.389999,157.55999899999998
slow,157.559999,157.979999
we're,158.58,158.70000000000002
just,158.7,158.88
gonna,158.88,159.04
take,159.08,159.29000000000002
into,159.29,159.54999999999998
a,159.549999,159.66999900000002
regular,159.67,160.05999999999997
reverse,160.059999,160.439999
lunge,160.440001,160.800001
so,161.01,161.16
stepping,161.16,161.59
it,161.59,161.72
back,161.719999,162.109999
you,162.27,162.36
can,,
rest,,
the,,
knee,162.8,162.96
on,162.96,163.06
the,163.06,163.16
ground,163.16,163.44
we'll,163.44,163.53
drive,163.53,163.91
through,163.92,164.01999999999998
the,164.02,164.13000000000002
heel,164.13,164.54
bring,164.79,165.0
it,165.0,165.1
back,165.1,165.31
together,165.31,165.79
shoulders,166.0,166.42
are,166.42,166.51999999999998
back,166.52,166.81
you,168.03,168.18
can,168.18,168.34
let,168.34,168.5
that,168.5,168.64
a,,
knee,168.64,168.77999999999997
just,168.78,168.95
go,168.95,169.17
a,,
little,169.17,169.41
past,169.41,169.76
your,169.76,169.88
toe,169.88,170.06
you,170.059999,170.13999900000002
don't,170.139999,170.23999899999998
want,170.24,170.35000000000002
to,170.349999,170.389999
go,170.389999,170.509999
too,170.57,170.79999999999998
far,170.8,171.04000000000002
forward,171.04,171.35
so,171.349999,171.419999
your,171.42,171.54999999999998
heel,171.55,171.78
comes,171.78,172.03
up,172.03,172.24
you,172.429999,172.529999
just,,
want,,
to,,
really,172.79,173.01999999999998
drive,173.02,173.66
through,173.679999,173.999999
that,174.009999,174.259999
front,174.53,174.8
heel,174.82,175.07999999999998
to,175.08,175.20000000000002
bring,175.2,175.36
yourself,175.36,175.75
back,175.78,176.03
to,176.04,176.19
standing,176.19,176.57999999999998
position,176.58,177.12
we'll,177.57,177.72
go,177.719999,177.879999
two,177.88,178.18
more,178.18,178.41
each,178.440001,178.67000099999998
side,178.67000000000002,179.06
make,180.15,180.31
sure,180.309999,180.399999
you're,180.4,180.52
breathing,180.52,181.0
last,182.05,182.37
one,182.37,182.55
each,182.55,182.7
side,182.7,183.05
all,184.93,185.17
right,185.17,185.48
now,185.49,185.77
I,185.77,185.83
want,185.83,186.03
you,186.03,186.09
to,186.09,186.14
take,186.21,186.39
your,186.39,186.51
feet,186.51,186.69
about,186.69,186.9
hip,186.9,187.18
width,187.18,187.48
we'll,187.65,187.78
take,187.78,187.96
it,187.96,188.05
to,188.05,188.13
two,188.13,188.39
different,188.389999,188.649999
movement,188.67,189.01
patterns,189.01,189.44
here,189.44,189.74
first,189.92,190.22
we're,190.219999,190.289999
taking,190.29,190.62
it,190.62,190.71
into,190.71,190.92
a,190.92,191.0
squat,191.0,191.45
so,191.45,191.59
sitting,191.59,191.89
back,191.889999,192.099999
driving,192.11,192.45
the,192.45,192.52
knees,192.52,192.81
out,192.809999,193.069999
then,193.28,193.51
we'll,193.509999,193.649999
hinge,193.65,194.32
and,194.98,195.22
then,195.219999,195.359999
bring,195.36,195.54
it,195.54,195.64
back,195.639999,195.879999
up,195.88,196.11
so,196.109999,196.269999
I,,
want,,
you,196.4,196.51
to,196.51,196.61
feel,196.609999,196.829999
the,196.83,196.91
difference,196.91,197.33
between,197.33,197.71
these,197.719999,197.969999
two,197.99,198.21
movements,198.21,198.88
with,199.21,199.44
that,199.44,199.64
squat,199.64,200.19
you're,200.34,200.54
bending,200.55,200.86
those,200.86,201.05
knees,201.05,201.34
feeling,201.35,201.59
it,201.59,201.7
more,201.7,201.97
in,,
those,202.03,202.24
quads,202.24,202.67
and,202.94000000000003,203.1
that,203.48,203.68
hinge,203.68,204.11
you,204.37,204.55
should,204.55,204.76
feel,204.78,205.11
in,205.58,205.78
the,205.78,205.9
back,205.91,206.22
of,206.5,206.6
those,206.62,206.89
legs,206.889999,207.279999
so,207.969999,208.119999
sit,208.12,208.33
it,208.33,208.35
back,208.389999,208.759999
hinge,209.469999,209.739999
it,209.74,209.91
forward,209.91,210.37
huh,211.02,211.11
Rosio,,
so,212.62,212.84
glad,212.839999,213.079999
you,213.08,213.13
were,213.13,213.27
able,213.27,213.5
to,213.5,213.67
make,213.67,214.02
it,214.02,214.14
this,214.139999,214.349999
week,214.35,214.76
we've,215.279999,215.439999
been,215.440001,215.600001
loving,215.6,215.9
having,215.91,216.21
you,216.209999,216.369999
every,216.37,216.62
single,216.62,216.94
week,216.94,217.44
at,217.81,217.97
our,217.97,218.1
workouts,218.1,218.68
we've,219.21,219.29
got,219.29,219.47
a,219.47,219.52
few,219.52,219.7
more,219.7,219.85
just,219.85,220.06
like,220.06,220.21
this,220.21,220.35
squad,220.36,220.71
so,222.46,222.7
we,222.7,222.84
will,222.84,223.01
revisit,223.01,223.57
this,223.57,223.76
hinge,223.76,224.1
later,224.099999,224.379999
on,224.4,224.88
in,226.87,227.03
a,227.03,227.11
single,227.11,227.46
leg,227.46,227.65
position,227.65,228.24
whoo,229.17,229.18
last,229.19,229.57
one,229.57,229.93
all,230.7,231.09
right,231.09,231.54
so,232.199999,232.429999
warm,232.43,232.69
up,232.690001,232.780001
feeling,233.109999,233.369999
good,233.369999,233.629999
we're,234.039999,234.169999
gonna,234.17,234.29
go,234.3,234.53
to,,
a,234.549999,234.559999
nice,234.559999,234.789999
little,234.8,234.93
core,234.93,235.29
set,235.29,235.53
to,235.53,235.65
start,235.65,236.01
we're,236.19,236.34
gonna,236.34,236.51
hit,236.51,236.7
three,236.72,237.04
different,237.04,237.37
moves,237.37,237.85
and,238.08,238.23
we're,238.23,238.36
going,238.36,238.61
three,238.61,239.01
times,239.01,239.43
through,239.43,239.76
I'll,240.03,240.21
give,240.21,240.39
you,240.39,240.62
one,241.34,241.74
version,241.74,242.12
for,242.12,242.24
the,242.24,242.32
first,242.32,242.6
round,242.599999,242.799999
and,242.8,242.89
then,242.889999,242.919999
each,242.95,243.22
round,243.23,243.58
I'll,243.58,243.76
add,243.77,244.08
on,244.099999,244.359999
a,244.37,244.44
little,244.44,244.64
progression,244.639999,245.349999
so,245.61,245.82
first,245.82,246.12
up,246.2,246.46
we're,246.52,246.65
gonna,246.65,246.79
bring,246.79,246.94
those,246.94,247.05
shoulder,247.049999,247.389999
blades,247.389999,247.619999
off,247.62,247.78
the,247.78,247.89
ground,247.889999,248.199999
we,248.4,248.61
lower,248.61,248.93
our,248.929999,249.019999
legs,249.02,249.22
to,,
the,249.28,249.35
lowest,249.349999,249.709999
point,249.71,249.97
we,249.969999,250.059999
can,250.059999,250.209999
keep,250.209999,250.439999
that,250.449999,250.619999
Mahalo,,
in,251.17,251.28000000000003
our,251.279999,251.399999
body,251.4,251.81
you,252.039999,252.169999
ready,252.17,252.46
join,252.83,253.18
me,253.18,253.29
now,253.29,253.51
30,253.53,253.85
seconds,253.86,254.26
here,254.26,254.57
shoulder,254.84,255.16
blades,255.16,255.4
off,255.4,255.56
the,255.56,255.68
ground,255.68,255.96
big,256.87,257.37
inhales,257.56,257.86
and,258.31,258.59000000000003
exhales,259.23,259.39000000000004
yeah,262.28,262.86
okay,263.05,263.52000000000004
so,263.52,263.73
with,263.889999,263.919999
these,264.05999899999995,264.419999
if,264.529999,264.56999899999994
you,264.74,264.94
feel,264.94,265.17
like,265.17,265.31
they're,265.309999,265.419999
feeling,265.42,265.74
pretty,265.74,265.94
challenging,265.94,266.42
for,266.42,266.53000000000003
you,266.53,266.79
you,266.94,267.07
can,267.07,267.21
even,267.21,267.39
bend,267.4,267.63
those,267.63,267.82
knees,267.839999,268.029999
a,,
little,268.1,268.31
bit,268.309999,268.489999
shorten,268.84,269.1
that,269.1,269.29
lever,269.289999,269.609999
or,269.639999,269.889999
you,269.889999,269.979999
can,269.98,270.09000000000003
even,270.09,270.23999999999995
bring,270.24,270.36
the,270.359999,270.449999
legs,270.45,270.71
up,270.71,270.87
a,270.87,270.92
little,270.92,271.16
bit,271.16,271.32000000000005
higher,271.32,271.81
but,272.11,272.22
whatever,272.22,272.49
you're,272.49,272.59000000000003
doing,272.59,272.84
try,272.84,273.03
to,273.03,273.11999999999995
keep,273.12,273.32
that,273.32,273.44
hollow,273.45,274.03
in,274.35,274.49
your,274.49,274.63
belly,274.63,275.14
keep,275.42,275.64000000000004
a,275.64,275.68
lot,275.68,275.81
of,275.81,275.92
tension,275.93,276.46
shoulder,276.78,277.14
blades,277.14,277.36
off,277.36,277.53000000000003
the,277.53,277.64
ground,277.64,277.92
get,278.02,278.23
that,278.23,278.42
scoop,278.42,278.97
three,279.32,279.7
two,280.21,280.56
one,280.95,281.44
relax,281.57,282.19
all,282.219999,282.36999899999995
right,282.37,282.61
lay,282.61,282.8
down,282.799999,283.199999
now,283.44,283.6
you,283.599999,283.739999
can,283.74,283.87
bend,283.88,284.14
those,284.139999,284.399999
knees,284.4,284.73
the,285.27,285.45
fingertips,285.65,286.06
are,286.06,286.07
just,286.24,286.73
grazing,287.15,287.57
the,287.66,287.74
back,287.74,287.96000000000004
of,287.959999,288.019999
your,288.02,288.15
heels,288.15,288.47
here,288.53,288.73
you're,288.88,288.94
gonna,288.94,289.09
peel,289.09,289.63
your,289.63,289.77
hips,289.77,290.01
off,290.01,290.17
the,290.17,290.28000000000003
ground,290.28,290.55999999999995
and,291.18,291.43
then,291.43,291.53000000000003
you're,291.53,291.61
gonna,291.61,291.8
dig,291.81,292.19
one,292.19,292.51
heel,292.56,292.77
to,292.83,292.89
the,292.89,292.97
ground,292.97,293.20000000000005
as,293.2,293.29
you,293.29,293.36
bring,293.36,293.56
one,293.56,293.71
knee,293.71,293.79999999999995
to,293.8,293.86
your,293.86,294.01
chest,294.02,294.4
and,294.79,295.05
then,295.05,295.22
switch,295.22,295.59000000000003
it,295.59,295.67999999999995
out,295.7,295.88
join,295.89,296.2
me,296.21,296.29999999999995
if,296.3,296.38
you,296.389999,296.529999
haven't,296.53,296.89
already,296.889999,297.459999
use,298.03,298.34
your,298.34,298.36999999999995
hands,298.65,298.98
on,298.99,299.19
the,299.19,299.28
ground,299.28,299.54
to,299.55,299.66
give,299.67,299.85
you,299.849999,299.96999900000003
some,299.969999,300.129999
stability,300.13,300.87
give,301.11,301.3
you,301.299999,301.369999
a,301.37,301.39
little,301.389999,301.639999
leverage,301.639999,302.149999
because,302.67,302.82
you,302.82,302.89
want,302.889999,303.069999
to,303.07,303.11
keep,303.11,303.36
the,303.37,303.47
hips,303.469999,303.919999
nice,304.15,304.41
and,304.41,304.51000000000005
stable,304.59,305.11999999999995
as,305.119999,305.309999
you're,305.309999,305.419999
moving,305.42,305.79
through,305.809999,305.96999900000003
these,305.96999900000003,306.37999900000005
and,306.65,306.86
really,306.86,307.1
thinking,307.1,307.38
about,307.38,307.54
keeping,307.54,307.86
the,307.86,307.98
ribcage,307.98,308.18
down,308.6,309.07000000000005
and,309.31,309.46
the,,
tailbone,309.72,309.78000000000003
tucked,310.06,310.23
up,310.41,310.66
so,311.17,311.39000000000004
breathe,311.4,311.92999999999995
yeah,312.53,312.83
build,312.86,313.07
that,313.08,313.28
tension,313.28,313.67
through,313.7,313.93
the,313.93,314.03000000000003
ground,314.03,314.44
few,316.32,316.52
more,316.52,316.7
here,316.7,316.97
last,318.309999,318.649999
one,318.65,318.94
and,319.83,320.46
one,320.82,321.41
all,321.89,322.03
right,322.03,322.17
now,322.34,322.64
we're,322.639999,322.769999
gonna,322.77,322.98
bring,322.98,323.18
ourselves,323.18,323.58
into,323.58,323.73
a,323.73,323.79
bear,323.789999,324.069999
position,324.08,324.64
so,324.82,324.99
we'll,324.99,325.23
swing,325.49,326.01
it,326.01,326.11
on,326.11,326.23
around,326.24,326.57
knees,327.11,327.38
underneath,327.38,327.66
the,327.68,327.79
hips,327.79,328.17
hands,328.8,329.11
press,329.16,329.57000000000005
into,329.57,329.73
the,329.73,329.82
ground,329.82,330.21
we're,330.41,330.6
gonna,330.6,330.82000000000005
hover,331.04,331.23
those,331.23,331.43
knees,331.44,331.81
nice,332.28,332.71
and,332.71,332.86
easy,332.86,333.28000000000003
off,333.28,333.55999999999995
the,333.559999,333.689999
ground,333.7,334.02
so,334.25,334.41
look,334.41,334.64000000000004
right,334.639999,334.909999
past,334.91,335.17
those,335.17,335.38
fingertips,335.38,336.1
keep,336.37,336.58
that,336.59,336.81
tailbone,336.809999,337.199999
tucked,337.24,337.47
it,337.74,337.84000000000003
nice,337.84,338.03
and,338.03,338.17999999999995
strong,338.179999,338.549999
so,339.65,339.78
nice,339.78,340.04
active,340.109999,340.559999
shoulders,340.559999,341.129999
I,341.35,341.46000000000004
want,341.459999,341.599999
you,341.6,341.62
to,,
pretend,,
like,342.02,342.19
you're,342.190001,342.320001
pushing,342.43,342.88
the,342.88,342.97
ground,342.97,343.25
away,343.25,343.53
from,343.53,343.69
you,343.69,343.84
here,343.84,344.23999999999995
whoo,346.2,346.24
big,346.24,346.54
exhales,346.81,347.29
and,347.8,347.96000000000004
I,347.96,348.04999999999995
know,348.12,348.24
my,348.24,348.42
girl,348.42,348.59000000000003
Kirstie,348.63,349.0
Gotso,349.0,349.01
is,,
was,349.38,349.5
working,349.5,349.78
out,349.78,349.92999999999995
with,349.93,350.05
us,350.05,350.25
this,350.25,350.44
morning,350.51,350.99
you,351.389999,351.489999
get,351.49,351.63
to,,
catch,,
her,351.96,352.07
next,352.07,352.35
week,352.349999,352.57999900000004
again,352.58,352.86
too,352.86,353.24
I,353.719999,353.849999
know,353.849999,353.999999
we've,354.0,354.15
been,354.15,354.32
loving,354.32,354.7
her,354.7,354.88
work,354.88,355.15
outs,355.36,355.42999999999995
and,355.42999999999995,355.46
her,355.46,355.48
hot,355.91,356.13000000000005
sauce,356.13,356.37
burpees,356.38,356.65
and,357.39,357.5
I,357.67,357.75
know,357.75,357.92
she's,357.92,358.12
had,358.119999,358.259999
her,358.26,358.35
wake,358.35,358.57000000000005
and,358.57,358.66
drink,358.66,358.87
coffee,358.869999,359.199999
already,359.199999,359.529999
this,359.529999,359.669999
morning,359.709999,360.089999
we've,360.76,360.94
got,360.94,361.14
three,361.16,361.67
two,362.21,362.29
one,363.93,363.96
and,364.05,364.08
recover,364.08,364.99
all,365.67,365.85
right,365.85,366.16
we're,366.27,366.39
going,366.39,366.67
back,366.68,366.98
to,366.98,367.08
those,367.08,367.29
hollow,367.29,367.6
holds,,
but,367.87,368.04
this,368.04,368.15
time,368.15,368.28
we're,368.28,368.37
gonna,368.37,368.54
change,368.54,368.83
it,368.83,368.92
up,368.92,369.05
a,369.05,369.1
little,369.099999,369.299999
bit,369.3,369.55
if,369.92,370.11
you,370.11,370.25
feel,370.27,370.44
pretty,370.44,370.68
good,370.679999,370.849999
on,370.849999,371.0099990000001
these,371.01,371.32
we're,371.509999,371.679999
gonna,371.679999,371.879999
tap,371.88,372.35
down,372.349999,372.719999
and,373.07,373.25
the,373.25,373.36
tap,373.4,373.65
behind,373.65,373.95
your,373.95,374.03
head,374.03,374.37
tap,374.589999,374.849999
down,374.849999,375.209999
tap,375.53,375.74
behind,375.74,376.03
your,376.029999,376.099999
head,376.1,376.27
join,376.279999,376.529999
me,376.529999,376.649999
if,376.65,376.74
you,376.75,376.88
haven't,376.889999,377.199999
already,377.199999,377.659999
I,378.23,378.36
want,,
you,,
to,378.58,378.63
try,378.63,378.81
to,378.81,378.86
get,378.86,379.02
those,379.02,379.26
biceps,379.26,379.74
by,379.74,379.95
those,379.95,380.17
ears,380.26,380.55
so,381.1,381.38
still,381.41,381.9
keeping,382.42,382.74
that,382.74,382.86
hollow,382.9,383.34
through,383.4,383.49
your,383.49,383.63
belly,383.64,384.05
keeping,384.4,384.75
it,384.75,384.87
nice,384.87,385.15
and,,
strong,385.26,385.8
slow,386.76,387.28
exhales,387.34,387.69
yeah,389.2,389.61
come,390.15,390.41
on,390.41,390.64
ten,391.54,391.5700000000001
seconds,391.5700000000001,391.63000000000005
come,391.799999,391.989999
on,391.99,392.15
squad,392.15,392.58
we're,392.88,393.02
doing,393.02,393.24
this,393.24,393.42
together,393.42,393.86
whatever,394.190001,394.580001
level,394.58,394.86
you're,394.859999,395.019999
at,395.02,395.29
you,395.799999,395.959999
and,395.959999,396.079999
me,396.08,396.19
together,396.190001,396.520001
let's,396.52,396.71
go,396.71,396.99
last,397.37,397.75
four,397.78,398.13
three,398.91,399.3200000000001
two,400.01,400.16
one,400.81,401.26
woohoo,402.49,402.88
all,403.05,403.17
right,403.17,403.39
bridge,403.39,403.66
march,403.66,403.9500000000001
now,403.95,404.17
so,404.83,405.01
again,405.01,405.28
peeling,405.3,405.56
the,405.559999,405.639999
hips,405.639999,405.859999
off,405.86,406.02
the,406.02,406.12
ground,406.12,406.4
dig,407.099999,407.429999
into,407.94,408.23
the,408.23,408.34
floor,408.34,408.72
