ORIGINAL_WORD,START_TIME,END_TIME
can,131.86,132.19000000000003
do,132.2,132.45999999999998
it,132.46,132.74
for,133.02,133.19
low,133.2,133.39
impact,133.39,133.80999999999997
just,133.87,134.17000000000002
raise,134.17,134.38
the,134.38,134.45
knee,134.45,134.66
up,134.7,134.88
without,134.889999,135.219999
the,135.22,135.34
jump,160.949999,160.989999
now,160.99,161.01
we,161.01,161.03
have,,
double,,
hop,161.199999,161.449999
burpees,161.68,161.82
starting,162.62,162.76
high,162.93,163.20000000000002
playing,163.2,163.53
then,163.53,163.7
jumbo,163.7,164.08999999999995
feet,164.09,164.31
in,164.36,164.66000000000005
and,,
out,,
and,165.33,165.48000000000002
eat,165.51,165.73
again,165.73,166.14999999999998
then,166.17,166.39
get,166.4,166.65
up,166.65,166.86
and,167.31,167.52
do,167.52,167.72
another,167.77,168.11
jump,168.11,168.37
off,168.46,168.66
the,168.66,168.68
ground,168.79,169.20999999999998
for,169.63,169.81
low,169.82,170.03
impact,170.03,170.46
just,170.46,170.67000000000002
do,170.74,170.9
burpees,170.95,171.11999999999998
with,171.52999999999997,171.55999999999997
other,171.55999999999997,171.7
job,,
now,195.24,195.58
we,195.589999,195.709999
have,195.71,195.82
jumping,195.88,196.36
jacks,196.369999,196.689999
let's,197.02,197.24
do,197.24,197.43
this,197.43,197.58
as,198.209999,198.369999
fast,,
as,,
you,198.369999,198.479999
can,198.48,198.79
and,198.83,198.93
make,198.99,199.23
sure,199.23,199.54
your,200.27,200.3
coils,200.3,200.34
tight,200.34,200.54
work,201.03,201.44
those,201.47,201.88
muscles,201.93,202.09
now,230.299999,230.62999900000003
we,230.63,230.72
have,230.719999,230.849999
squat,230.849999,231.189999
with,231.19,231.36
oblique,231.429999,231.879999
crunch,231.889999,232.039999
for,232.289999,232.399999
one,232.4,232.86
whole,232.869999,233.179999
minute,233.18,233.48
squat,234.01,234.27
down,234.59,234.62
and,234.62,234.76
do,234.76,234.87
a,234.87,234.95
twister,234.95,235.37
punch,235.37,235.8
as,,
you,,
get,,
up,,
this,236.76,236.94
works,236.98,237.25
your,237.25,237.37
legs,237.37,237.72
butt,238.07,238.32
and,238.51,238.54
abs,238.58,238.81
at,239.09,239.11
the,239.11,239.13
same,239.13,239.16
time,239.16,239.19
super,239.95,240.22
amazing,,
all,,
right,,
now,,
we,,
have,,
a,,
15,296.38,296.54
seconds,296.54,296.97
break,296.97,297.32000000000005
and,,
you,,
can,,
take,,
a,298.07,298.09
longer,298.09,298.38
break,298.38,298.67
if,298.67,298.79
you,298.79,298.90000000000003
want,298.9,299.12
to,299.12,299.14
we,299.66,299.72
have,299.72,299.75
push,299.92,300.21000000000004
up,300.21,300.41
toe,301.73,301.76
tap,301.76,301.79
next,,
start,,
with,302.02,302.09
push,302.09,302.39
up,302.389999,302.589999
and,302.62,302.8
then,302.799999,302.96999900000003
touch,302.969999,303.24999899999995
your,303.25,303.36
toe,303.36,303.64
with,303.639999,303.799999
your,303.799999,303.889999
opposite,303.94,304.35
hand,304.35,304.72
if,304.789999,304.909999
you,304.91,304.98
can't,304.99,305.18
do,305.18,305.3
a,305.299999,305.379999
regular,305.379999,305.739999
push,305.74,306.04
up,,
you,306.24,306.34000000000003
can,306.34,306.45
start,306.449999,306.759999
with,306.76,306.89
just,306.949999,307.249999
toe,307.25,307.44
tap,307.46999900000003,307.70999900000004
only,308.74999900000006,308.909999
that,309.44999900000005,309.479999
eventually,,
you,,
can,,
add,,
some,,
push,309.7,309.87
ups,309.87,310.01
or,310.23,310.47
you,310.47,310.65000000000003
can,310.65,310.77
try,310.77,311.01
knee,311.01,311.21
push,311.29,311.47
ups,311.47,311.5
now,340.35,340.6
flip,340.629999,340.869999
around,340.869999,340.999999
and,341.199999,341.229999
have,341.399999,341.42999899999995
your,341.42999899999995,341.459999
elbow,341.709999,342.109999
resting,342.109999,342.43999899999994
on,342.43999899999994,342.459999
a,342.63,342.7
mat,342.7,343.03
we,343.32,343.34
are,343.34,343.35
doing,343.35,343.6
bicycles,343.66,344.23
next,344.23,344.36
this,344.94,345.17
works,345.46,345.71
your,345.71,345.73999999999995
abs,345.74,345.87
so,346.45,346.71
keep,346.75,347.05
pushing,347.13,347.27000000000004
now,375.37,375.64
we,375.649998,375.749998
have,,
up,375.92,376.14
and,376.139999,376.269999
down,376.289999,376.539999
with,376.539999,376.599999
two,376.77,376.96
jacks,377.24,377.62
make,377.779999,377.949999
sure,377.949999,378.169999
your,378.289999,378.319999
core,378.319999,378.659999
is,378.659999,378.779999
engaged,378.829999,379.499999
come,,
on,,
guys,379.98,380.36
you,380.41,380.59
can,380.64,380.8
do,380.8,381.00000000000006
it,381.00000000000006,381.09
now,410.469999,410.709999
we,411.07,411.19
have,411.19,411.22
be,411.4,411.63
up,411.63,411.87
with,411.929999,412.089999
straight,412.26,412.55
leg,412.549999,412.799999
crunch,412.799999,412.969999
try,413.619999,413.809999
your,413.809999,413.889999
best,,
to,,
do,,
this,414.45,414.55
in,414.74,414.88
good,414.88,415.06
form,415.06,415.1
and,415.57,415.7
I,415.7,415.78
hope,415.78,416.1
your,416.1,416.24
ass,416.31,416.59
is,416.59,416.72
on,445.63,445.65
fire,445.65,445.68
right,445.679999,445.709999
now,445.71,445.73
mountain,,
climbers,,
is,,
next,446.589999,446.989999
tighten,447.16,447.5100000000001
up,447.509999,447.669999
their,447.67,447.83
ass,447.9,448.17
and,448.33,448.46
crank,448.459999,448.869999
up,448.869999,449.049999
the,449.049999,449.169999
speed,449.25,449.51
guys,449.559999,449.769999
we're,450.1,450.31
halfway,450.539999,450.779999
through,450.779999,451.019999
the,451.02,451.16
workout,451.16,451.77
let's,451.85,452.18
smash,452.49,452.61
this,452.61,452.92
next,480.43,480.58
we,480.58,480.7000000000001
side,481.189999,481.289999
plank,481.46,481.86
with,481.86,482.06
a,482.059999,482.149999
kick,482.29,482.52
down,482.679999,483.029999
tabletop,483.03,483.66
with,483.759999,483.929999
the,485.059999,485.079999
Cape,485.079999,485.109999
start,485.109999,485.159999
in,485.199999,485.359999
a,485.359999,485.449999
site,485.449999,485.689999
playing,485.719999,485.969999
then,486.139999,486.299999
kick,486.299999,486.589999
the,486.59,486.73
top,486.74,487.0
light,487.0,487.21
in,487.21,487.3
front,487.3,487.52
of,487.52,487.66
you,,
then,,
bring,488.29,488.57
the,488.57,488.69
leg,488.69,488.94
back,488.94,489.29
and,489.36,489.44
get,489.45,489.79
into,489.82,490.15
a,490.15,490.23
tabletop,490.23,490.83
position,490.83,491.38
and,491.45,491.69
kick,491.69,491.99
the,491.99,492.12
other,492.12,492.4
leg,492.4,492.6
up,492.64,492.9
touching,492.91,493.3
your,493.3,493.33
hand,493.33,493.44
if,493.94,494.11
this,494.16,494.36
is,494.36,494.52
too,494.52,494.71
hot,494.71,495.03
you,495.03,495.11
can,495.11,495.23
do,495.23,495.38
a,495.41,495.5
side,495.5,495.75
plank,495.83,496.11
hole,496.11,496.43
now,515.48,515.73
let's,515.73,515.96
do,515.96,516.08
the,516.08,516.23
same,516.23,516.53
on,516.57,516.75
the,516.75,516.93
other,516.95,517.1500000000001
side,517.15,517.18
do,517.75,517.92
it,517.92,518.04
slow,518.049999,518.4599989999999
and,518.53,518.74
steady,518.74,519.17
if,519.17,519.1899999999999
you,541.8499999999999,542.05
need,544.049999,544.169999
to,544.17,544.1899999999999
the,544.26,544.4
exercise,,
now,550.469999,550.8099990000001
we,550.82,550.9300000000001
have,550.929999,551.1099989999999
walking,551.11,551.63
plank,551.7,552.1700000000001
walk,552.57,552.82
both,552.8600000000001,553.0400000000001
legs,553.0400000000001,553.09
and,553.46,553.64
hands,553.639999,553.919999
a,554.03,554.06
site,554.059999,554.3199989999999
to,554.389999,554.489999
site,554.49,554.8100000000001
make,554.889999,555.109999
sure,555.11,555.35
your,555.349999,555.529999
butt,555.58,555.7800000000001
is,555.83,556.0
not,556.049999,556.259999
poking,556.309999,556.669999
up,556.67,556.8499999999999
and,556.91,557.0699999999999
squeeze,557.289999,557.679999
those,557.8399989999999,558.029999
abs,561.519999,561.5899989999999
let's,585.42,585.62
take,585.62,585.84
a,585.84,585.9300000000001
quick,585.929999,586.1999989999999
15,586.469999,586.529999
second,,
break,586.87,587.29
you,587.29,587.31
can,587.309999,587.4499989999999
also,587.45,587.82
take,587.82,588.0200000000001
a,588.02,588.06
longer,588.059999,588.299999
break,588.3,588.63
if,589.21,589.26
you,595.49,595.51
want,597.809999,597.989999
to,,
let's,,
do,,
some,,
squats,,
oblique,598.16,598.51
crunch,598.53,598.86
for,598.88,599.07
another,599.12,599.45
30,599.56,599.8499999999999
seconds,599.85,600.35
squat,600.72,600.86
low,600.87,601.08
guys,601.08,601.45
work,601.57,601.83
those,601.85,602.09
legs,602.19,602.36
and,,
back,,
and,603.059999,603.189999
also,603.19,603.4000000000001
your,603.4,603.52
abs,617.76,617.9499999999999
now,630.68,630.91
squat,630.98,631.22
a,631.4,631.49
little,631.49,631.9
and,631.9,632.1
take,632.1,632.34
a,632.34,632.38
little,632.38,632.63
hop,632.63,632.89
with,632.89,633.11
one,633.11,633.33
leg,633.33,633.45
to,,
the,,
side,,
for,634.14,634.3199999999999
low,634.33,634.57
impact,634.57,634.97
you,634.98,635.09
can,635.09,635.24
just,635.24,635.45
take,635.57,635.7700000000001
a,635.77,635.84
step,635.84,636.2
without,636.2,636.5200000000001
the,636.52,636.63
hop,636.63,636.92
we're,665.799999,665.899999
shuffle,666.07,666.45
crunch,666.61,667.0500000000001
next,667.13,667.54
shuffle,667.74,668.15
to,668.15,668.28
one,668.28,668.51
side,668.52,668.73
and,668.77,668.93
crunch,668.99,669.47
and,669.85,669.9300000000001
then,669.93,670.04
to,670.04,670.1899999999999
the,670.4,670.42
other,670.42,670.56
side,670.56,670.9599999999999
you,671.3599999999999,671.4899999999999
can,,
do,671.66,671.8399999999999
just,671.84,672.14
a,672.14,672.18
crunch,672.18,672.6099999999999
only,672.64,673.05
for,673.1,673.21
the,673.21,673.32
low,673.32,673.49
impact,673.49,673.89
version,674.0,674.44
next,701.87,702.0200000000001
work,702.0200000000001,702.0500000000001
in,,
Mount,,
jump,702.67,702.9699999999999
and,702.99,703.2
bring,703.2,703.44
both,703.44,703.6300000000001
of,703.72,703.84
the,703.84,703.9300000000001
legs,703.93,704.1999999999999
out,704.31,704.53
and,704.77,704.88
then,704.88,705.06
in,705.11,705.42
do,705.49,705.61
it,705.61,705.79
fast,705.82,706.21
but,706.21,706.4200000000001
make,706.42,706.65
sure,706.65,706.91
you,707.28,707.3
are,707.3,707.31
doing,707.31,707.43
it,707.43,707.53
in,707.5799999999999,707.74
good,707.74,707.9699999999999
form,708.05,708.39
core,708.9,709.15
tight,709.15,709.52
back,709.73,710.04
neutral,710.04,710.53
and,710.56,710.74
all,710.81,711.0899999999999
muscles,711.1,711.62
activate,711.9,712.23
it,712.23,712.38
for,,
low,713.08,713.25
impact,713.25,713.7
just,713.7,713.9000000000001
bring,713.92,714.1899999999999
one,714.19,714.37
leg,714.37,714.5600000000001
out,714.61,714.8000000000001
at,714.83,714.98
one,714.98,715.21
time,715.219999,715.5499990000001
and,715.58,715.7900000000001
bring,715.79,716.01
them,716.009999,716.139999
back,733.729999,733.759999
in,733.759998,733.779998
now,736.0,736.28
let's,736.309999,736.559999
do,736.559999,736.759999
some,736.76,737.03
standing,737.059999,737.539999
crunches,737.559999,738.1999989999999
we,738.35,738.5
are,738.5,738.57
almost,738.690001,739.1500010000001
done,739.189999,739.279999
with,739.43,739.54
the,,
workout,,
guys,739.94,740.2600000000001
keep,740.33,740.58
pushing,740.74,740.96
we,768.1600000000001,768.2900000000001
have,768.2899990000001,768.3999990000001
lateral,768.449999,768.859999
lunge,768.859999,769.1799990000001
we've,769.23,769.44
jumped,769.4399990000001,769.769999
next,770.109999,770.3099990000001
bring,770.48,770.52
one,770.77,770.9499999999999
leg,770.95,771.12
to,771.12,771.23
the,771.23,771.33
side,771.7,771.73
and,771.73,771.86
lash,771.86,771.89
down,772.199999,772.609999
then,772.619999,772.869999
climb,773.01,773.1
back,773.1,773.3100000000001
up,773.309999,773.4799989999999
to,773.49,773.59
the,773.59,773.69
center,773.690001,774.1600010000001
and,774.199999,774.3899990000001
jump,774.33,774.6700000000001
up,775.5600000000001,775.6300000000001
below,775.6300000000001,775.71
impact,775.88,776.26
just,776.43,776.6899999999999
two,776.69,776.84
letter,776.84,777.13
lunch,777.16,777.4599999999999
only,777.65,777.87
without,777.93,778.3399999999999
the,778.34,778.45
jump,778.45,778.75
let's,,
do,,
the,,
same,,
on,,
the,,
other,,
side,,
we're,,
plank,838.76,839.05
will,839.05,839.15
show,839.15,839.4599999999999
the,839.46,839.6
tap,839.599999,839.9199990000001
next,840.259999,840.429999
do,840.49,840.69
it,840.69,840.85
fast,840.9,841.37
and,841.509999,841.579999
keep,841.58,841.83
your,841.83,841.97
core,842.11,842.39
engaged,842.41,843.0
try,843.24,843.53
not,843.53,843.56
to,843.69,843.8100000000001
sway,843.809999,844.2399989999999
too,844.24,844.5
much,844.5,844.84
and,844.93,845.05
we,,
have,845.09,845.27
one,845.33,845.64
more,845.65,845.86
exercise,845.92,846.53
to,846.53,846.66
go,846.699999,846.759999
let's,847.44,847.8100000000001
finish,847.82,848.1400000000001
this,848.14,848.18
workout,859.93,859.9799999999999
the,873.44,873.59
final,873.639999,874.029999
exercises,874.03,874.73
Heine,874.79,875.24
bring,875.849999,876.089999
up,876.09,876.24
your,,
knee,876.59,876.61
up,876.639999,876.829999
to,876.83,876.95
hips,,
level,877.28,877.7099999999999
do,877.809999,878.009999
it,,
as,,
fast,,
as,,
you,878.71,878.82
can,878.87,879.21
core,879.42,879.6899999999999
tight,879.69,880.11
and,880.209999,880.239999
we'll,880.25,880.43
only,880.5,880.84
have,880.85,881.0500000000001
a,881.08,881.1700000000001
couple,881.17,881.49
of,881.49,881.51
more,881.529999,881.799999
seconds,881.799999,882.189999
to,882.190001,882.330001
go,885.250001,885.470001
that's,908.38,908.62
the,908.62,908.75
workout,908.750001,908.980001
guys,909.15,909.43
who've,909.429999,909.459999
done,909.8,910.17
well,910.179999,910.529999
don't,,
forget,,
to,,
smash,,
that,,
like,,
button,,
subscribe,,
internal,,
applications,,
so,,
that,,
you,,
don't,,
miss,,
out,,
on,,
my,,
new,,
program,,
and,,
I'll,,
see,,
you,,
in,,
the,,
next,,
workout,,
bye,,
