hey,hey,4.61,4.74
than,than,30.16,30.48
the,the,30.48,30.580000000000002
other,other,30.61,30.89
way,way,30.889999,31.149999
around,around,31.15,31.599999999999998
the,the,31.77,31.88
only,only,31.880000000000003,31.94
other,other,32.519999999999996,32.73
equipment,equipment,32.74,33.1
that,that,33.099999,33.209998999999996
you,you,33.21,33.33
may,may,33.33,33.519999999999996
want,want,33.519999999999996,33.769999999999996
for,for,33.769999999999996,33.9
this,this,33.9,34.059999999999995
workout,workout,34.059999000000005,34.529999000000004
is,is,34.730000000000004,34.99
a,a,34.989999999999995,35.059999999999995
chair,chair,35.059999000000005,35.57999900000001
or,or,35.59,35.89
a,a,35.889999,35.949999000000005
box,box,36.02,36.57
for,for,36.62,36.839999999999996
some,some,36.84,37.0
of,of,37.010000000000005,37.080000000000005
the,the,37.08,37.15
modified,modified,37.15,37.78
movements,movements,37.79,38.339999999999996
we're,we're,38.68,38.81
going,,,
to,,,
do,do,39.0,39.14
the,the,39.14,39.25
whole,whole,39.25,39.53
thing,thing,39.54,39.83
with,with,39.83,40.04
you,you,40.04,40.24
ready,ready,40.62,40.93
to,to,40.93,40.99
get,get,40.99,41.18
this,this,41.18,41.35
thing,thing,41.35,41.59
going,going,41.59,41.96
all,all,41.97,42.11
right,right,42.11,42.38
we're,we're,42.49,42.64
going,going,42.64,42.72
to,to,42.72,42.769999999999996
start,start,42.78,43.13
with,with,43.13,43.400000000000006
either,either,43.57,43.87
a,a,43.87,43.989999999999995
dumbbell,dumbbell,44.0,44.62
crusher,<unk>,44.62,45.309999999999995
or,or,45.57,46.11
a,a,47.28,47.29
dumbbell,dumbbell,47.3,47.79
t,t,47.82,48.11
row,row,48.11,48.38
so,so,48.41,48.68
if,if,48.87,49.26
you,you,49.36,49.589999999999996
want,,,
to,to,49.78,49.800000000000004
do,do,49.799999,49.909999
the,the,49.91,50.029999999999994
easier,easier,50.03,50.370000000000005
modified,modified,50.37,50.87
versions,versions,50.87,51.349999999999994
you,you,51.349999,51.439999
go,go,51.44,51.54
and,and,51.54,51.69
follow,follow,51.69,51.96
Claudia,claudia,51.96,52.35
she's,she's,52.35,52.550000000000004
going,going,52.85,52.89
to,to,52.889999,52.909999000000006
be,be,52.92,53.03
using,using,53.029999000000004,53.449999000000005
one,one,53.449999,53.769999
dumbbell,dumbbell,53.769999999999996,54.209999999999994
I'm,i'm,54.239999999999995,54.419999999999995
going,,,
to,,,
use,use,54.59,54.910000000000004
two,two,54.91,55.3
so,so,55.55,55.919999999999995
that's,that's,56.41,56.63999999999999
the,the,56.64,56.76
main,main,56.77,57.32
difference,difference,57.32,57.84
I'm,i'm,57.99,58.14
going,going,58.17,58.21
to,to,58.21,58.29
squeeze,squeeze,58.3,58.86
these,these,58.87,59.12
together,together,59.12,59.68
and,and,59.68,59.77
I'm,i'm,59.769999999999996,59.849999999999994
going,going,59.88,59.93
to,to,59.93,60.05
pull,pull,60.08,60.559999999999995
back,back,60.57,61.08
and,and,61.49,61.68
Claudia,claudia,61.68,61.94
is,is,61.94,62.05
just,just,62.05,62.19
going,,,
to,,,
interlock,<unk>,62.55,62.97
her,her,63.0,63.19
fingers,fingers,63.19,63.76
and,and,63.78,63.95
pull,pull,63.95,64.16
back,back,64.16,64.47
either,either,64.53999999999999,64.75999999999999
way,way,64.76,64.97
we're,we're,64.969999,65.129999
both,both,65.139999,65.459999
pulling,pulling,65.46000000000001,65.7
back,back,65.71000000000001,66.04
on,on,66.11,66.36
our,our,66.36,66.5
elbows,elbows,66.509999,67.239999
keeping,keeping,68.179999,68.379999
those,those,68.38,68.55
elbows,elbows,68.57,68.97999999999999
tucked,tucked,69.03,69.37
in,in,69.37,69.54
nice,nice,69.53999999999999,69.77
and,and,69.77,69.91
tight,tight,69.91,70.17
to,to,70.18,70.24000000000001
the,the,70.24,70.30999999999999
body,body,70.309999,70.659999
pulling,pulling,70.68,70.97000000000001
back,back,70.969999,71.249999
we're,we're,71.26,71.4
keeping,keeping,71.4,71.65
our,our,71.65,71.77000000000001
core,core,71.809999,72.20999900000001
tight,tight,72.34,72.68
and,and,72.68,72.86000000000001
straight,straight,72.86,73.42999999999999
and,and,73.67,73.79
our,our,73.79,73.9
upper,upper,73.94,74.23
body,body,74.23,74.7
is,is,74.71,74.89
on,on,74.89,75.03
a,a,75.03,75.12
45,<unk>,75.13,75.67
degree,degree,76.97,77.02
angle,angle,77.03,77.51
now,now,78.09,78.23
we're,we're,78.23,78.33
not,not,78.33,78.53
going,going,78.53,78.64
to,to,78.64,78.68
count,count,78.68,78.98
any,any,79.04,79.41000000000001
repetitions,repetitions,79.41,80.11999999999999
today,today,80.12,80.55000000000001
I,i,80.7,80.81
just,just,80.809999,81.019999
want,want,81.02,81.17
you,you,81.17,81.24
to,to,81.24,81.30999999999999
try,try,81.309999,81.499999
to,to,81.5,81.58
perform,perform,81.58,81.98
as,as,81.98,82.15
many,many,82.15,82.47
moves,moves,82.469999,82.999999
as,as,83.08,83.39
you,you,83.389999,83.519999
can,can,83.52,84.11
in,in,84.28999999999999,84.52
allotted,allotted,84.52,85.14999999999999
time,time,85.17,85.55
period,period,85.549999,86.009999
work,work,86.799999,87.089999
at,at,87.089999,87.189999
your,your,87.19,87.38
own,own,87.38,87.63
pace,pace,87.63,88.28
but,but,88.58,88.78999999999999
at,at,88.789999,88.88999899999999
the,the,88.889999,88.989999
same,same,88.99,89.33999999999999
time,time,89.34,89.58
be,be,89.58,89.72
sure,sure,89.719999,89.89999900000001
to,to,89.9,90.0
push,push,90.0,90.26
yourself,yourself,90.26,90.7
because,because,90.69999899999999,90.849999
nobody,nobody,90.859999,91.359999
else,else,91.359999,91.609999
can,can,91.62,91.75
do,do,91.75,91.92
it,it,91.92,92.01
for,for,92.01,92.26
you,you,92.26,92.36
breathe,breathe,93.55,94.27
nice,nice,94.65,95.0
work,work,95.0,95.15
keep,keep,96.08000000000001,96.31
it,it,96.31,96.46000000000001
going,going,96.46000000000001,96.91000000000001
pulling,pulling,96.91000000000001,96.96000000000001
back,back,97.2,97.49000000000001
on,on,97.49,97.64
those,those,97.64,97.89
elbows,elbows,97.89,98.3
keeping,keeping,98.3,98.52
them,them,98.52,98.67
tight,tight,98.67,98.92
to,to,98.929999,99.019999
your,your,99.02,99.14
body,body,99.139999,99.64999900000001
in,in,99.929999,100.179999
five,five,100.19,100.95
four,four,101.429999,102.19999899999999
three,three,102.599999,103.299999
two,two,103.9,104.60000000000001
and,and,104.809999,105.34999900000001
one,one,105.36,105.79
okay,okay,105.78999999999999,106.08
we're,we're,106.08,106.16
going,,,
to,,,
go,go,106.379999,106.629999
to,to,106.629999,106.72999899999999
the,the,106.73,106.81
ground,ground,106.809999,107.249999
for,for,107.25,107.34
the,the,107.34,107.43
next,next,107.43,107.76
one,one,107.76,107.87
it's,,,
going,going,107.99,108.03
to,to,108.029999,108.089999
be,be,108.1,108.22999999999999
a,a,108.23,108.31
combo,combo,108.31,108.84
movement,movement,108.84,109.32000000000001
we're,we're,110.34,110.7
going,,,
to,,,
need,,,
both,both,111.09,111.47
weights,weights,111.48,111.95
for,for,111.96,112.1
this,this,112.1,112.36
one,one,112.36,112.6
we're,we're,113.51,113.63000000000001
going,,,
to,,,
do,do,113.8,113.96
a,a,113.96,114.11999999999999
hip,hip,114.4,114.63000000000001
up,up,114.74,115.1
plus,plus,115.37,116.03
chest,chest,116.15,116.51
press,press,116.52,116.82
we're,we're,117.03999999999999,117.05999999999999
going,going,117.05999999999999,117.1
to,to,117.1,117.11999999999999
drive,drive,117.11999999999999,117.53999999999999
off,off,117.53999999999999,117.55999999999999
our,our,117.82,117.88
heels,heels,117.88,118.28
and,and,118.28,118.4
at,at,118.4,118.48
the,the,118.48,118.57000000000001
same,same,118.57,118.94999999999999
time,time,118.95,119.26
we're,we're,119.259999,119.32999899999999
going,going,119.33,119.42999999999999
to,to,119.429999,119.489999
press,press,119.49,119.80999999999999
the,the,119.809999,119.92999900000001
dumbbell,dumbbell,119.929999,120.259999
straight,straight,120.259999,120.539999
up,up,120.53999999999999,120.8
and,and,121.139999,121.50999900000001
back,back,121.52,121.86999999999999
down,down,121.91,122.34
getting,getting,122.91,123.22999999999999
a,a,123.23,123.3
lot,lot,123.299999,123.779999
of,of,123.78,123.92
different,different,123.92,124.43
body,body,125.279999,125.659999
parts,parts,125.66,126.32
worked,worked,126.73,127.26
in,in,127.3,127.58
this,this,127.58,127.85
one,one,127.85,128.07999999999998
so,so,128.1,128.28
we're,we're,128.28,128.41
getting,getting,128.41,128.74
your,,,
hamstrings,hamstrings,128.75,129.48
your,your,129.48,129.59
glutes,<unk>,129.59,130.1
your,,,
lower,lower,130.13,130.43
back,back,130.43,130.79000000000002
your,your,130.81,131.0
abs,abs,131.02,131.81
chest,chest,131.97,132.44
shoulders,shoulders,132.44,133.14
triceps,triceps,133.17,133.76999999999998
the,the,133.77,133.88000000000002
list,list,133.88,134.32
goes,goes,134.77,135.29000000000002
on,on,135.34,135.86
but,but,136.179999,136.369999
it's,it's,136.389999,136.469999
a,a,136.469999,136.539999
very,very,136.54,136.97
efficient,efficient,136.98,137.38
movement,movement,137.389999,138.099999
getting,getting,138.429999,138.619999
a,a,138.62,138.67000000000002
lot,lot,138.67,138.94
of,of,138.94,139.05
work,work,139.049999,139.31999900000002
in,in,139.32,139.51
in,in,139.509999,139.659999
a,a,139.66,139.73
short,short,139.73,140.13
period,period,140.13,140.5
of,of,140.5,140.56
time,time,140.559999,140.929999
drive,drive,141.509999,141.939999
off,off,141.94,142.15
those,those,142.15,142.38
heels,heels,142.379999,142.709999
squeeze,squeeze,142.719999,143.149999
the,,,
gluts,,,
up,,,
at,,,
the,the,143.67000000000002,143.77
top,top,143.77,144.25
try,try,144.48,144.66
your,your,144.67000000000002,144.76000000000002
best,best,144.76,145.03
not,not,145.03,145.17
to,to,145.17000000000002,145.38000000000002
hyperextend,<unk>,145.74,146.48000000000002
your,your,146.48,146.59
back,back,146.6,146.92
to,to,146.93,147.03
just,just,147.03,147.32
come,come,147.32,147.56
up,up,147.56,147.71
until,until,147.71,147.96
your,your,147.96,148.22
upper,upper,148.58,148.83
body,body,148.83,149.15
is,is,149.15,149.33
in,in,149.34,149.42000000000002
this,this,149.42,149.55999999999997
nice,nice,149.59,149.81
straight,straight,149.82,150.31
line,line,150.31,150.74
and,and,151.36,151.52
make,make,151.52,151.70000000000002
sure,sure,151.7,151.88
not,not,151.88,152.09
to,to,152.09,152.22
bounce,bounce,152.23,152.57999999999998
your,your,152.58,152.74
arms,arms,152.74,153.02
off,off,153.02,153.16
the,the,153.16,153.28
ground,ground,153.28,153.67
either,either,153.67,154.13
nice,nice,154.8,155.15
work,work,155.15,155.57
breathe,breathe,155.87,156.73000000000002
one,one,157.16,157.67
right,right,157.679999,158.029999
into,into,158.059999,158.409999
the,the,158.41,158.54
next,next,158.54,159.34
moving,moving,159.73,160.0
at,at,160.0,160.15
a,a,160.15,160.21
pace,pace,160.209999,160.599999
that,,,
you,you,160.629999,160.939999
feel,feel,160.940001,161.280001
comfortable,comfortable,161.279999,161.839999
with,with,161.84,162.25
you,you,163.359999,163.51999899999998
got,got,163.52,163.82000000000002
it,it,163.82,163.95
almost,almost,165.36,165.72000000000003
there,there,165.73,166.07999999999998
let's,let's,167.39,167.55999999999997
go,go,167.56,167.74
five,five,167.75,168.16
more,more,168.16,168.39
seconds,seconds,168.39,168.89
on,on,168.89,169.05999999999997
this,this,169.06,169.33
one,one,169.33,169.65
and,and,170.7,171.01
four,four,171.02,171.68
three,three,172.3,172.83
two,two,173.559999,174.179999
one,one,174.87,175.53
and,and,175.599999,176.119999
done,done,176.15,176.61
okay,okay,176.61,177.12
we're,we're,177.52,177.70000000000002
on,on,177.7,177.95
to,to,177.95,178.06
our,our,178.059999,178.249999
feet,feet,178.27,178.52
for,for,178.52,178.64000000000001
the,the,178.639999,178.729999
next,next,178.73,179.04
one,one,179.039999,179.279999
need,need,180.36,180.63000000000002
both,both,180.63,180.97
weights,weights,180.97,181.32
again,again,181.37,181.81
we're,we're,182.61,182.74
going,,,
to,,,
either,,,
do,,,
a,a,183.37,183.48000000000002
stiff,stiff,183.49,183.94
leg,leg,183.94,184.18
deadlift,<unk>,184.18,184.78
plus,plus,185.08,185.39000000000001
shrug,shrug,185.39,185.88
or,or,186.09,186.28
Claudia,claudia,186.28,186.57
is,is,186.57,186.70999999999998
going,going,186.71,186.81
to,to,186.81,186.88
show,show,186.88,187.09
you,you,187.09,187.32
an,an,187.32,187.48
RDL,<unk>,187.49,188.07000000000002
which,which,188.08,188.28
stands,stands,188.28,188.51
for,for,188.51,188.67999999999998
Romanian,romanian,188.679999,189.349999
deadlift,<unk>,189.349999,189.879999
I,i,189.91,189.99
didn't,didn't,189.99,190.15
make,make,190.15,190.41
that,that,190.41,190.63
up,up,190.63,190.85
plus,plus,191.37,191.74
shrug,shrug,192.2,192.23999999999998
either,either,193.25,193.48
way,way,193.48,193.76999999999998
we're,we're,193.96,194.1
going,going,194.099999,194.189999
to,to,194.19,194.26
put,put,194.429999,194.599999
our,our,194.599999,194.689999
weight,weight,194.69,195.01
back,back,195.009999,195.219999
in,in,195.219999,195.289999
our,our,195.29,195.39
hips,hips,195.389999,195.67999899999998
little,little,195.71,196.3
bend,bend,196.309999,196.599999
the,the,196.6,196.7
knee,knee,196.699999,197.069999
I'm,i'm,197.199999,197.379999
going,going,197.4,197.44
to,to,197.440001,197.470001
go,go,197.469999,197.679999
all,all,197.73,198.14
the,the,198.15,198.25
way,way,198.25,198.49
down,down,198.49,198.98000000000002
and,and,199.28,199.47
I'm,i'm,199.47,199.54
going,going,199.54,199.65
to,to,199.65,199.68
bring,bring,199.68,199.86
my,my,199.86,199.98000000000002
hips,hips,199.98,200.22
forward,forward,200.22,200.69
and,and,200.75,200.94
shrug,shrug,200.94,201.28
Claudia's,,,
just,just,201.79,201.95999999999998
going,going,201.96,202.07000000000002
to,to,202.07,202.14
come,come,202.15,202.41
and,and,202.63,202.78
bring,bring,202.78,202.96
her,her,202.96,203.03
hands,hands,203.03,203.35
just,just,203.35,203.73
below,below,203.75,204.08
her,her,204.08,204.19000000000003
knees,knees,204.19,204.73
and,and,205.07,205.31
then,then,205.31,205.5
repeat,repeat,205.51,205.88
that,that,205.88,206.09
same,same,206.09,206.38
shrug,shrug,206.389999,206.92999899999998
so,so,207.49,207.68
we're,we're,207.679999,207.82999900000002
driving,driving,208.49,209.29000000000002
our,our,209.29,209.45
hips,hips,209.45,209.82999999999998
backwards,backwards,209.84,210.65
all,all,212.28,212.56
the,the,212.559999,212.619999
way,way,212.62,212.75
up,up,212.75,212.89
hips,hips,213.19,213.46
forward,forward,213.46,214.06
and,and,214.07,214.28
then,then,214.279999,214.439999
shrug,shrug,214.440001,214.980001
bringing,bringing,215.039999,215.619999
your,your,215.629999,216.139999
shoulders,shoulders,216.54,217.09
up,up,217.12,217.36
to,to,217.36,217.62
your,your,217.62,217.85
ears,ears,217.85,218.47
feel,feel,219.9,220.1
that,that,220.1,220.32
stretch,stretch,220.32,220.92
in,in,220.92,221.04
your,your,221.04,221.2
hamstrings,hamstrings,221.21,221.94
if,if,221.94,222.06
you're,you're,222.06,222.2
not,not,222.21,222.51000000000002
feeling,feeling,222.51,222.76
a,a,222.76,222.81
stretch,stretch,222.81,223.14000000000001
in,in,223.14,223.20999999999998
the,the,223.21,223.32000000000002
back,back,223.32,223.65
of,of,223.65,223.77
your,your,223.77,223.92000000000002
leg,leg,223.92,224.29
then,then,224.53,224.66
I,i,224.66,224.69
want,want,224.69,224.88
to,to,224.88,224.93
make,make,224.929999,225.07999900000002
sure,sure,225.08,225.18
you,you,225.179999,225.489999
are,are,226.24,226.60000000000002
driving,driving,226.7,227.26999999999998
those,those,227.27,227.55
hips,hips,227.559999,227.879999
back,back,227.9,228.55
just,just,229.78,230.09
a,a,230.09,230.16
little,little,230.16,230.62
bend,bend,230.62,230.97
in,in,230.969999,231.049999
those,those,231.049999,231.35999900000002
knees,knees,231.36,231.83
and,and,233.07999999999998,233.45
hips,hips,233.459999,233.799999
go,go,233.799999,233.969999
back,back,233.969999,234.519999
again,again,235.26,235.51
another,another,235.51,235.79999999999998
combo,combo,235.82,236.35
movement,movement,236.35,236.89
this,this,237.73,237.95999999999998
one,one,237.96,238.08
we,,,
are,,,
getting,,,
hamstrings,,,
glutes,<unk>,238.35,239.42
lower,lower,239.45,239.76
back,back,239.76,240.14999999999998
and,and,240.61,241.06
your,your,241.12,241.47
traps,traps,241.47,242.17
good,good,242.66,243.14
and,and,243.88,244.22
notice,notice,244.349999,244.659999
how,how,244.66,244.79999999999998
both,both,244.8,245.05
of,of,245.05,245.08
us,us,245.08,245.23000000000002
are,are,245.23,245.29999999999998
keeping,keeping,245.3,245.52
our,our,245.52,245.66
backs,backs,245.94,246.41
nice,nice,246.41,246.74
and,and,246.74,246.9
straight,straight,246.9,247.26000000000002
on,on,247.29,247.47
this,this,247.469999,247.699999
movement,movement,247.7,248.07999999999998
so,so,248.08,248.23000000000002
we're,we're,248.23,248.35999999999999
not,not,248.36,248.64000000000001
breaking,breaking,249.339999,249.94999900000002
that,that,249.95,250.19
straight,straight,250.190001,250.690001
line,line,250.690001,251.120001
and,and,251.119999,251.269999
hunching,<unk>,251.449999,252.04999899999999
over,over,252.049999,252.38999900000002
but,but,252.47,252.51
keeping,keeping,252.57,252.79
our,our,252.79,252.88
back,back,252.88,253.32999999999998
straight,straight,253.33,253.81
while,while,254.31,254.57
we're,we're,254.57,254.7
kicking,kicking,254.7,254.98999999999998
those,those,254.99,255.21
hips,hips,255.21,255.47
back,back,255.47,255.94
you,you,256.03,256.21
got,got,256.21,256.46
it,it,256.46,256.7
almost,almost,257.1,257.49
done,done,257.49,257.66
with,with,257.66,257.8
this,this,257.8,258.03000000000003
one,one,258.03,258.22999999999996
five,five,258.73,259.35
four,four,259.85,260.52000000000004
three,three,260.889999,261.359999
two,two,261.99,262.48
and,and,262.889999,263.209999
last,last,263.21,263.65
one,one,263.65,264.16999999999996
zero,zero,264.5,265.03
nice,nice,265.049999,265.349999
okay,okay,265.38,265.78
so,so,266.059999,266.389999
we're,we're,266.509999,266.629999
going,going,266.63,266.69
to,to,266.69,266.74
move,move,266.74,266.93
on,on,266.929999,267.099999
to,to,267.099999,267.19999900000005
some,some,267.2,267.34999999999997
shoulder,shoulder,267.349999,267.679999
presses,presses,267.679999,268.139999
next,next,268.139999,268.559999
I'm,i'm,268.73,268.83000000000004
gonna,,,
grab,,,
my,my,269.139999,269.239999
box,box,269.24,269.56
over,over,269.68,269.71
here,here,269.71,269.95
Claudia's,,,
going,,,
to,,,
grab,grab,270.76,270.96
her,her,270.96,271.04999999999995
box,box,271.05,271.33
and,and,271.33,271.43
I'm,i'm,271.43,271.48
going,,,
to,,,
do,do,271.61,271.75
this,this,271.75,271.89
one,one,271.89,271.99
from,from,271.99,272.12
a,a,272.12,272.18
standing,standing,272.18,272.59000000000003
position,position,272.59,273.15
so,so,273.15,273.39
from,from,273.39,273.53999999999996
the,the,273.54,273.64000000000004
box,box,273.64,273.94
it's,it's,273.94,274.04
a,a,274.04,274.1
little,little,274.1,274.3
easier,easier,274.33,274.93
standing,standing,275.4,276.08
a,a,276.28,276.35999999999996
little,little,276.36,276.63
harder,harder,276.63,277.08
standing,standing,277.1,277.70000000000005
it,it,277.7,277.77
forces,forces,277.77,278.13
me,me,278.13,278.28
to,to,278.28,278.47999999999996
use,use,278.679999,278.889999
a,a,278.889999,278.949999
little,little,278.95,279.17
bit,bit,279.17,279.25
more,more,279.26,279.46999999999997
stability,stability,279.469999,280.089999
and,and,280.09,280.16999999999996
a,a,280.17,280.2
little,little,280.2,280.46
bit,bit,280.46,280.65999999999997
more,more,280.66,281.04
core,core,281.099999,281.679999
but,but,281.98,282.29
overall,overall,282.46,283.03
very,very,283.049999,283.389999
comparable,comparable,283.389999,283.959999
movements,movements,283.96,284.4
you,you,284.4,284.51
decide,decide,284.509999,284.949999
which,which,284.95,285.15999999999997
one,one,285.16,285.36
is,is,285.36,285.54
right,right,285.54,285.90000000000003
for,for,285.92,286.12
you,you,286.119999,286.27999900000003
if,if,286.279999,286.379999
you,you,286.379999,286.439999
don't,don't,286.440001,286.600001
feel,feel,286.6,286.74
comfortable,comfortable,286.74,287.32
the,the,287.619999,287.749999
overhead,overhead,287.75,288.27
quite,quite,288.27,288.5
yet,yet,288.5,288.82
grab,grab,289.17,289.52000000000004
a,a,289.57,289.58
seat,seat,289.58,289.94
full,full,290.89,291.32
range,range,291.32,291.56
of,of,291.56,291.64
motion,motion,291.64,292.03
on,on,292.03,292.2
this,this,292.2,292.46999999999997
one,one,292.47,292.91
all,all,293.21,293.5
the,the,293.5,293.57
way,way,293.57,293.73
up,up,293.73,293.92
all,all,293.94,294.14
the,the,294.15,294.17999999999995
way,way,294.18,294.32
down,down,294.32,294.8
stay,stay,294.82,295.17
nice,nice,295.17,295.54
and,and,295.54,295.71000000000004
under,under,295.76,296.13
control,control,296.13,296.99
you,you,297.41,297.49
don't,,,
want,want,297.49,297.67
to,to,297.67,297.75
fling,fling,297.75,298.5
or,or,298.5,298.59
swing,swing,298.59,298.9
the,the,298.9,299.0
dumbbells,dumbbells,299.0,299.57
around,around,299.57,300.09999999999997
keep,keep,300.86,301.03000000000003
your,your,301.03,301.13
core,core,301.13,301.54
tight,tight,301.54,301.99
this,this,302.259999,302.28999899999997
is,,,
a,a,302.77,303.04999999999995
strength,strength,303.36,303.83000000000004
training,training,303.849999,304.439999
routine,routine,304.449999,304.929999
so,so,304.93,305.06
we,we,305.059999,305.159999
don't,don't,305.16,305.35
want,want,305.35,305.49
to,to,305.49,305.75
I,i,306.1,306.19
know,know,306.190001,306.320001
you,you,306.32,306.45
said,said,306.45,306.62
work,work,306.62,306.82
at,at,306.82,306.92
your,your,306.93,307.05
own,own,307.05,307.2
pace,pace,307.2,307.61
but,but,307.64,307.84
we,we,307.84,307.95
definitely,definitely,307.95,308.25
don't,don't,308.25,308.43
want,want,308.43,308.62
to,to,308.62,308.84000000000003
make,make,309.17,309.45
this,this,309.45,309.59999999999997
a,a,309.6,309.67
cardio,cardio,309.67,310.16
and,and,310.16,310.34000000000003
just,just,310.34,310.64
start,start,310.69,311.11
pumping,pumping,311.11,311.46000000000004
out,out,311.46,311.71999999999997
correct,correct,311.88,312.54
exactly,exactly,312.61,313.2
reps,,,
if,if,313.87,314.0
you,you,314.0,314.07
are,are,314.07,314.08
using,using,314.08,314.33
a,a,314.33,314.40999999999997
weight,weight,314.41,314.66
that,that,314.66,314.71000000000004
you,you,314.72,314.88000000000005
can,can,314.88,314.99
just,just,314.99,315.08
do,do,315.12,315.28000000000003
100,<unk>,315.34,315.64
reps,reps,315.65,315.96999999999997
in,in,315.969999,316.089999
this,this,316.09,316.46999999999997
30,<unk>,316.57,316.84
second,second,316.849999,317.129999
time,time,317.13,317.4
period,period,317.4,317.67999999999995
then,then,317.69,317.76
you,you,317.759999,318.089999
need,,,
to,,,
up,up,318.12,318.36
the,the,318.36,318.5
weight,weight,318.5,318.9
nice,nice,319.71,320.16999999999996
okay,okay,320.23,320.67
not,not,320.77,321.0
much,much,321.0,321.25
time,time,321.25,321.56
left,left,321.559999,321.77999900000003
on,on,321.78,321.9
this,this,321.9,322.12
one,one,322.119999,322.309999
and,and,324.32,324.59999999999997
five,five,324.61,325.25
four,four,325.62,326.37
three,three,326.63,327.12
two,two,327.51,328.05
and,and,328.1,328.58000000000004
one,one,328.58,329.0
nice,nice,329.08,329.64
all,all,330.03,330.10999999999996
right,right,330.11,330.25
shake,shake,330.26,330.56
those,those,330.56,330.6
arms,arms,330.88,331.36
move,move,331.39,331.53999999999996
this,this,331.54,331.72
out,out,331.72,331.84000000000003
of,of,331.84,331.89
the,the,331.89,331.96
way,way,331.96,332.25
and,and,332.78,332.92999999999995
we're,we're,332.929999,333.039999
going,going,333.04,333.12
to,to,333.12,333.16
move,move,333.16,333.35
into,into,333.349999,333.669999
a,a,333.67,333.76
dumbbell,dumbbell,333.79,334.22
curl,curl,334.219999,334.61999899999995
so,so,334.62,334.72
we're,we're,334.719999,334.79999899999996
gonna,gonna,334.8,334.94
hit,hit,334.94,335.11
those,those,335.11,335.37
biceps,biceps,335.38,336.07
next,next,336.07,336.64
working,working,336.79,337.11
on,on,337.11,337.22
the,the,337.219999,337.319999
gun,gun,337.32,337.68
show,show,337.679999,338.079999
Claudia's,<unk>,338.099999,338.38999900000005
got,,,
a,a,338.54,338.59000000000003
gun,gun,338.589999,338.839999
show,show,338.839999,339.069999
with,,,
her,her,339.08,339.21
tank,tank,339.259999,339.519999
top,top,339.53,339.73999999999995
on,on,339.74,339.91
tonight,tonight,339.91,340.16
look,look,340.16,340.19
at,at,340.190001,340.300001
those,those,340.309999,340.52999900000003
guns,guns,340.529999,340.779999
anyway,anyway,341.879999,342.189999
just,just,343.189999,343.229999
admiring,admiring,343.25,343.56
my,my,343.6,343.70000000000005
wife's,wife's,343.7,343.97999999999996
guns,guns,343.98,344.31
okay,okay,344.38,344.65999999999997
so,so,344.66,344.77000000000004
we're,,,
going,,,
to,,,
do,do,345.02,345.15999999999997
a,a,345.16,345.25
curl,curl,345.25,345.71
both,both,346.93,347.26
palms,palms,347.61,348.04
come,come,348.04,348.26000000000005
up,up,348.26,348.46
we're,we're,348.47,348.62
going,,,
to,,,
curl,curl,348.75,349.04
those,those,349.04,349.27000000000004
pinkies,<unk>,349.29,349.66
