what,what,0.1,0.56
sure,sure,180.309999,180.399999
you're,you're,180.4,180.52
breathing,breathing,180.52,181.0
last,last,182.05,182.37
one,one,182.37,182.55
each,each,182.55,182.70000000000002
side,side,182.7,183.04999999999998
all,all,184.93,185.17000000000002
right,right,185.17,185.48
now,now,185.49,185.77
I,i,185.77,185.83
want,want,185.83,186.03
you,you,186.03,186.09
to,to,186.09,186.14000000000001
take,take,186.21,186.39000000000001
your,your,186.39,186.51
feet,feet,186.51,186.69
about,about,186.69,186.9
hip,hip,186.9,187.18
width,width,187.18,187.48000000000002
we'll,we'll,187.65,187.78
take,take,187.78,187.96
it,it,187.96,188.05
to,to,188.05,188.13000000000002
two,two,188.13,188.39
different,different,188.389999,188.64999899999998
movement,movement,188.67,189.01
patterns,patterns,189.01,189.44
here,here,189.44,189.74
first,first,189.92,190.22
we're,we're,190.219999,190.289999
taking,taking,190.29,190.62
it,it,190.62,190.71
into,into,190.71,190.92000000000002
a,a,190.92,191.0
squat,squat,191.0,191.45
so,so,191.45,191.58999999999997
sitting,sitting,191.59,191.89000000000001
back,back,191.889999,192.099999
driving,driving,192.11,192.45000000000002
the,the,192.45,192.51999999999998
knees,knees,192.52,192.81
out,out,192.809999,193.069999
then,then,193.28,193.51
we'll,we'll,193.509999,193.64999899999998
hinge,hinge,193.65,194.32
and,and,194.98,195.22
then,then,195.219999,195.359999
bring,bring,195.36,195.54000000000002
it,it,195.54,195.64
back,back,195.639999,195.879999
up,up,195.88,196.10999999999999
so,so,196.109999,196.26999899999998
I,,,
want,,,
you,you,196.4,196.51000000000002
to,to,196.51,196.60999999999999
feel,feel,196.609999,196.829999
the,the,196.82999999999998,196.91
difference,difference,196.91,197.32999999999998
between,between,197.32999999999998,197.70999999999998
these,these,197.719999,197.969999
two,two,197.99,198.21
movements,movements,198.21,198.88
with,with,199.21,199.44
that,that,199.44,199.64
squat,squat,199.64,200.19
you're,you're,200.34,200.54
bending,bending,200.55,200.86
those,those,200.86,201.05
knees,knees,201.05,201.34
feeling,feeling,201.35,201.59
it,it,201.59,201.70000000000002
more,more,201.7,201.97
in,,,
those,those,202.03,202.24
quads,quads,202.24,202.67000000000002
and,and,202.94000000000003,203.10000000000002
that,that,203.48,203.67999999999998
hinge,hinge,203.68,204.11
you,you,204.37,204.55
should,should,204.55,204.76000000000002
feel,feel,204.78,205.11
in,in,205.58,205.78
the,the,205.78,205.9
back,back,205.91,206.22
of,of,206.5,206.6
those,those,206.62,206.89000000000001
legs,legs,206.889999,207.27999899999998
so,so,207.969999,208.119999
sit,sit,208.12,208.33
it,it,208.33,208.35000000000002
back,back,208.389999,208.759999
hinge,hinge,209.469999,209.739999
it,it,209.74,209.91
forward,forward,209.91,210.37
huh,huh,211.02,211.11
Rosio,,,
so,so,212.62,212.84
glad,glad,212.839999,213.07999900000002
you,you,213.08,213.13000000000002
were,were,213.13,213.26999999999998
able,able,213.27,213.5
to,to,213.5,213.67
make,make,213.67,214.01999999999998
it,it,214.02,214.14000000000001
this,this,214.139999,214.349999
week,week,214.35,214.76
we've,we've,215.279999,215.439999
been,been,215.440001,215.600001
loving,loving,215.6,215.9
having,having,215.91,216.21
you,you,216.209999,216.369999
every,every,216.37,216.62
single,single,216.62,216.94
week,week,216.94,217.44
at,at,217.81,217.97
our,our,217.97,218.1
workouts,workouts,218.1,218.68
we've,we've,219.21,219.29000000000002
got,got,219.29,219.47
a,a,219.47,219.52
few,few,219.52,219.70000000000002
more,more,219.7,219.85
just,just,219.85,220.06
like,like,220.06,220.21
this,this,220.21,220.35
squad,squad,220.36,220.71
so,so,222.46,222.70000000000002
we,we,222.7,222.83999999999997
will,will,222.84,223.01
revisit,revisit,223.01,223.57
this,this,223.57,223.76
hinge,hinge,223.76,224.1
later,later,224.099999,224.379999
on,on,224.4,224.88
in,in,226.87,227.03
a,a,227.03,227.11
single,single,227.11,227.46
leg,leg,227.46,227.65
position,position,227.65,228.24
whoo,<unk>,229.17,229.17999999999998
last,last,229.19,229.57
one,one,229.57,229.93
all,all,230.70000000000002,231.09
right,right,231.09,231.54000000000002
so,so,232.199999,232.42999899999998
warm,warm,232.43,232.69
up,up,232.690001,232.780001
feeling,feeling,233.109999,233.36999899999998
good,good,233.369999,233.629999
we're,we're,234.039999,234.169999
gonna,gonna,234.17000000000002,234.29000000000002
go,go,234.3,234.53
to,,,
a,a,234.549999,234.559999
nice,nice,234.559999,234.789999
little,little,234.8,234.93
core,core,234.93,235.29000000000002
set,set,235.29,235.53
to,to,235.53,235.65
start,start,235.65,236.01000000000002
we're,we're,236.19,236.34
gonna,gonna,236.34,236.51
hit,hit,236.51,236.7
three,three,236.72,237.04
different,different,237.04,237.37
moves,moves,237.37,237.85
and,and,238.08,238.23000000000002
we're,we're,238.23,238.35999999999999
going,going,238.36,238.61
three,three,238.61,239.01000000000002
times,times,239.01,239.42999999999998
through,through,239.43,239.76000000000002
I'll,i'll,240.03,240.21
give,give,240.21,240.39000000000001
you,you,240.39,240.61999999999998
one,one,241.34,241.74
version,version,241.74,242.12
for,for,242.12,242.24
the,the,242.24,242.32000000000002
first,first,242.32,242.6
round,round,242.599999,242.79999899999999
and,and,242.8,242.89000000000001
then,then,242.889999,242.919999
each,each,242.95,243.22
round,round,243.23,243.57999999999998
I'll,i'll,243.58,243.76000000000002
add,add,243.77,244.08
on,on,244.099999,244.359999
a,a,244.37,244.44
little,little,244.44,244.64
progression,progression,244.639999,245.349999
so,so,245.61,245.82000000000002
first,first,245.82,246.12
up,up,246.2,246.45999999999998
we're,we're,246.52,246.65
gonna,gonna,246.65,246.79
bring,bring,246.79,246.94
those,those,246.94,247.05
shoulder,shoulder,247.049999,247.38999900000002
blades,blades,247.389999,247.61999899999998
off,off,247.62,247.78
the,the,247.78,247.89000000000001
ground,ground,247.889999,248.199999
we,we,248.4,248.61
lower,lower,248.61,248.93
our,our,248.929999,249.019999
legs,legs,249.02,249.22
to,,,
the,the,249.28,249.35
lowest,lowest,249.349999,249.709999
point,point,249.71,249.97
we,we,249.969999,250.059999
can,can,250.059999,250.209999
keep,keep,250.209999,250.439999
that,that,250.449999,250.61999899999998
Mahalo,,,
in,in,251.17000000000002,251.28000000000003
our,our,251.279999,251.399999
body,body,251.4,251.81
you,you,252.039999,252.169999
ready,ready,252.17000000000002,252.46
join,join,252.83,253.18
me,me,253.18,253.29000000000002
now,now,253.29,253.51
30,<unk>,253.53,253.85
seconds,seconds,253.86,254.26000000000002
here,here,254.26,254.57
shoulder,shoulder,254.84,255.16
blades,blades,255.16,255.4
off,off,255.4,255.56
the,the,255.56,255.68
ground,ground,255.68,255.96
big,big,256.87,257.37
inhales,<unk>,257.56,257.86
and,and,258.31,258.59000000000003
exhales,<unk>,259.23,259.39000000000004
yeah,yeah,262.28,262.85999999999996
okay,okay,263.05,263.52000000000004
so,so,263.52,263.72999999999996
with,with,263.889999,263.91999899999996
these,these,264.05999899999995,264.41999899999996
if,if,264.529999,264.56999899999994
you,you,264.74,264.94
feel,feel,264.94,265.17
like,like,265.17,265.31
they're,they're,265.309999,265.419999
feeling,feeling,265.42,265.74
pretty,pretty,265.74,265.94
challenging,challenging,265.94,266.42
for,for,266.42,266.53000000000003
you,you,266.53,266.78999999999996
you,you,266.94,267.07
can,can,267.07,267.21
even,even,267.21,267.39
bend,bend,267.4,267.63
those,those,267.63,267.82
knees,knees,267.839999,268.029999
a,,,
little,little,268.1,268.31
bit,bit,268.309999,268.489999
shorten,shorten,268.84,269.09999999999997
that,that,269.1,269.29
lever,lever,269.289999,269.609999
or,or,269.639999,269.889999
you,you,269.889999,269.97999899999996
can,can,269.98,270.09000000000003
even,even,270.09,270.23999999999995
bring,bring,270.24,270.36
the,the,270.359999,270.449999
legs,legs,270.45,270.71
up,up,270.71,270.87
a,a,270.87,270.92
little,little,270.92,271.16
bit,bit,271.16,271.32000000000005
higher,higher,271.32,271.81
but,but,272.11,272.22
whatever,whatever,272.22,272.49
you're,you're,272.49,272.59000000000003
doing,doing,272.59,272.84
try,try,272.84,273.03
to,to,273.03,273.11999999999995
keep,keep,273.12,273.32
that,that,273.32,273.44
hollow,hollow,273.45,274.03
in,in,274.35,274.49
your,your,274.49,274.63
belly,belly,274.63,275.14
keep,keep,275.42,275.64000000000004
a,a,275.64,275.68
lot,lot,275.68,275.81
of,of,275.81,275.92
tension,tension,275.93,276.46
shoulder,shoulder,276.78,277.14
blades,blades,277.14,277.36
off,off,277.36,277.53000000000003
the,the,277.53,277.64
ground,ground,277.64,277.91999999999996
get,get,278.02,278.22999999999996
that,that,278.23,278.42
scoop,scoop,278.42,278.97
three,three,279.32,279.7
two,two,280.21,280.56
one,one,280.95,281.44
relax,relax,281.57,282.19
all,all,282.219999,282.36999899999995
right,right,282.37,282.61
lay,lay,282.61,282.8
down,down,282.799999,283.199999
now,now,283.44,283.6
you,you,283.599999,283.739999
can,can,283.74,283.87
bend,bend,283.88,284.14
those,those,284.139999,284.399999
knees,knees,284.4,284.72999999999996
the,the,285.27,285.45
fingertips,fingertips,285.65,286.06
are,are,286.06,286.07
just,just,286.24,286.73
grazing,<unk>,287.15,287.57
the,the,287.66,287.74
back,back,287.74,287.96000000000004
of,of,287.959999,288.019999
your,your,288.02,288.15
heels,heels,288.15,288.46999999999997
here,here,288.53,288.72999999999996
you're,you're,288.88,288.94
gonna,gonna,288.94,289.09
peel,peel,289.09,289.63
your,your,289.63,289.77
hips,hips,289.77,290.01
off,off,290.01,290.17
the,the,290.17,290.28000000000003
ground,ground,290.28,290.55999999999995
and,and,291.18,291.43
then,then,291.43,291.53000000000003
you're,you're,291.53,291.60999999999996
gonna,gonna,291.61,291.8
dig,dig,291.81,292.19
one,one,292.19,292.51
heel,heel,292.56,292.77
to,to,292.83,292.89
the,the,292.89,292.96999999999997
ground,ground,292.97,293.20000000000005
as,as,293.2,293.28999999999996
you,you,293.29,293.36
bring,bring,293.36,293.56
one,one,293.56,293.71
knee,knee,293.71,293.79999999999995
to,to,293.8,293.86
your,your,293.86,294.01
chest,chest,294.02,294.4
and,and,294.79,295.05
then,then,295.05,295.22
switch,switch,295.22,295.59000000000003
it,it,295.59,295.67999999999995
out,out,295.7,295.88
join,join,295.89,296.2
me,me,296.21,296.29999999999995
if,if,296.3,296.38
you,you,296.389999,296.529999
haven't,haven't,296.53,296.89
already,already,296.889999,297.459999
use,use,298.03,298.34
your,your,298.34,298.36999999999995
hands,hands,298.65,298.97999999999996
on,on,298.99,299.19
the,the,299.19,299.28
ground,ground,299.28,299.53999999999996
to,to,299.55,299.66
give,give,299.67,299.85
you,you,299.849999,299.96999900000003
some,some,299.969999,300.129999
stability,stability,300.13,300.87
give,give,301.11,301.3
you,you,301.299999,301.369999
a,a,301.37,301.39
little,little,301.389999,301.639999
leverage,leverage,301.639999,302.149999
because,because,302.67,302.82
you,you,302.82,302.89
want,want,302.889999,303.069999
to,to,303.07,303.11
keep,keep,303.11,303.36
the,the,303.37,303.47
hips,hips,303.469999,303.91999899999996
nice,nice,304.15,304.40999999999997
and,and,304.41,304.51000000000005
stable,stable,304.59,305.11999999999995
as,as,305.119999,305.309999
you're,you're,305.309999,305.419999
moving,moving,305.42,305.79
through,through,305.809999,305.96999900000003
these,these,305.96999900000003,306.37999900000005
and,and,306.65,306.85999999999996
really,really,306.86,307.1
thinking,thinking,307.1,307.38
about,about,307.38,307.54
