ORIGINAL_WORD,START_TIME,END_TIME
tall,30.639999,31.089999
options,31.92,32.35
here,32.349999,32.529999
you,32.53,32.61
can,32.61,32.72
always,32.719999,32.969999
reduce,32.969999,33.229999
the,33.230000000000004,33.34
range,33.339999,33.539999
of,33.54,33.65
motion,33.65,33.93
if,33.929999,34.039999
you,34.039999,34.159999
need,34.16,34.379999999999995
to,34.379999,34.399999
that's,,
going,,
to,35.1,35.18
go,35.219999,35.399999
right,35.4,35.72
into,35.75,36.09
ten,36.14,36.51
reps,36.510000000000005,36.830000000000005
of,36.85,36.99
a,36.99,37.07
forward,37.07,37.54
arm,37.56,37.86
circle,37.86,38.19
bringing,38.19,38.41
those,38.41,38.6
arms,38.61,39.01
out,39.04,39.37
nice,39.63,40.13
and,40.13,40.370000000000005
wide,40.37,40.67
we,40.68,40.84
really,40.84,41.03
want,41.03,41.15
to,41.15,41.2
open,41.21,41.47
up,41.47,41.61
the,41.61,41.73
chest,41.73,42.13
and,42.13,42.3
shoulders,42.3,42.85
with,42.85,42.96
this,42.96,42.99
once,43.68,43.9
we're,43.9,44.01
done,44.01,44.17
with,44.17,44.28
those,44.28,44.46
ten,44.47,44.73
we're,44.73,44.81
gonna,44.809999,44.969999
flip,44.97,45.22
it,45.22,45.31
and,45.309999,45.469999
reverse,45.469999,45.889999
it,45.889999,46.069999
now,46.08,46.41
we're,46.41,46.49
gonna,46.49,46.620000000000005
go,46.62,46.73
into,46.73,46.86000000000001
that,46.86,47.05
reverse,47.05,47.53
motion,47.53,47.93
for,47.929999,48.059999000000005
ten,48.059999,48.499999
total,48.509999,48.879999
reps,48.88,49.370000000000005
next,50.049999,50.539999
up,50.599999,50.909999
we're,51.03,51.15
gonna,51.15,51.31
work,51.309999,51.479999
that,51.48,51.64
core,51.639999,51.869999
a,51.87,51.94
little,51.94,52.11
bit,52.109999,52.339999
so,52.5,52.64
we,52.639999,52.789999
have,52.789999,53.029999
our,53.029999,53.22999900000001
opposite,53.279999,53.719999
knee,53.719999,53.999999
to,54.0,54.17
opposite,54.199999,54.719999
elbow,54.74,55.23
so,55.32,55.56
D,55.55,55.91
is,55.92,56.07
bringing,56.07,56.3
her,56.3,56.47
elbow,56.49,56.97
up,56.97,57.15
bringing,57.16,57.4
that,57.4,57.62
knee,57.62,57.91
making,57.92,58.2
sure,58.2,58.400000000000006
that,58.4,58.66
rotation,58.66,59.45
is,59.69,59.91
coming,59.91,60.19
from,60.19,60.32
the,60.32,60.42
core,60.42,60.86
less,60.99,61.330000000000005
so,61.33,61.51
from,61.51,61.66
the,61.66,61.78
upper,61.78,61.99
body,61.99,62.32
now,62.32,62.49
of,62.49,62.64
course,62.639999,62.869999
if,62.87,62.95
that,62.95,63.14
range,63.139999,63.359999
of,63.36,63.51
motion,63.51,63.9
is,63.91,64.09
not,64.099999,64.429999
available,64.45,65.02
to,65.02,65.14999999999999
you,65.15,65.4
you,65.59,65.73
can,65.73,65.84
go,65.849999,66.009999
ahead,66.009999,66.239999
extend,66.24,66.53999999999999
those,66.53999999999999,66.72
arms,66.719999,67.019999
out,67.049999,67.419999
and,67.59,67.76
just,67.759999,67.91999899999999
reduce,67.92,68.33
that,68.33,68.53999999999999
range,68.53999999999999,68.77
of,68.77,68.89
motion,68.889999,69.31999900000001
next,69.75,70.06
up,70.059999,70.20999900000001
we,70.219999,70.379999
have,70.379999,70.58999899999999
ten,70.6,70.89
total,70.889999,71.219999
reps,71.219999,71.449999
of,71.459999,71.55999899999999
an,71.559999,71.699999
alternating,71.709999,72.429999
reverse,72.47,73.0
lunge,73.01,73.47
we're,73.53,73.66
go,73.66,73.78
ahead,73.78,74.02
turn,74.03,74.24
to,74.24,74.32
the,74.32,74.39999999999999
side,74.4,74.63000000000001
so,,
you,,
can,74.77,74.89999999999999
see,74.93,75.13000000000001
D,75.13,75.35
nice,75.38,75.66
and,75.66,75.78999999999999
tall,75.79,76.11
feet,76.44,76.7
are,76.71,76.88
on,76.88,77.14999999999999
two,77.17,77.43
separate,77.46,77.89
tracks,77.89,78.27
about,78.27,78.57
hip,78.58,78.84
width,78.84,79.04
apart,79.04,79.43
as,79.66,79.92
she,79.92,80.09
steps,80.09,80.38000000000001
back,80.38,80.75999999999999
you're,80.86,81.02
gonna,81.02,81.17999999999999
notice,81.179999,81.539999
that,81.559999,81.689999
the,81.69,81.8
weight,81.8,82.07
distribution,82.08,82.89999999999999
is,83.01,83.18
about,83.179999,83.439999
mid,83.44,83.75
foot,83.75,83.98
to,83.98,84.14
heel,84.139999,84.479999
which,84.48,84.61
is,84.61,84.69
allowing,84.69,85.1
that,85.099999,85.289999
need,85.28999999999999,85.71
to,85.71000000000001,85.84
stay,85.84,86.13000000000001
behind,86.13,86.53999999999999
the,86.53999999999999,86.61999999999999
toe,86.62,87.05000000000001
an,87.28,87.46000000000001
option,87.469999,87.889999
here,87.889999,88.239999
you,88.369999,88.499999
can,88.5,88.63
always,88.629999,88.919999
reduce,88.92,89.4
your,89.4,89.57000000000001
range,89.57,89.80999999999999
of,89.809999,89.95999900000001
motion,89.959999,90.399999
on,90.41,90.63
that,90.63,90.86
back,90.87,91.22
knee,91.22,91.57
now,91.91,92.27
what,92.28,92.52
warm,92.52,92.73
up,92.73,92.85
would,92.85,92.9
be,92.91,93.04
complete,93.04,93.42
without,93.44,93.81
ten,93.81,94.09
reps,94.09,94.34
of,94.34,94.48
jumping,94.48,94.86
jacks,94.86,95.14
let's,95.14,95.23
go,95.23,95.35
ahead,95.35,95.54
get,95.54,95.67
those,95.67,95.92
going,95.92,96.26
nice,96.41,96.7
explosive,96.7,97.08
movement,97.08,97.36
feet,97.36,97.67
nice,97.68,98.03
and,98.059999,98.349999
wide,98.349999,98.779999
of,98.95,99.13
course,99.139999,99.479999
an,99.5,99.65
option,99.67,100.12
here,100.13,100.43
you,100.429999,100.519999
can,100.52,100.65
always,100.65,100.95
walk,100.96,101.38
it,101.38,101.53
out,101.54,101.91
and,101.969999,102.259999
walk,102.259999,102.589999
it,102.59,102.72
back,102.73,103.07
in,103.12,103.48
you,103.75,103.93
have,103.929999,104.099999
two,104.11,104.43
total,104.429999,104.809999
rounds,104.809999,105.289999
go,105.509999,105.669999
ahead,105.67,105.94
hit,105.94,106.13
that,106.129999,106.299999
pause,106.299999,106.589999
button,106.59,106.97
get,107.109999,107.329999
started,,
you,,
all,,
right,289.36,289.54
so,289.54,289.69
block,289.69,290.09
number,290.09,290.32
one,290.32,290.55
you,290.55,290.65000000000003
have,290.65,290.78
three,290.79,291.12
exercises,291.13,291.85
for,291.86,291.99
a,291.99,292.06
total,292.06,292.45
of,292.45,292.64
three,292.65,292.94
rounds,292.94,293.36
eight,293.69,293.93
reps,293.93,294.17
of,294.17,294.33000000000004
everything,294.33,294.95
first,295.24,295.52
and,295.52,295.65
foremost,295.65,296.21
you,296.389999,296.529999
need,296.53,296.7
a,296.7,296.75
few,296.75,296.96
items,296.99,297.54
something,297.82,298.21
to,298.21,298.39
lay,298.389999,298.639999
on,298.639999,298.869999
to,299.439999,299.999999
objects,300.17,300.67
that,300.67,300.83000000000004
way,300.84,301.11
the,301.11,301.23
same,301.23,301.51
amount,301.509999,301.869999
and,302.059999,302.249999
then,302.25,302.45
maybe,302.46,302.78
one,302.78,303.04
slightly,303.15,303.61
larger,303.61,304.02000000000004
object,304.02,304.57
first,304.91,305.22
exercise,305.23,305.72
is,306.07,306.24
your,306.24,306.41
ISO,306.449999,306.859999
or,306.91,307.08000000000004
squat,307.09,307.59
to,307.73,307.93
a,307.93,308.03000000000003
walkout,308.03,308.94
pushup,,
standing,309.2,309.58
step,,
position,309.75,310.26
feet,310.45,310.68
hip,310.68,310.78000000000003
width,310.78,310.86999999999995
apart,310.87,311.25
hinging,311.48,311.89000000000004
at,311.89,312.0
our,,
hips,312.13,312.43
we're,312.43,312.53000000000003
gonna,312.53,312.7
walk,312.7,312.97
our,312.97,313.07000000000005
hands,313.07,313.38
down,313.38,313.64
into,313.64,313.89
that,313.89,314.08
high,314.08,314.38
plank,314.38,314.86
bending,315.23,315.63
our,315.63,315.76
elbows,315.77,316.29
bringing,316.44,316.72
our,316.719999,316.829999
chest,316.83,317.1
down,317.099999,317.299999
to,317.3,317.39
the,317.389999,317.499999
floor,317.5,317.89
and,318.12,318.33
then,318.33,318.49
walking,318.5,318.94
it,318.94,319.07
back,319.07,319.33
up,319.36,319.89
option,320.09,320.63
drop,320.78,321.11
it,321.11,321.19
to,321.19,321.26
the,321.259999,321.369999
knees,321.37,321.63
for,321.639999,321.729999
that,321.73,321.89000000000004
pushup,321.889999,322.249999
and,322.9,323.04
of,323.039999,323.169999
course,323.17,323.69
you,323.71999900000003,323.89999900000004
got,323.9,324.08
your,324.08,324.27
favorite,324.28,324.9
colored,324.96,325.33
towel,325.35,325.64000000000004
right,325.64,325.8
John,325.8,326.09000000000003
it's,326.13,326.28
my,326.31,326.48
wife's,326.48,327.23
all,328.19,328.36
right,328.36,328.59000000000003
so,328.6,328.82000000000005
after,328.9,329.29
that,329.29,329.57
we're,329.72,329.89000000000004
going,329.89,330.14
right,330.15,330.39
into,330.39,330.65
an,330.65,330.79
ISO,330.83,331.32
hip,331.35,331.73
bridge,331.78,332.17999999999995
chest,332.19,332.55
fly,332.55,332.91
so,333.16,333.36
grabbing,333.36,333.91
those,333.91,334.19
two,334.23,334.45000000000005
objects,334.48,335.05
lying,335.05,335.33
supine,335.33,335.34
on,335.77,335.91
the,335.91,336.01000000000005
ground,336.009999,336.429999
our,336.7,336.89
knees,336.889999,337.249999
are,337.25,337.37
bent,337.38,337.61
90,337.61,337.89
degrees,337.889999,338.259999
with,338.259999,338.419999
our,338.42,338.64000000000004
ankles,338.7,339.1
directly,339.099999,339.56999900000005
underneath,339.57,340.04
our,340.039999,340.14999900000004
knees,340.15,340.48
we're,340.75,340.91
going,340.91,341.07000000000005
to,341.07,341.18
raise,341.190001,341.530001
our,341.529999,341.669999
hips,341.67,341.91
up,341.91,342.04
towards,342.039999,342.369999
the,342.369999,342.479999
sky,342.49,342.77
bringing,343.33,343.65
the,343.65,343.75
objects,343.75,344.18
over,344.19,344.45
our,344.45,344.58
chest,344.58,345.1
opening,345.43,345.91
up,345.92,346.09000000000003
your,346.09,346.23
chest,346.24,346.89
out,347.17,347.41
nice,347.41,347.62
and,347.62,347.78000000000003
wide,347.78,348.16
and,348.37,348.58
then,348.58,348.74
bringing,348.74,349.15000000000003
the,349.15,349.27
objects,349.27,349.75
back,349.75,349.95
together,349.95,350.46
engaging,350.58,351.23
your,351.25,351.53
chest,351.53,352.01
option,352.08,352.63
limit,352.849999,353.19999900000005
your,353.2,353.34
range,353.34,353.56
of,353.559999,353.659999
motion,353.66,354.16
last,354.44,354.74
but,354.74,354.87
not,354.87,355.02
least,355.02,355.4
gently,355.67,356.32
set,356.33,356.52
those,356.52,356.72
down,356.719999,357.089999
we,357.32,357.45
don't,357.45,357.58
want,357.58,357.7
to,357.7,357.75
ruin,357.75,357.95
pasta,357.95,358.31
night,358.309999,358.869999
we're,359.539999,359.69999900000005
gonna,359.699999,359.859999
have,359.869999,360.099999
a,360.109999,360.349999
double,360.359999,360.859999
crunch,360.87,361.39
so,361.55,361.75
grabbing,361.75,362.2
that,362.2,362.34
beautiful,362.34,362.7
potted,362.7,363.08
plant,363.08,363.41
we're,363.59,363.74
gonna,363.74,363.92
start,363.92,364.38
with,364.38,364.63
our,364.64,364.81
knees,364.81,365.07
bent,365.08,365.3
90,365.3,365.59
degrees,365.59,365.95
arms,366.13,366.47
are,366.47,366.5
extended,366.5,366.92
over,366.92,367.18
our,367.18,367.33
chest,367.33,367.74
we're,367.99,368.14
gonna,368.139999,368.319999
lower,368.32,368.81
extend,368.809999,369.309999
our,369.309999,369.439999
legs,369.44,369.73
down,369.73,369.97
to,369.969999,370.069999
the,370.07,370.18
ground,370.179999,370.559999
keeping,370.58,370.85
your,370.849999,370.9499990000001
heels,370.95,371.29
hovered,371.29,371.63
as,371.66,371.85
we,371.849999,371.969999
extend,371.969999,372.449999
your,372.45,372.59
arms,372.59,372.85
up,372.849999,372.959999
over,372.969999,373.159999
the,373.16,373.25
chest,373.25,373.51
squeezing,373.92,374.63
our,374.799999,374.899999
body,374.9,375.21
together,375.21,375.73
option,376.15,376.64
we,376.82,376.99
can,376.99,377.1
always,377.1,377.3200000000001
keep,377.32,377.54
those,377.539999,377.7599990000001
knees,377.77,378.12
bent,378.15,378.72
and,378.94,379.15
of,379.16,379.29
course,379.29,379.65
without,379.86,380.46
spilling,381.27,381.75
the,381.84,381.96
plant,381.96,382.47
three,382.83,383.14
rounds,383.14,383.23
eight,383.59,383.78
reps,383.78,383.99
of,383.99,384.04
everything,,
alright,,
time,806.34,806.64
for,806.639999,806.739999
a,806.74,806.8
little,806.799999,806.9699989999999
bit,806.969999,807.099999
of,807.099999,807.1699990000001
cardio,807.17,807.66
we're,807.83,807.96
looking,807.96,808.12
for,808.119999,808.269999
five,808.27,808.72
minutes,808.719999,809.009999
of,809.01,809.15
work,809.15,809.43
here,809.43,809.7299999999999
now,809.9,810.22
if,810.289999,810.4499989999999
you,810.449999,810.5199990000001
haven't,810.52,810.72
have,810.73,810.9200000000001
a,810.93,810.9699999999999
treadmill,810.97,811.35
at,811.35,811.45
home,811.45,811.7800000000001
awesome,811.85,812.26
go,812.26,812.39
ahead,812.39,812.59
and,812.59,812.73
use,812.73,812.9300000000001
it,812.93,813.12
for,813.43,813.56
those,813.56,813.7099999999999
of,813.71,813.8100000000001
you,813.81,813.92
who,813.92,814.0999999999999
don't,814.14,814.52
and,814.54,814.68
maybe,814.68,814.9599999999999
have,814.96,815.19
smaller,815.19,815.71
spaces,815.71,816.1700000000001
to,816.17,816.28
work,816.28,816.55
with,816.55,816.79
you,817.08,817.24
can,,
do,817.24,817.38
something,817.38,817.7
as,817.7,817.7800000000001
simple,817.78,818.01
as,818.01,818.1
your,818.099999,818.239999
favorite,818.24,818.67
exercise,818.71,819.2800000000001
for,819.29,819.4399999999999
five,819.44,819.73
minutes,819.73,820.13
one,820.34,820.58
interval,820.59,820.9200000000001
style,820.92,821.15
we,821.15,821.3
like,821.3,821.53
using,821.54,821.98
is,821.99,822.15
20,822.179999,822.4899989999999
seconds,822.5,822.8
of,822.799999,822.9499989999999
work,822.95,823.25
to,823.469999,823.6599990000001
10,824.13,824.16
seconds,824.16,824.55
of,824.559999,824.789999
rest,824.79,825.12
of,825.13,825.28
one,825.28,825.53
exercise,825.54,826.18
so,826.33,826.48
for,826.48,826.6
example,826.6,827.02
you,827.02,827.15
can,827.15,827.27
do,827.27,827.56
10,827.57,827.58
total,828.01,828.33
rounds,828.33,828.72
of,828.859999,829.029999
20,829.03,829.3
seconds,829.31,829.67
worth,829.67,829.88
of,829.88,829.98
squats,829.98,830.54
with,831.17,831.3299999999999
a,831.33,831.4100000000001
10,831.41,831.6
second,831.6,831.9300000000001
rest,831.93,832.15
in,832.15,832.25
between,832.25,832.8
now,832.97,833.2900000000001
a,833.32,833.4000000000001
fun,833.4,833.6
little,833.6,833.74
game,833.74,833.96
you,833.96,834.0600000000001
can,834.06,834.17
play,834.17,834.43
with,834.43,834.6899999999999
is,834.95,835.1700000000001
count,835.18,835.42
how,835.43,835.53
many,835.53,835.77
reps,835.77,835.99
you,835.99,836.07
do,836.07,836.21
in,836.21,836.2900000000001
that,836.29,836.4699999999999
first,836.47,836.7900000000001
round,836.79,837.12
and,837.32,837.5200000000001
see,837.52,837.66
if,837.66,837.7199999999999
you,837.719999,837.779999
can,837.78,837.89
hold,837.889999,838.109999
on,838.11,838.26
and,838.26,838.38
match,838.38,838.66
that,838.66,838.85
rep,838.849999,839.029999
count,839.03,839.28
each,839.28,839.47
time,839.469999,839.869999
go,840.34,840.5
ahead,840.5,840.75
pause,840.75,841.05
that,841.049999,841.2299989999999
video,841.23,841.65
get,841.77,841.97
started,,
block,1143.24,1143.57
number,1143.57,1143.85
two,1143.86,1144.1699999999998
we've,1144.17,1144.38
got,1144.38,1144.63
three,1144.639999,1145.009999
exercises,1145.01,1145.98
just,1146.059999,1146.309999
like,1146.309999,1146.4399990000002
we,1146.44,1146.53
do,1146.53,1146.68
in,1146.679999,1146.819999
class,1146.82,1147.23
we're,1147.23,1147.32
gonna,1147.32,1147.49
go,1147.5,1147.63
ahead,1147.63,1147.86
and,1147.86,1147.99
demonstrate,1147.99,1148.52
those,1148.52,1148.69
exercises,1148.69,1149.59
and,1149.65,1149.85
then,1149.849999,1149.999999
pause,1150.0,1150.28
the,1150.289999,1150.389999
video,1150.389999,1150.819999
so,1150.82,1151.01
that,1151.01,1151.16
you,1151.16,1151.36
can,1151.359999,1151.509999
do,1151.51,1151.67
the,1151.67,1151.78
work,1151.779999,1152.1699990000002
exercise,1152.48,1153.08
number,1153.08,1153.33
one,1153.33,1153.6699999999998
is,,
going,1153.84,1154.06
to,1154.06,1154.19
be,1154.19,1154.36
our,1154.37,1154.53
standing,1154.53,1155.1
shoulder,1155.17,1155.69
press,1155.7,1156.13
we've,1156.55,1156.82
got,1156.82,1157.0
our,1157.0,1157.12
handy,1157.12,1157.53
dandy,1157.53,1157.91
coffee,1157.91,1158.37
jugs,1158.37,1158.76
here,1158.76,1159.16
just,1159.43,1159.72
in,1159.75,1159.93
place,1159.93,1160.22
of,1160.24,1160.4
our,1160.4,1160.5500000000002
weights,1160.55,1160.9
and,1160.99,1161.06
so,1161.059999,1161.1999990000002
get,1161.2,1161.38
into,1161.38,1161.5800000000002
that,1161.58,1161.81
standing,1161.809999,1162.259999
set,1162.26,1162.48
position,1162.48,1163.03
shoulders,1163.03,1163.44
are,1163.44,1163.49
gonna,1163.49,1163.65
be,1163.66,1163.8000000000002
stocked,1163.8,1164.1699999999998
right,1164.17,1164.34
over,1164.34,1164.51
top,1164.509999,1164.729999
of,1164.73,1164.89
your,1164.889999,1164.989999
hips,1164.99,1165.3
over,1165.32,1165.61
knees,1165.61,1165.9199999999998
over,1165.95,1166.26
ankles,1166.29,1166.75
feet,1167.02,1167.26
are,1167.259999,1167.319999
gonna,1167.32,1167.5
be,1167.5,1167.64
shoulder,1167.639999,1167.989999
width,1167.99,1168.18
apart,1168.18,1168.59
from,1168.799999,1169.019999
here,1169.02,1169.25
Jess,1169.25,1169.56
is,1169.559999,1169.679999
gonna,1169.68,1169.87
press,1169.869999,1170.209999
those,1170.209999,1170.439999
coffee,1170.48,1170.95
jugs,1170.95,1171.3
right,1171.3,1171.61
over,1171.61,1171.86
top,1171.86,1172.09
of,1172.09,1172.24
her,1172.24,1172.37
head,1172.37,1172.66
and,1172.87,1173.08
then,1173.08,1173.24
bring,1173.24,1173.44
those,1173.44,1173.64
elbows,1173.66,1174.0800000000002
right,1174.08,1174.34
back,1174.34,1174.55
down,1174.55,1174.77
to,1174.77,1174.93
about,1174.95,1175.43
that,1175.43,1175.63
90,1175.63,1176.0
degree,1176.0,1176.37
angle,1176.37,1176.78
make,1176.98,1177.2
sure,1177.2,1177.36
we're,1177.36,1177.49
not,1177.49,1177.74
locking,1177.74,1178.06
those,1178.059999,1178.309999
knees,1178.309999,1178.599999
out,1178.599999,1178.839999
and,1179.02,1179.22
that,1179.22,1179.4
core,1179.4,1179.66
stays,1179.66,1179.97
nice,1179.99,1180.29
and,1180.32,1180.5
tight,1180.5,1180.75
burning,1180.76,1181.06
through,1181.059999,1181.2099990000002
those,1181.21,1181.42
shoulders,1181.42,1181.89
yeah,1181.889999,1182.229999
you're,1182.46,1182.58
making,1182.58,1182.85
it,1182.849999,1182.949999
look,1182.95,1183.13
good,1183.13,1183.42
though,1183.42,1183.74
all,1184.08,1184.25
right,1184.25,1184.5
exercise,1184.52,1185.15
number,1185.15,1185.44
two,1185.44,1185.86
we're,1185.889999,1186.019999
gonna,1186.02,1186.2
come,1186.199999,1186.429999
down,1186.43,1186.7
to,1186.699999,1186.839999
the,1186.84,1186.97
ground,1186.969999,1187.289999
on,1187.289999,1187.4199990000002
our,1187.42,1187.59
hot,1187.59,1187.9399999999998
pink,1187.949999,1188.199999
towel,1188.25,1188.64
working,1188.85,1189.24
that,1189.24,1189.47
body,1189.48,1189.87
weight,1189.87,1190.1699999999998
running,1190.18,1190.59
man,1190.59,1190.9199999999998
getting,1191.13,1191.42
into,1191.42,1191.65
your,1191.65,1191.8200000000002
high,1191.82,1192.16
plank,1192.17,1192.44
position,1192.44,1192.93
here,1192.93,1193.17
make,1193.17,1193.38
sure,1193.38,1193.5700000000002
we're,1193.57,1193.6899999999998
stacking,1193.69,1194.09
those,1194.09,1194.24
shoulders,1194.24,1194.61
directly,1194.61,1195.1799999999998
over,1195.18,1195.39
top,1195.39,1195.64
of,1195.64,1195.7800000000002
your,1195.78,1195.93
wrists,1195.93,1196.29
hips,1196.49,1196.85
are,1196.849999,1196.929999
right,1196.929999,1197.169999
in,1197.17,1197.28
line,1197.28,1197.49
with,1197.49,1197.61
those,1197.61,1197.77
shoulders,1197.77,1198.17
and,1198.17,1198.3000000000002
then,1198.3,1198.43
feet,1198.429999,1198.649999
shoulder,1198.65,1198.97
width,1198.969999,1199.159999
apart,1199.16,1199.5500000000002
keeping,1199.74,1200.08
that,1200.08,1200.29
tummy,1200.29,1200.58
nice,1200.58,1200.86
and,1200.86,1201.04
tight,1201.04,1201.26
driving,1201.28,1201.72
one,1201.719999,1202.0799989999998
knee,1202.09,1202.35
at,1202.36,1202.53
a,1202.53,1202.63
time,1202.63,1203.1
up,1203.12,1203.3
to,1203.299999,1203.4399990000002
that,1203.44,1203.67
chest,1203.67,1204.12
we're,1204.299999,1204.479999
gonna,1204.48,1204.69
alternate,1204.74,1205.43
back,1205.43,1205.74
and,1205.77,1205.99
forth,1206.03,1206.68
for,1206.71,1206.93
an,1207.06,1207.21
option,1207.23,1207.69
you,1207.69,1207.8200000000002
can,1207.82,1207.99
simply,1207.99,1208.34
take,1208.34,1208.59
that,1208.59,1208.74
hop,1208.75,1209.03
out,1209.03,1209.17
of,1209.17,1209.3100000000002
it,1209.31,1209.48
gently,1209.78,1210.23
tap,1210.23,1210.52
that,1210.52,1210.72
toe,1210.72,1211.0
and,1211.0,1211.21
return,1211.21,1211.58
back,1211.59,1211.79
to,1211.79,1211.91
that,1211.91,1212.12
high,1212.12,1212.36
plank,1212.36,1212.7099999999998
we've,1212.71,1212.86
got,1212.86,1213.05
20,1213.09,1213.52
total,1213.52,1213.9
there,1213.9,1214.2
10,1214.78,1214.85
on,1214.849999,1214.949999
each,1214.97,1215.24
side,1215.24,1215.65
last,1215.9,1216.23
exercise,1216.23,1216.86
ready,1216.86,1217.04
to,1217.04,1217.13
work,1217.13,1217.3200000000002
that,1217.32,1217.48
core,1217.48,1217.7
a,1217.7,1217.76
little,1217.759999,1217.969999
bit,1217.969999,1218.159999
more,1218.16,1218.47
alright,1218.889999,1219.319999
layin,1219.34,1219.66
all,1219.67,1219.94
the,1219.94,1220.01
way,1220.009999,1220.1699990000002
down,1220.17,1220.43
on,1220.429999,1220.5499989999998
our,1220.549999,1220.659999
back,1220.66,1220.93
this,1220.929999,1221.089999
is,1221.089999,1221.219999
gonna,1221.219999,1221.399999
be,1221.41,1221.5600000000002
our,1221.559999,1221.7099990000002
body,1221.719999,1222.0699989999998
weight,1222.07,1222.4
bicycle,1222.4,1222.93
crunch,1222.93,1223.54
fingertips,1223.6,1224.2099999999998
are,1224.209999,1224.269999
going,1224.27,1224.54
right,1224.54,1224.73
to,1224.73,1224.83
those,1224.84,1225.05
ears,1225.07,1225.39
elbows,1225.44,1225.8200000000002
are,1225.82,1225.89
gonna,1225.89,1226.0800000000002
stay,1226.09,1226.34
out,1226.34,1226.5
nice,1226.5,1226.71
and,1226.71,1226.86
wide,1226.86,1227.07
now,1227.07,1227.24
from,1227.24,1227.45
here,1227.45,1227.86
you,1228.05,1228.24
do,1228.24,1228.45
want,1228.45,1228.6
to,1228.6,1228.66
keep,1228.66,1228.91
that,1228.91,1229.09
low,1229.09,1229.29
back,1229.29,1229.55
pressed,1229.58,1230.0
into,1230.0,1230.25
the,1230.25,1230.37
ground,1230.37,1230.7099999999998
so,1230.71,1230.82
go,1230.82,1230.98
ahead,1230.98,1231.22
and,1231.22,1231.35
raise,1231.35,1231.57
those,1231.57,1231.78
feet,1231.79,1232.01
up,1232.01,1232.13
just,1232.13,1232.43
a,1232.429999,1232.479999
little,1232.48,1232.72
bit,1232.72,1232.95
and,1233.19,1233.39
then,1233.389999,1233.519999
shoulders,1233.52,1233.98
come,1233.98,1234.15
up,1234.15,1234.3000000000002
as,1234.3,1234.46
well,1234.46,1234.71
opposite,1234.74,1235.22
shoulder,1235.219999,1235.669999
to,1235.86,1236.04
opposite,1236.08,1236.63
knee,1236.63,1236.85
so,1236.849999,1237.009999
we,1237.009999,1237.1399990000002
are,1237.139999,1237.269999
twisting,1237.27,1237.91
through,1237.91,1238.1
that,1238.099999,1238.359999
core,1238.36,1238.77
keeping,1239.0,1239.28
that,1239.28,1239.48
tummy,1239.48,1239.77
tight,1239.77,1240.02
don't,1240.02,1240.19
forget,1240.190001,1240.470001
to,1240.469999,1240.5699989999998
breathe,1240.57,1241.04
Jess,1241.039999,1241.389999
it's,1241.389999,1241.559999
okay,1241.559999,1241.839999
to,1241.84,1241.9499999999998
do,,
that,1242.190001,1242.480001
while,1242.49,1242.69
you're,1242.690001,1242.770001
working,1242.91,1243.23
out,1243.23,1243.48
your,1243.74,1243.95
option,1243.98,1244.43
here,1244.43,1244.77
keep,1244.96,1245.2
your,1245.2,1245.32
heels,1245.33,1245.71
on,1245.71,1245.82
the,1245.82,1245.9299999999998
ground,1245.93,1246.3200000000002
and,1246.33,1246.49
then,1246.49,1246.65
one,1246.65,1247.0300000000002
at,1247.07,1247.24
a,1247.24,1247.33
