butt,butt,236.22,236.59
his,his,237.2,237.32
feet,feet,237.32,237.6
are,are,237.62,237.72
coming,coming,237.72,238.0
straight,straight,238.04,238.45
out,out,238.45,238.64
in,in,238.64,238.73999999999998
front,front,238.74,238.96
of,of,238.96,239.08
him,him,239.08,239.35000000000002
it's,it's,240.06,240.09
good,good,240.12,240.3
and,,,
he's,he's,240.31,240.52
just,just,240.52,240.88000000000002
reaching,reaching,240.88,241.29999999999998
out,out,241.3,241.52
and,and,242.309999,242.349999
see,see,242.349999,242.629999
he,he,242.67,242.82999999999998
dropped,dropped,242.83,243.14000000000001
his,his,243.139999,243.27999899999998
head,head,243.28,243.48
immediately,immediately,243.48,244.13
when,when,244.13,244.25
he,he,244.25,244.34
did,did,244.34,244.53
these,these,244.53,244.76
with,with,244.77,244.8
his,his,244.809999,245.039999
nose,nose,245.04,245.65
highly,highly,245.759999,246.109999
conditioned,conditioned,246.11,246.45000000000002
athlete,athlete,246.45,246.95
you,you,249.089999,249.299999
should,should,249.299999,249.429999
feel,feel,249.429999,249.599999
this,this,249.599999,249.719999
at,at,249.719999,249.819999
home,home,249.82,250.01999999999998
coming,coming,250.02,250.3
all,all,250.32,250.66
the,the,250.66,250.74
way,way,250.74,250.89000000000001
down,down,250.889999,251.14999899999998
your,your,251.15,251.27
back,back,251.279999,251.529999
and,and,251.529999,251.709999
right,right,251.709999,252.049999
into,into,252.049999,252.25999900000002
your,your,252.26,252.39
hamstrings,hamstrings,252.39,252.92999999999998
if,if,252.93,253.03
you,you,253.03,253.15
can't,can't,253.15,253.5
get,get,253.5,253.72
all,all,253.75,253.96
the,the,253.96,254.03
way,way,254.03,254.18
out,out,254.18,254.39000000000001
to,to,254.39,254.45999999999998
your,your,254.46,254.61
feet,feet,254.61,254.85000000000002
again,again,254.87,255.24
that's,that's,255.55,255.87
okay,okay,255.87,256.41
you,you,256.64,256.76
can,can,256.76,256.9
always,always,256.9,257.19
hold,hold,257.2,257.4
on,on,257.4,257.56
to,to,257.56,257.65
the,the,257.65,257.72999999999996
back,back,257.73,257.97
of,,,
your,your,258.05,258.22
calf,calf,258.22,258.53000000000003
because,because,258.53,258.82
by,by,258.83,258.94
the,the,258.94,259.08
end,end,259.09,259.22999999999996
of,of,259.23,259.33000000000004
this,this,259.33,259.46999999999997
program,program,259.48,259.99
you,you,260.22,260.38000000000005
should,should,260.38,260.67
be,be,260.67,260.83000000000004
able,able,260.83,261.02
to,to,261.02,261.14
get,get,261.139999,261.239999
out,out,261.24,261.41
to,to,261.41,261.46000000000004
your,your,261.46,261.57
toes,toes,261.57,261.95
music,music,265.82,265.89
okay,okay,269.039999,269.349999
good,good,269.35,269.67
so,,,
he's,he's,269.690001,269.940001
gonna,gonna,269.940001,270.110001
come,come,270.109999,270.369999
up,up,270.37,270.74
he's,he's,270.949999,271.09999899999997
gonna,gonna,271.1,271.26000000000005
shake,shake,271.26,271.53999999999996
it,it,271.54,271.65000000000003
out,out,271.65,272.09
and,and,272.46,272.59
he's,,,
gonna,gonna,272.73,272.88
go,go,272.88,273.03
right,right,273.03,273.34999999999997
back,back,273.39,273.65
into,into,273.65,273.88
that,that,273.88,274.08
stretch,stretch,274.08,274.58
and,and,274.97,275.13000000000005
again,again,275.13,275.38
the,the,275.38,275.46999999999997
reason,reason,275.47,275.73
that,that,275.73,275.85
we,we,275.85,275.94
do,do,275.94,276.09
each,each,276.1,276.33000000000004
one,one,276.33,276.46999999999997
of,of,276.47,276.56
these,these,276.56,276.72
stretches,stretches,276.72,277.17
twice,twice,277.2,277.82
is,is,278.12,278.29
because,because,278.29,278.56
your,your,278.559999,278.689999
body's,body's,278.69,279.07
natural,natural,279.07,279.61
response,response,279.61,280.23
to,to,280.24,280.34000000000003
being,being,280.349999,280.619999
stretched,stretched,280.62,281.18
is,is,281.179999,281.259999
designed,designed,281.259999,281.629999
to,to,281.66,281.75
protect,protect,281.75,282.18
itself,itself,282.179999,282.569999
so,so,282.57,282.83
if,if,283.0,283.16
i,i,283.16,283.23
was,was,283.23,283.38
to,to,283.38,283.48
step,step,283.48,283.72
out,out,283.719999,283.80999899999995
of,of,283.809999,283.909999
my,my,283.91,284.03000000000003
car,car,284.03,284.60999999999996
and,and,284.95,285.15
twist,twist,285.15,285.44
my,my,285.44,285.6
ankle,ankle,285.599999,286.14999900000004
that,that,286.49,286.76
stretch,stretch,286.76,287.24
my,my,287.24,287.39
body's,body's,287.389999,287.739999
natural,natural,287.74,288.07
inclination,inclination,288.07,288.57
is,is,288.6,288.66
gonna,gonna,288.66,288.8
be,be,288.8,288.89
to,to,288.89,288.99
fight,fight,288.99,289.28000000000003
against,against,289.28,289.63
that,that,289.63,289.86
so,so,289.87,290.17
when,when,290.37,290.53000000000003
we,we,290.53,290.65
go,go,290.65,290.87
into,into,290.87,291.06
the,the,291.06,291.17
first,first,291.17,291.41
stretch,stretch,291.41,291.69
you're,you're,291.69,291.8
gonna,gonna,291.8,291.98
find,find,291.98,292.36
that,that,292.36,292.62
you,you,292.79,292.89000000000004
feel,feel,292.89,293.14
a,a,293.15,293.15999999999997
little,little,293.17,293.41
bit,bit,293.41,293.68
tighter,tighter,293.76,294.37
on,on,294.41,294.59000000000003
that,that,294.59,294.78
first,first,294.78,294.98999999999995
stretch,stretch,294.99,295.40000000000003
by,by,295.55,295.68
that,that,295.68,295.85
second,second,295.85,296.15000000000003
stretch,stretch,296.15,296.42999999999995
your,your,296.429999,296.52999900000003
body,body,296.53,296.76
goes,goes,296.76,296.98
oh,oh,297.01,297.18
hey,hey,297.179999,297.52999900000003
i'm,i'm,298.11,298.29
not,not,298.29,298.46000000000004
injured,injured,298.469999,298.84999899999997
i'm,i'm,298.88,299.1
just,just,299.099999,299.349999
stretching,stretching,299.349999,299.95999900000004
and,and,299.969999,300.149999
so,so,300.15,300.27
you're,you're,300.27,300.43
able,able,300.429999,300.64999900000004
to,to,300.65,300.73999999999995
get,get,300.74,300.89
deeper,deeper,300.889999,301.189999
into,into,301.19,301.42
that,that,301.42,301.6
stretch,stretch,301.599999,301.929999
which,which,301.929999,302.079999
is,is,302.08,302.19
exactly,exactly,302.19,302.7
what,what,302.7,302.84
we,we,302.839999,302.939999
want,want,302.94,303.24
it's,it's,303.98,304.01
good,good,304.01,304.34999999999997
all,all,304.4,304.53999999999996
right,right,304.539999,304.739999
come,come,304.74,304.94
all,all,304.940001,305.160001
the,the,305.16,305.24
way,way,305.24,305.46000000000004
up,,,
okay,,,
we're,we're,306.08,306.2
gonna,gonna,306.199999,306.339999
move,move,306.34,306.53
right,right,306.53,306.76
into,into,306.76,307.03999999999996
our,our,307.04,307.18
next,next,307.189999,307.439999
stretch,stretch,307.44,307.98
which,which,308.2,308.38
is,is,308.38,308.49
a,a,308.49,308.57
quad,quad,308.59,308.89
stretch,stretch,308.89,309.16999999999996
so,so,309.17,309.25
michael,,,
is,,,
gonna,gonna,309.57,309.74
stand,stand,309.75,310.09
up,up,310.09,310.28
again,again,310.29,310.52000000000004
you,you,310.52,310.63
can,can,310.63,310.78
also,also,310.78,311.15
do,do,311.15,311.35999999999996
this,this,311.36,311.52000000000004
stretch,stretch,311.52,311.83
on,on,311.83,311.95
the,the,311.95,312.05
ground,ground,312.05,312.47
if,if,312.47,312.57000000000005
you're,you're,312.57,312.7
so,so,312.7,312.90999999999997
inclined,inclined,312.91,313.52000000000004
he's,he's,313.9,314.06
just,just,314.059999,314.199999
gonna,gonna,314.2,314.36
bring,bring,314.37,314.57
that,that,314.57,314.76
foot,foot,314.76,314.99
right,right,314.99,315.21000000000004
behind,behind,315.21,315.65999999999997
him,him,315.66,315.97
if,if,316.46,316.62
you,you,316.62,316.75
can't,can't,316.75,317.08
balance,balance,317.08,317.45
on,on,317.45,317.59999999999997
one,one,317.599999,317.82999900000004
leg,leg,317.83,318.21999999999997
that's,that's,318.62,318.89
okay,okay,318.889999,319.329999
you,you,319.349999,319.489999
can,can,319.49,319.66
use,use,319.66,319.83000000000004
something,something,319.84,320.23999999999995
nearby,nearby,320.24,320.65000000000003
to,to,320.65,320.73999999999995
hold,hold,320.74,321.0
on,on,321.0,321.17
to,to,321.17,321.47
sometimes,sometimes,321.52,321.90999999999997
as,as,321.91,322.02000000000004
your,your,322.02,322.13
body's,body's,322.129999,322.449999
getting,getting,322.449999,322.699999
warmed,warmed,322.699999,322.999999
up,up,323.0,323.23
your,your,323.82,324.15999999999997
balance,balance,324.18,324.64
may,may,324.639999,324.829999
feel,feel,324.83,325.07
a,a,325.07,325.08
little,little,325.08,325.28999999999996
bit,bit,325.29,325.42
off,off,325.43,325.66
and,and,325.67,325.75
that's,that's,325.75,325.97
completely,completely,325.98,326.61
fine,fine,326.61,326.95
so,so,327.77,327.90999999999997
again,again,327.91,328.12
michaels,michaels,328.12,328.42
keeping,keeping,328.42,328.69
that,that,328.69,328.86
knee,knee,328.86,329.17
right,right,329.17,329.5
below,below,329.5,329.8
his,his,329.8,329.94
hip,hip,329.94,330.27
and,and,330.92,331.02000000000004
its,its,331.02,331.15999999999997
foot,foot,331.16,331.35
is,is,331.35,331.48
straight,straight,331.48,332.0
back,back,332.0,332.38
again,again,335.07,335.27
through,through,335.27,335.46999999999997
these,these,335.469999,335.639999
stretches,stretches,335.639999,336.009999
you,you,336.009999,336.129999
want,want,336.13,336.3
to,to,336.3,336.35
make,make,336.349999,336.52999900000003
sure,sure,336.53,336.77
that,that,336.77,336.90999999999997
you're,you're,336.91,337.04
breathing,breathing,337.049999,337.549999
don't,don't,337.549999,337.799999
hold,hold,337.809999,338.059999
your,your,338.059999,338.199999
breath,breath,338.2,338.78
don't,don't,339.28,339.60999999999996
hold,hold,339.639999,339.91999899999996
tension,tension,339.929999,340.309999
in,in,340.309999,340.409999
your,your,340.41,340.53000000000003
face,face,340.529999,340.78999899999997
sometimes,sometimes,340.799999,341.169999
i,i,341.17,341.24
see,see,341.24,341.39
people,people,341.389999,341.65999899999997
stretching,stretching,341.66,342.1
and,and,342.1,342.21000000000004
they,they,342.209999,342.329999
literally,literally,342.33,342.71
look,look,342.71,343.06
like,like,343.1,343.3
you,you,344.13,344.25
should,should,344.25,344.35
be,be,344.36,344.48
relaxed,relaxed,344.48,344.93
