ORIGINAL_WORD,START_TIME,END_TIME
would,,
a,76.42,76.49
jump,76.49,76.78999999999999
rope,76.79,77.15
and,78.12,78.30000000000001
you,78.3,78.36999999999999
want,78.37,78.56
to,78.66,78.67999999999999
again,78.68,79.0
big,79.05,79.32
inhale,79.32,79.67999999999999
big,79.72,79.95
exhale,79.95,80.49000000000001
get,81.88,82.00999999999999
that,82.24999999999999,82.27999999999999
blood,82.27999999999999,82.49999999999999
moving,82.94,83.21999999999998
flowin,,
wakin,,
up,85.46000000000001,85.59
that,85.599999,85.86999899999999
body,85.87,86.35000000000001
perfect,87.17,87.58
nice,87.65,87.86
and,87.86,88.01
easy,88.01,88.32000000000001
light,88.32,88.55
on,88.549999,88.679999
those,88.68,88.91000000000001
toes,88.959999,89.44999899999999
alright,90.459999,90.839999
we're,91.75,91.96
gonna,91.96,92.15
go,92.16,92.29
for,92.29,92.47
five,92.57,92.85
more,92.91,93.14
ready,93.14,93.47
five,94.01,94.41
four,95.0,95.37
three,95.88,96.09
you're,96.09,96.23
doing,96.23,96.39
great,,
two,,
more,97.05,97.29
and,97.84,98.02
last,98.02,98.34
one,98.34,98.58
good,98.58,98.85
shake,98.849999,99.179999
it,99.179999,99.309999
out,99.309999,99.539999
alright,99.929999,100.439999
first,101.02,101.38
circuit,101.38,101.89
you're,102.46,102.64
gonna,102.639999,102.809999
go,102.83,102.93
ahead,102.929999,103.269999
and,103.27,103.34
pick,103.4,103.63
up,103.63,103.77
a,103.82,103.9
set,103.9,104.14
of,104.139999,104.229999
light,104.28,104.57
dumbbells,104.57,104.81
now,104.809999,105.099999
you,105.58,105.8
want,105.799999,105.989999
to,105.99,106.06
get,106.059999,106.149999
something,106.24,106.61
light,106.609999,106.959999
but,107.27,107.45
not,107.449999,107.679999
too,107.73,107.99
light,107.99,108.31
you,108.58,108.65
want,108.65,108.79
to,108.79,108.83
keep,,
the,109.19,109.21
form,109.23,109.64
don't,110.27,110.51
be,110.51,110.69
afraid,110.7,111.0
to,111.0,111.02
pick,,
up,,
heavier,,
weight,111.72,111.94
roll,112.63,112.8
your,112.8,112.88
shoulders,112.88,113.37
back,113.38,113.68
we're,,
coming,,
into,,
a,,
squat,,
position,,
you're,,
gonna,,
curl,,
the,117.11,117.16
dumbbells,117.16,117.75
and,118.03,118.24
press,118.24,118.49
straight,118.75,119.12
up,119.12,119.38
all,120.17,120.29
right,120.29,120.59
let's,120.59,120.76
try,120.84,121.15
it,121.15,121.3
chest,121.299999,121.629999
up,121.63,121.65
on,121.87,122.06
this,122.059999,122.279999
as,122.49,122.72
we,,
squat,123.25,123.53
good,124.58,124.95
elbows,125.18,125.58
in,125.58,125.66
by,125.699999,125.879999
your,125.879999,125.939999
side,126.09,126.53
press,126.949999,127.209999
it,127.21,127.34
straight,127.34,127.84
up,127.99,128.01
and,128.45000000000002,128.48
back,128.65,128.96
down,129.02,129.36
perfect,129.38,129.82
so,,
you,129.97,130.2
got,130.2,130.44
this,130.44,130.52
loop,130.67,131.1
we're,131.7,131.75
getting,131.75,132.0
the,132.0,132.12
arms,132.12,132.61
press,,
it,,
straight,133.31,133.74
up,133.75,133.86
all,134.36,134.76000000000002
the,134.76,134.85
way,134.849999,135.099999
back,135.099999,135.379999
down,135.41,135.79999999999998
good,135.98999999999998,136.35
chest,136.35,136.45
up,136.45,136.46999999999997
but,136.46999999999997,136.49999999999997
don't,138.01999999999998,138.26999999999998
forget,138.26999999999998,138.32
to,138.49,138.55
breathe,138.55,138.84
squeeze,138.92,139.29999999999998
those,139.48,139.66
abs,139.69,140.11
press,141.08,141.21
it,,
straight,141.469999,141.819999
up,141.82,141.84
you,142.99,143.11
got,143.109999,143.33999899999998
it,143.34,143.47
good,143.469999,143.749999
weight,143.75,144.01
in,144.6,144.62
the,144.62,144.67999999999998
heels,,
abs,145.75,146.1
in,146.1,146.23999999999998
tight,146.29,146.66
press,147.16,147.5
it,147.5,147.6
up,147.85,147.87
good,148.49,148.83
give,149.29,149.48999999999998
me,149.49,149.68
one,149.68,149.96
more,150.08,150.29000000000002
chest,151.00000000000003,151.04000000000002
up,151.04000000000002,151.06000000000003
curl,152.51,152.78
the,152.78,152.93
dumbbells,152.94,153.36
and,,
press,,
it,,
up,,
beautiful,,
all,,
right,,
the,,
next,,
move,,
is,154.17,154.42999999999998
a,158.059999,158.129999
lateral,158.13,158.67
lunge,158.67,159.0
with,159.0,159.09
the,159.12,159.26
row,159.259999,159.539999
you're,160.07,160.19
going,160.190001,160.230001
to,,
set,160.42000000000002,160.66000000000005
to,160.66,160.9
the,,
side,161.01,161.48999999999998
flat,161.49,161.86
back,161.91,162.23
row,162.82999999999998,163.07999999999998
the,163.07999999999998,163.21999999999997
dumbbells,163.23,163.84
back,164.14,164.52999999999997
down,164.53,164.95
and,165.31,165.48
then,165.48,165.63
switch,165.95,166.11999999999998
legs,166.12,166.37
other,166.88,167.18
side,167.18,167.58
row,167.85,168.16
it,168.16,168.19
back,168.66,168.69
down,169.2,169.67999999999998
let's,170.54,170.86
go,170.86,170.99
you,171.15,171.26000000000002
guys,171.26,171.57999999999998
one,171.58,171.61
straight,173.309999,173.779999
supporting,173.969999,174.349999
leg,174.349999,174.659999
flat,174.66,175.07
back,175.139999,175.569999
back,176.639999,176.669999
to,176.669999,176.73999899999998
the,176.73999899999998,176.759999
middle,176.759999,177.099999
good,177.859999,178.359999
lunge,179.43,179.89
row,180.49,181.0
down,181.47,181.84
but,,
let's,182.3,182.51
pick,,
up,,
that,182.88,183.09
pace,183.12,183.44
okay,183.44,183.73
now,183.73,183.93
it's,,
in,184.09,184.25
our,184.25,184.4
body,184.4,184.92
row,185.27,185.59
good,185.66,186.06
exactly,186.09,186.75
I,186.8,186.98
want,186.98,187.2
a,187.2,187.32
big,187.35,187.62
exhale,187.64,188.27
Michelle,188.99,189.43
I,189.429999,189.519999
hear,189.52,189.75
you,189.75,189.87
breathing,189.87,190.22
back,190.27,190.55
here,190.55,190.69
that's,190.69,190.91
perfect,190.99,191.41
Chandler,191.41,191.9
use,192.46,192.68
that,192.679999,192.909999
breath,192.91,193.28
good,193.88,194.33
my,195.429999,195.599999
team,195.599999,195.889999
kicks,195.889999,196.179999
booty,196.24,196.71
flat,196.75,197.04
back,197.039999,197.289999
you,198.01,198.07
guys,198.07,198.33
are,198.33,198.41
killing,198.41,198.74
it,198.75,198.91
looking,198.91,199.04
so,199.289999,199.509999
good,,
you,,
have,,
one,199.9,200.14
more,200.14,200.35
each,200.35,200.54
side,200.54,200.96
row,201.43,201.78
it,203.01,203.03
press,,
off,203.03,203.2
that,203.2,203.44
heal,203.45,203.7
good,203.89,204.25
back,204.47,204.59
is,204.67,204.77
nice,204.77,205.02
and,205.29,205.32
flat,205.32,205.51
last,205.51,205.54
one,205.87,206.19
back,,
to,,
the,207.17,207.19
middle,207.19,207.49
good,207.559999,207.859999
set,208.219999,208.449999
your,208.45,208.59
weights,208.59,208.88
down,208.88,209.25
because,209.46,209.79
we,209.79,209.93
have,209.929999,210.099999
our,210.099999,210.249999
first,210.25,210.54
cardio,210.7,211.11
move,211.389999,211.419999
arms,212.0,212.29
come,212.389999,212.609999
up,212.65,212.78
nice,213.27,213.58
smash,,
it,,
right,,
down,,
the,,
center,,
of,,
your,,
chest,,
is,214.029999,214.199999
gonna,215.269999,215.389999
get,216.09,216.28
the,216.279999,216.439999
cardio,216.5,216.88
going,216.97,217.39
abs,217.7,218.04
working,218.04,218.42
let's,218.86,219.13
go,,
you,219.37,219.56
guys,219.56,219.91
down,220.2,220.64
down,221.16,221.7
down,222.24,222.63
good,222.64,222.96
big,223.06,223.33
exhale,223.33,223.65
down,223.65,223.87
that,223.87,224.07
check,224.07,224.34
perfect,224.4,225.0
you,225.27,225.39
want,225.4,225.55
to,225.55,225.64
chop,225.639999,226.059999
those,226.09,226.35
arms,226.389999,226.719999
straight,226.78,227.28
down,,
the,,
side,227.66,227.91
of,227.91,227.93
your,228.02,228.21
body,228.21,228.67
knee,229.69,229.71
comes,,
up,,
big,230.44,230.73
exhale,230.73,231.08
each,231.08,231.32
time,231.32,231.66
nice,231.66,231.94
Chandler,231.94,232.44
perfect,232.459999,232.949999
when,233.34,233.49
the,233.49,233.58
knees,233.58,233.88
come,233.91,234.2
up,234.199999,234.339999
you're,234.73,234.87
gonna,234.869999,234.919999
feel,235.07,235.29
those,235.3,235.48
ABS,235.55,235.84
contracting,236.08,236.61
and,236.64,236.78
you're,236.78,236.91
doing,236.99,237.27
it,237.27,237.46
just,237.47,237.88
fine,238.08,238.56
keep,239.14,239.21
going,239.25,239.63
you,239.63,239.76
have,239.77,240.1
five,240.12,240.56
more,240.57,240.98
four,241.83,241.98
more,242.15,242.53
three,243.11,243.56
more,243.57,243.94
two,244.24,244.26
more,244.26,244.29
and,245.42,245.65
last,245.759999,245.989999
one,246.259999,246.629999
good,246.67,246.99
your,247.0,247.2
first,247.23,247.59
break,247.59,248.24
take,248.82,248.94
a,249.11,249.12
sip,249.12,249.3
of,249.299999,249.37999900000003
water,249.38,249.69
if,249.69,249.91
you,249.91,250.03
need,250.92,250.95
it,250.95,250.97
but,,
these,,
are,251.139999,251.249999
quick,251.25,251.54
we're,251.549999,251.65999900000003
gonna,252.11999900000004,252.15999900000003
move,252.15999900000003,252.27999900000003
very,252.55999900000003,252.889999
shortly,252.889999,253.39999900000004
so,254.02999900000003,254.15999900000003
for,,
this,,
next,,
circuit,254.72,255.13
all,255.56,255.74
you're,255.74,255.91
gonna,255.91,256.15
need,256.15,256.51
is,256.8,257.04
one,257.08,257.54
dumbbell,257.86,258.54
okay,258.54,258.95000000000005
one,258.95,259.22
dumbbell,259.22,259.53000000000003
for,259.53,259.66
this,,
next,259.8,260.15000000000003
this,260.77,260.96
next,260.96,261.23
block,261.23,261.64000000000004
so,261.639999,262.039999
first,262.389999,262.789999
move,262.79,262.85
we're,263.03,263.11999999999995
gonna,263.12,263.26
start,263.27,263.49
with,263.49,263.59000000000003
our,263.59,263.73999999999995
feet,263.75,263.99
together,263.99,264.49
go,264.52,264.68
with,264.679999,264.809999
the,264.809999,264.919999
forward,264.92,265.37
lunge,265.37,265.8
chop,266.17,266.53000000000003
it,266.53,266.54999999999995
to,266.63,266.75
the,266.75,266.87
side,266.87,267.18
press,267.69,268.03
off,268.029999,268.209999
the,268.209999,268.359999
heel,268.359999,268.739999
and,268.82,269.05
switch,269.209999,269.589999
sides,269.6,270.04
all,271.04,271.19
right,271.19,271.63
you,271.96,272.08
ready,272.08,272.34
Michelle,272.34,272.89
all,273.25,273.41
right,273.41,273.63000000000005
knee,273.63,273.78
in,273.78,273.86
line,273.86,274.06
with,274.06,274.13
that,274.16,274.38000000000005
heel,274.38,274.76
lunge,275.17,275.75
and,276.41,276.63000000000005
back,276.63,276.81
to,276.81,276.83
the,276.83,276.85
center,277.12,277.55
good,277.82,278.13
lunge,279.05,279.41
back,280.03,280.4
to,280.4,280.64
the,280.67,280.69
center,280.69,280.98
chest,281.11,281.41
up,281.41,281.49
beautiful,282.58,283.48
and,283.92,283.95
you,283.95,283.97
keep,283.97,284.0
that,284.17,284.39000000000004
dumbbell,284.389999,284.859999
in,284.88,285.11
that,285.11,285.34000000000003
chest,285.339999,285.779999
good,287.139999,287.559999
it,288.02,288.2
comes,288.199999,288.409999
right,288.42,288.7
to,288.7,288.74
the,288.799999,288.939999
side,288.96,289.28
on,289.28,289.39
that,289.39,289.57
chop,289.61,290.03000000000003
to,290.76,290.9
getting,290.94,291.18
those,291.18,291.38
abs,291.44,291.83
in,291.86,292.15000000000003
with,292.93,292.96000000000004
those,293.13,293.37
legs,293.64,293.93
perfect,294.91,295.51000000000005
one,296.51,296.78
more,296.78,297.0
each,297.0,297.21
side,297.21,297.73999999999995
back,298.34,298.44999999999993
to,298.86,298.93
the,298.929999,298.949999
middle,298.95,299.33
last,300.38,300.66
one,300.78,301.17
good,302.03,302.23999999999995
work,302.349999,302.64999900000004
perfect,302.82,303.31
all,303.75,303.91
right,303.91,304.16
move,304.17,304.46000000000004
to,304.78000000000003,304.8
I,304.8,304.88000000000005
want,304.88000000000005,304.99
you,305.04,305.28000000000003
to,,
put,,
your,305.51,305.67
toes,305.67,306.12
out,306.21999900000003,306.409999
in,306.47,306.67
a,,
nice,306.68,306.99
plie,307.63,307.75
squat,307.76,308.03
position,308.32,308.6
elbows,309.02,309.17
behind,,
you,,
right,310.51,310.81
by,310.81,310.98
your,310.98,311.16
ears,311.16,311.58000000000004
wait,311.84,312.13
behind,312.13,312.48
your,312.48,312.61
head,312.61,312.92
you're,312.92,313.03000000000003
going,,
to,,
take,,
the,313.53,313.61
weight,313.61,313.93
down,313.93,314.31
in,314.679999,314.799999
a,314.8,314.87
plie,314.87,315.05
squat,316.31,316.36
drive,316.36,316.43
it,316.43,316.45
up,316.79,316.85
towards,316.929999,317.21999900000003
the,317.219999,317.339999
ceiling,317.34,317.95
back,318.25,318.58
to,318.58,318.68
hit,318.679999,318.89999900000004
those,318.9,319.08
triceps,319.15,319.77
so,319.77,319.94
we,319.969999,319.98999899999995
open,320.15,320.53
it,320.53,320.67999999999995
up,320.8299999999999,320.92999999999995
let's,320.92999999999995,321.22
do,321.25999999999993,321.42999999999995
it,322.23999999999995,322.25999999999993
lower,322.34,322.54999999999995
and,323.61,323.86999999999995
squeeze,324.11999999999995,324.6
it,324.6,324.66
up,,
press,,
it,,
back,325.9,326.30999999999995
good,326.30999999999995,326.62999999999994
chest,327.11999999999995,327.35
up,327.35,327.36999999999995
all,328.03,328.29
the,328.3,328.34000000000003
way,328.34,328.54999999999995
down,328.55,328.98
up,329.41,329.47
squeeze,329.5,329.55
now,330.15,330.38
we,330.38,330.49
know,330.49,330.72
the,330.72,330.8
moves,,
so,,
we,,
can,331.37,331.54
get,331.54,331.69
into,331.69,331.97
it,331.97,332.11
down,332.16,332.59000000000003
up,333.33000000000004,333.35
good,333.93,334.3
squeeze,334.65000000000003,334.81000000000006
those,335.00000000000006,335.19000000000005
sides,,
together,335.7,336.14
I,336.44,336.54
want,336.54,336.84000000000003
you,336.84,337.01
to,337.11,337.26
squeeze,,
your,337.65,337.77
buns,337.77,338.12
nice,338.19,338.79
and,338.79,338.82
tight,339.02,339.39
abs,340.299999,340.409999
in,340.41,340.59000000000003
tight,340.59,340.96
good,340.959999,341.279999
this,341.58,341.77
is,341.77,341.92
my,341.92,342.22
B,342.27,342.35
of,342.35,342.45000000000005
a,342.67,342.68
full,342.68,342.95
body,342.95,343.38
okay,343.43,343.69
you,343.69,343.78
got,343.78,344.04
fun,344.04,344.07
arms,344.57,344.98
abs,345.06,345.47
everything's,345.51,345.98
going,346.01,346.33
three,346.6,347.0
more,347.03,347.22
come,347.22,347.42
on,347.42,347.63
back,347.66,348.01000000000005
she,348.95,349.2
wore,349.2,349.59
down,349.91,350.36
nice,350.37,350.89
you,351.49,351.6
guys,351.599999,351.83999900000003
are,351.84,351.91
doing,351.91,352.16
great,352.17,352.37
you,352.37,352.44
have,352.44,352.65
one,352.65,352.92
left,352.92,353.16
after,353.16,353.43
this,353.429999,353.459999
and,354.45,354.48
then,354.48,354.58000000000004
we,354.58,354.67
go,354.67,354.79
to,354.79,354.85
our,354.849999,355.01999900000004
cardio,355.09,355.65
move,355.65,355.79999999999995
beautiful,356.53,357.0
set,357.03,357.27
that,357.27,357.5
weight,357.5,357.74
down,357.77,358.17
alright,358.9,359.46
cardio,360.3,360.63
move,360.629999,360.909999
is,360.91,360.93
gonna,,
be,361.27,361.44
hop,361.44,361.47
hop,364.8,365.08
reach,365.41,365.74
down,365.74,365.99
hop,,
hop,,
reach,,
down,,
you,365.99,366.11
guys,366.11,366.55
let's,366.95,367.33
go,367.33,367.67
hop,368.22,368.34
hop,368.78,369.01
chest,369.2,369.65
up,369.65,369.86
good,369.88,370.26
really,370.71,371.15
reach,371.17,371.42
with,371.42,371.45
a,371.45,371.46
strong,371.74,372.27
arm,372.33,372.69
stick,373.34,373.63
that,373.63,373.83
booty,373.84,374.3
out,374.299999,374.529999
and,,
chest,,
up,375.0,375.02
that's,376.02,376.34
right,376.34,376.59
we,376.59,376.68
always,376.68,376.95
stick,376.959999,377.179999
it,377.18,377.3
out,377.299999,377.469999
right,377.469999,377.789999
good,377.85,378.21
hop,,
hop,378.39,378.48
squeeze,379.47,379.61
good,380.47,380.7000000000001
big,380.73,380.94
exhale,380.94,381.42
yep,382.52,382.75
this,383.46,383.6
is,383.73,383.8
a,383.8,383.88
cardio,383.88,384.27
move,,
so,,
right,384.74,384.94
now,384.94,385.16
is,385.77,385.91
when,385.91,386.06
you're,,
gonna,,
start,,
to,386.559999,386.699999
probably,386.74,387.21
break,387.22,387.38000000000005
a,387.51,387.52
sweat,387.52,387.86
if,388.26,388.39
you,388.389999,388.539999
haven't,388.55,388.91
already,388.91,389.42
good,390.26,390.52
ha,391.52,391.67
ha,,
down,391.89,392.2
ha,,
ha,393.49,393.6
down,393.91,394.31
two,395.24,395.26
more,395.26,395.5
last,,
one,,
beautiful,398.6,399.04
all,399.04,399.16
right,399.16,399.42
quick,399.7,399.96
break,399.96,400.26
rabbits,400.26,400.52
if,400.61,400.68
you,400.89,401.0
need,401.0,401.21
it,401.21,401.37
we're,401.87,401.98
going,401.98,402.26
into,402.26,402.79
circuit,403.0,403.4
number,403.4,403.69
three,403.75,404.21
you,404.95,405.03
are,405.03,405.04
gonna,405.21,405.41
grab,405.42,405.83
those,405.83,406.03
dumbbells,406.04,406.54
again,406.54,406.79
for,406.83,406.93
this,406.929999,407.229999
now,407.53,407.68
this,407.679999,407.899999
may,407.9,408.07
look,408.07,408.24
familiar,408.24,408.65
to,408.65,408.74
you,408.74,409.06
you're,409.759999,409.929999
going,410.099999,410.139999
to,410.139999,410.199999
go,410.199999,410.379999
back,410.379999,410.639999
to,410.779999,410.839999
that,410.839999,411.089999
plie,,
squat,412.219999,412.499999
position,412.5,412.96
toes,413.01,413.35
out,413.4,413.68
we're,414.129999,414.259999
gonna,414.26,414.46
drop,414.48,415.06
down,415.15,415.48
curl,416.16,416.42
the,416.42,416.54
dumbbells,416.55,417.18
rotate,417.5,418.13
to,418.14,418.29
a,418.29,418.35
shoulder,418.35,418.77
press,418.77,419.1
bring,419.57,419.74
it,419.74,419.84
all,419.84,420.1
the,420.1,420.18
way,420.18,420.38
down,420.38,420.75
let's,421.15,421.5
go,421.56,421.8
down,422.77,423.23
curl,424.19,424.74
and,425.37,425.6
press,425.61,425.95
beautiful,426.849999,427.399999
all,427.4,427.48
right,427.48,427.72
this,427.719999,427.909999
definitely,427.99,428.57
works,428.589999,428.819999
I'm,429.91,430.02
already,430.02,430.31
feeling,430.34,430.67
it,430.67,430.84
breaking,431.09,431.37
the,431.369999,431.409999
sweat,431.6,431.89
good,433.0,433.39
this,,
is,,
gonna,,
get,433.68,433.9
you,433.9,434.09
nice,434.12,434.54
and,435.9,435.93
toned,435.93,436.25
lean,437.15,437.68
and,438.79,439.07
right,439.1,439.46
into,439.61,439.83
the,441.099999,441.1399990000001
shape,441.139999,441.619999
shape,442.7,443.01
of,443.01,443.13
our,443.13,443.26
life,443.259999,443.539999
the,443.55,443.75
best,,
shape,443.75,443.97
of,443.98,444.12
our,444.12,444.2
lives,444.2,444.49
right,444.49,444.7
all,445.5,445.64
the,445.639999,445.739999
way,445.74,445.91
down,445.91,446.2000000000001
good,446.219999,446.549999
breathe,447.62,448.17
good,449.09,449.44
give,450.48,450.51
one,450.68,450.95
more,451.07,451.31
down,452.1,452.53
squeeze,452.75000000000006,453.04
those,453.04,453.18
abs,,
in,,
tight,453.7,454.05
last,454.05,454.36
one,454.36,454.64
press,454.68,454.87
it,454.98,455.11
up,455.11,455.32
beautiful,455.9,456.51
all,456.58,456.76
right,456.76,457.11
C,457.78,457.84
together,457.84,458.14
for,458.139999,458.269999
the,458.27,458.35
next,458.349999,458.629999
one,458.63,458.87
we're,459.4,459.43
gonna,459.429999,459.609999
work,459.61,459.81
the,459.809999,459.909999
triceps,459.91,460.5
you're,460.5,460.59
gonna,460.94,460.98
kick,460.98,461.13
it,461.13,461.18
back,461.18,461.21
and,462.43,462.68
switch,462.72,463.1
sides,463.2,463.5
other,464.27,464.4
side,464.4,464.82
good,465.089999,465.469999
let's,465.809999,466.099999
go,466.1,466.41
press,466.859999,467.149999
those,467.15,467.37
knuckles,467.379999,467.909999
back,467.93,468.26
towards,468.31,468.7
the,468.7,468.72
seat,468.879999,469.049999
back,469.15,469.33
towards,469.49,469.78
the,469.78,469.9
back,469.9,470.16
of,470.16,470.19
the,470.2,470.35
room,470.35,470.75
so,472.06,472.25
many,472.25,472.43
walls,472.44,472.81
going,472.84,473.09
on,473.09,473.29
right,473.29,473.58
we,474.66,474.74
want,474.74,474.98
the,474.98,475.1
back,475.16,475.55
of,475.62,475.76
the,475.76,475.85
room,475.85,476.09
good,476.11,476.36
to,476.36,476.48
reach,476.5,476.86
arms,476.95,477.29
toward,478.21,478.54
the,478.54,478.64
back,478.639999,478.969999
perfect,479.809999,480.379999
we,481.369999,481.459999
want,481.459999,481.499999
to,481.67,481.74
alternate,481.75,482.52
keeping,483.29,483.62
those,483.62,483.84
elbows,483.889999,484.299999
in,484.299999,484.429999
by,484.440001,484.630001
your,484.629999,484.819999
side,484.82,485.34
perfect,486.39,486.74
you,487.96,488.03
guys,488.03,488.25
are,488.25,488.31
doing,488.31,488.57
great,488.63,488.97
you're,489.77,489.81
more,489.98,490.15
than,490.15,490.26
halfway,490.29,490.74
there,490.74,490.95
okay,490.95,491.65
keep,492.23,492.38
going,492.55,492.93
I,492.96,493.03
want,493.03,493.26
five,493.36,493.73
more,493.75,494.13
five,494.78,495.3
four,496.61,497.11
good,497.32,497.64
breathe,497.65,498.05
two,500.00999999999993,500.07
more,500.07,500.44
last,501.83,502.23
one,502.23,502.51
you,502.91,503.06
got,503.059999,503.289999
it,503.289999,503.459999
beautiful,503.539999,503.959999
work,503.959999,504.179999
you,504.18,504.28
guys,504.279999,504.539999
set,504.87,505.04
those,505.09,505.29
weights,505.3,505.61
down,505.61,505.99
we,506.6,506.74
got,506.74,506.9
our,506.9,506.99
cardio,506.99,507.45
moving,507.45,507.73
this,507.73,507.91
circuit,507.92,508.33
I,509.05,509.18
want,509.18,509.44
you,509.44,509.53
to,509.53,509.62
pretend,509.62,509.96
like,509.96,510.09
the,510.09,510.11
groud’s,510.11,510.31
hot,510.35,510.67
I'm,510.68,510.79
so,510.79,511.0100000000001
excited,511.01,511.37
right,511.37,511.52
now,511.52,511.64
because,511.64,511.9
the,511.93,512.04
ground,512.04,512.28
is,512.28,512.43
hot,512.429999,512.679999
you,512.92,513.0699999999999
got,,
to,513.17,513.25
pick,513.25,513.42
up,513.42,513.56
your,513.559999,513.679999
feet,513.679999,513.9699989999999
and,514.19,514.34
then,514.34,514.4300000000001
we're,514.429999,514.539999
going,514.54,514.66
to,514.66,514.75
