hello,hello,0.12,0.39
arms,arms,393.03,393.33
moving,moving,393.47999999999996,394.03999999999996
keep,keep,394.8,394.83
that,that,395.0,395.21
core,core,395.209999,395.449999
tight,tight,428.72999799999997,428.769998
gotta,gotta,428.769999,429.009999
get,get,429.259997,429.409997
those,those,429.409998,429.439998
knees,knees,432.819998,433.009998
up,up,433.009997,433.029997
touch,touch,435.079996,435.249996
those,those,435.42,435.65000000000003
toes,toes,435.66,436.17
down,down,436.66,436.99
and,and,437.49,437.72
out,out,437.72,437.81
and,and,440.22,440.38000000000005
if,if,440.38,440.45
you,you,440.45,440.53999999999996
want,want,440.54,440.70000000000005
to,to,440.7,440.71999999999997
modify,modify,440.72,441.20000000000005
this,this,441.2,441.37
a,,,
little,,,
bit,,,
you,you,441.86,442.05
can,can,442.099999,442.379999
ride,ride,442.74,443.14
on,on,443.139999,443.249999
those,those,443.25,443.42
tippy,tippy,443.44,443.71
toes,toes,443.71,444.0
instead,instead,444.15,444.41
of,of,444.41,444.51
taking,taking,444.51,444.71
a,,,
full,full,444.94,445.16
jump,jump,445.17,445.39000000000004
rise,rise,451.65000000000003,451.68000000000006
good,good,452.14000000000004,452.22
all,all,452.56000000000006,452.77000000000004
right,right,452.77000000000004,453.16
we're,we're,453.22,453.29
doing,doing,453.59,453.63
a,a,468.779999,468.86999899999995
jumping,jumping,468.87,469.27
jack,jack,469.27,469.37
two,two,470.17,470.37
jumping,jumping,470.37,470.67
jacks,jacks,471.61,471.83000000000004
coming,coming,472.08,472.21
down,down,472.21,472.45
to,to,472.45,472.7
center,center,472.9,473.22999999999996
for,for,473.27,473.41999999999996
a,a,473.42,473.51
narrow,narrow,473.51,473.8
squat,squat,473.83,474.27
down,down,474.63,474.96999999999997
and,and,475.28,475.54999999999995
up,up,475.55,475.75
one,one,487.55,487.78
two,two,488.52,488.67
one,one,488.67,488.84
all,all,491.62,491.76
right,right,491.76,491.86
we,we,491.86,491.91
are,are,493.66,493.94
headed,headed,494.309999,494.889999
to,to,495.469999,495.819999
the,the,495.82,495.88
ground,ground,495.88,496.5
we're,we're,497.0,497.14
gonna,gonna,497.64,497.68
do,do,497.68,497.74
a,a,497.91,497.92
push,push,497.92,498.19
up,up,498.23,498.5
on,on,499.77,499.94
your,your,499.94,499.96999999999997
knees,knees,502.32,502.34999999999997
bring,bring,502.34999999999997,502.46
it,it,502.46,502.48999999999995
up,up,502.48999999999995,502.51
to,to,502.51,502.53
a,,,
point,,,
touch,,,
the,the,503.25,503.36
toes,toes,503.359999,503.70999900000004
back,back,504.78,505.04999999999995
to,to,505.059999,505.179999
center,center,505.19,505.65
push,push,506.53,506.78999999999996
up,up,506.79,507.02000000000004
up,up,507.91,508.03000000000003
tap,tap,508.91,509.13000000000005
the,the,509.13000000000005,509.15000000000003
toes,toes,509.32,509.82
if,if,510.26,510.45
you,you,510.45,510.56
want,want,510.56,510.77
to,to,510.77,510.82
modify,modify,510.82,511.32
this,this,511.39,511.49
you,you,511.54,511.65000000000003
can,,,
stay,,,
here,here,512.21,512.5300000000001
and,and,513.349999,513.569999
just,just,513.57,513.7900000000001
tap,tap,513.8,514.0799999999999
the,,,
toes,toes,514.53,514.5899999999999
or,or,515.45,515.7
just,just,516.57,516.94
hold,hold,516.94,517.1600000000001
plank,plank,517.4300000000001,517.5400000000001
good,good,530.69,530.9300000000001
all,,,
right,right,531.349999,531.719999
that,that,532.389999,532.599999
was,was,532.599999,532.639999
circuit,circuit,532.639999,532.969999
number,number,532.969999,533.1899990000001
two,two,533.19,533.3900000000001
starting,starting,534.599999,534.859999
back,back,534.87,535.09
again,again,535.09,535.37
with,with,535.43,535.47
our,our,535.47,535.49
so,so,535.49,535.6
jobs,jobs,535.6,535.9
get,get,535.9,535.94
those,those,537.75,537.94
knees,knees,543.98,544.44
up,up,562.69,562.86
keep,keep,566.87,567.07
those,those,567.07,567.2800000000001
arms,arms,567.309999,567.649999
going,going,567.69,567.97
keep,,,
that,that,568.16,568.38
chest,chest,568.38,568.72
lifted,lifted,568.719999,569.4199990000001
core,core,569.849999,570.129999
tight,tight,590.159998,590.229998
getting,getting,590.77,591.05
ready,ready,591.049999,591.169999
to,to,591.33,591.4000000000001
touch,touch,591.4,591.6899999999999
our,our,591.69,591.84
toes,toes,596.75,596.94
shoot,shoot,611.1,611.38
those,those,611.379999,611.4399990000001
arms,arms,611.609999,611.959999
all,all,611.959999,612.219999
the,the,612.219999,612.249999
way,way,612.25,612.42
up,up,613.2099999999999,613.3299999999999
above,above,613.3299999999999,613.51
your,your,613.51,613.54
head,head,613.71,614.1
good,good,626.61,626.9300000000001
two,two,626.96,627.1500000000001
jumping,jumping,627.15,627.5
jacks,jacks,627.82,627.92
keep,keep,641.809999,642.029999
that,that,642.03,642.23
chest,chest,642.23,642.57
lifted,lifted,642.57,642.9200000000001
as,as,642.92,643.18
you,you,643.179999,643.2199989999999
do,do,643.219999,643.239999
your,your,643.24,643.4300000000001
spot,spot,643.57,643.84
getting,getting,651.86,652.14
ready,ready,652.14,652.34
to,to,652.34,652.46
head,head,652.46,652.7
to,to,652.7,652.8000000000001
the,the,652.8,652.92
ground,ground,652.92,653.29
here,here,656.86,657.07
we,we,657.07,657.2
go,go,657.2,657.4000000000001
modified,modified,659.42,660.11
push,push,660.139999,660.349999
up,up,660.349999,660.459999
bring,bring,661.67,661.8399999999999
it,,,
up,up,661.9,662.04
to,to,662.04,662.17
plank,plank,662.17,662.75
booties,booties,662.79,663.16
down,down,663.2,663.7
tap,tap,664.35,664.61
those,those,664.609999,664.869999
toes,toes,665.019999,665.299999
is,is,687.889998,687.999998
good,good,691.92,692.25
bring,bring,692.26,692.47
it,it,692.47,692.59
up,up,692.59,692.6800000000001
for,for,693.05,693.3599999999999
circuit,circuit,694.219999,694.589999
number,number,694.59,694.84
three,three,694.84,695.14
just,just,698.73,699.13
keep,keep,699.13,699.39
moving,moving,699.46,700.01
keep,keep,700.869999,701.0599990000001
those,those,701.059999,701.2299989999999
arms,arms,701.23,701.53
going,going,705.65,705.7099999999999
um,um,705.7099999999999,705.73
don't,don't,709.61,709.85
forget,forget,710.61,710.74
you,you,710.74,710.76
can,can,731.059999,731.159999
have,have,731.16,731.1899999999999
a,,,
bit,,,
of,,,
a,a,731.36,731.37
hop,hop,731.679999,731.8399989999999
in,in,732.08,732.2900000000001
here,here,732.29,732.62
nice,nice,754.02,754.36
get,get,754.359999,754.529999
ready,ready,754.529999,754.8299989999999
to,to,754.83,754.85
touch,touch,754.85,755.11
those,those,759.97,760.0
toes,toes,760.0,760.03
don't,,,
forget,,,
you,,,
can,,,
modify,modify,760.21,760.6600000000001
this,this,760.66,760.6899999999999
by,by,761.63,761.81
doing,doing,761.81,762.06
a,a,762.06,762.13
rise,rise,762.13,762.58
while,while,763.47,763.64
you're,you're,763.64,763.8199999999999
jumping,jumping,763.9999999999999,764.06
so,so,764.06,764.0799999999999
good,good,786.28,786.5899999999999
we're,we're,786.59,786.77
staying,staying,786.77,787.24
standing,standing,787.24,787.84
coming,coming,788.24,788.51
to,to,788.509999,788.5699989999999
one,one,788.57,788.7800000000001
side,side,788.78,789.0899999999999
reaching,reaching,789.219999,789.5499990000001
the,the,789.71,789.75
diagonal,diagonal,789.75,790.18
bring,bring,790.18,790.3599999999999
that,that,790.359999,790.499999
knee,knee,790.5,790.59
in,in,790.92,791.05
two,two,791.66,792.01
three,three,792.77,793.13
switch,switch,793.81,794.3399999999999
feel,feel,801.08,801.4000000000001
it,it,801.4,801.4599999999999
in,in,801.46,801.58
your,your,801.58,801.73
ass,ass,801.73,802.1700000000001
exhale,exhale,803.84,804.33
as,as,804.33,804.46
you,you,804.46,804.5400000000001
bring,bring,804.54,804.7099999999999
the,the,804.71,804.73
knee,knee,804.73,805.01
in,in,805.16,805.25
good,good,817.34,817.41
we're,we're,817.58,817.6
doing,doing,817.6,817.85
some,some,817.86,818.03
reverse,reverse,818.03,818.35
lunges,lunges,818.47,818.82
you're,you're,819.05,819.17
stepping,stepping,819.17,819.67
back,back,819.67,820.16
as,as,820.3199999999999,820.5899999999999
you,you,820.96,821.07
step,step,821.07,821.2800000000001
back,back,821.28,821.5799999999999
arms,arms,821.809999,822.1099989999999
come,come,822.11,822.28
up,up,822.28,822.65
and,and,823.21,823.4000000000001
back,back,823.4,823.5699999999999
to,to,823.57,823.7
center,center,823.7,824.09
down,down,824.92,825.41
and,and,825.95,826.19
center,center,826.190001,826.480001
if,if,826.48,826.5
you,you,826.549999,826.649999
want,want,826.65,826.8
to,to,826.799999,826.869999
modify,modify,826.869999,827.339999
this,this,827.34,827.4
if,if,827.4,827.42
you're,you're,828.32,828.46
stepping,stepping,828.459999,828.869999
into,into,828.869999,829.129999
a,a,829.129999,829.199999
half,half,829.21,829.57
lunge,lunge,829.57,829.71
here,here,830.45,830.73
kind,kind,831.51,831.5500000000001
of,of,831.5500000000001,831.6
together,together,831.6,831.85
you,you,831.85,831.87
can,,,
speed,,,
it,,,
up,,,
like,,,
this,,,
good,,,
all,,,
right,,,
back,,,
at,,,
it,,,
again,,,
jogging,,,
in,,,
place,,,
try,,,
to,,,
control,,,
your,,,
breathing,,,
nice,,,
big,,,
inhales,,,
and,,,
big,,,
exhales,,,
all,,,
right,,,
guys,,,
last,last,832.78,832.8199999999999
time,time,832.82,833.1800000000001
push,push,834.34,834.37
it,it,834.37,834.47
good,good,834.49,834.66
reach,reach,859.299999,859.3299989999999
for,for,859.3299999999999,859.35
those,those,859.349999,859.379999
toes,toes,859.379999,859.439999
down,,,
and,,,
up,,,
okay,,,
last,last,859.7,860.0400000000001
round,round,860.049999,860.419999
give,give,900.3599979999999,900.499998
it,it,900.499997,900.519997
all,all,902.549996,902.569996
you,you,902.569997,902.7299969999999
got,got,903.569997,903.7399969999999
ten,ten,912.919999,912.9499989999999
seconds,seconds,912.9499979999999,913.0899979999999
good,good,914.219999,914.249999
reach,reach,914.27,914.5
and,and,947.38,947.43
dyingly,<unk>,947.429999,947.799999
three,three,948.52,948.81
knees,knees,948.9599999999999,949.17
get,get,966.0699999999999,966.2399999999999
those,those,966.2399999999999,966.39
knees,knees,975.65,975.8599999999999
up,up,975.8599989999999,975.879999
good,good,978.7399979999999,979.0899979999999
lunge,lunge,979.9599999999999,980.3499999999999
here,here,980.689999,980.809999
we,we,980.81,980.9599999999999
go,go,980.9599979999999,981.009998
down,down,981.889999,982.129999
and,and,982.879999,982.909999
up,up,982.909999,983.099999
arms,arms,985.21,985.61
up,up,985.679999,985.809999
knees,knees,988.32,988.84
not,not,988.84,989.0400000000001
going,going,989.039999,989.279999
over,over,989.299999,989.549999
your,your,989.549999,989.7099989999999
toes,toes,989.709999,990.1799990000001
sitting,sitting,991.26,991.59
to,to,991.83,991.85
that,that,991.85,991.9200000000001
heel,heel,991.9200000000001,992.33
uh,uh,1008.649999,1008.6599990000001
i,i,1013.51,1013.5699999999999
hope,hope,1013.57,1013.7600000000001
you,you,1013.76,1013.78
enjoyed,enjoyed,1013.79,1014.28
this,this,1014.33,1014.5400000000001
15,<unk>,1014.54,1014.9399999999999
minute,minute,1014.94,1015.25
beginner,beginner,1015.28,1015.98
cardio,cardio,1016.12,1016.8100000000001
workout,workout,1016.87,1017.39
if,if,1017.98,1018.19
you'd,you'd,1018.19,1018.34
like,like,1018.34,1018.51
to,to,1018.52,1018.56
see,see,1018.559999,1018.789999
more,more,1018.79,1019.0999999999999
of,of,1019.099999,1019.199999
my,my,1019.21,1019.5300000000001
beginner,beginner,1019.57,1020.1500000000001
videos,videos,1020.16,1020.7099999999999
make,make,1020.88,1021.04
sure,sure,1021.04,1021.17
to,to,1021.17,1021.26
check,check,1021.259999,1021.469999
out,out,1021.469999,1021.579999
the,the,1021.58,1021.6700000000001
playlist,<unk>,1021.67,1022.04
below,below,1022.09,1022.58
and,and,1022.99,1023.25
also,also,1023.259999,1023.589999
be,be,1023.589999,1023.709999
sure,sure,1023.71,1023.87
to,to,1023.87,1024.05
give,,,
this,this,1024.190001,1024.220001
video,video,1024.219999,1024.419999
a,a,1024.42,1024.49
thumbs,thumbs,1024.49,1024.79
up,up,1024.789999,1025.029999
let,let,1025.26,1025.5
me,me,1025.5,1025.64
know,know,1025.639999,1025.849999
your,your,1025.85,1026.05
feedback,feedback,1026.059999,1026.639999
how,how,1027.059999,1027.269999
you,you,1027.28,1027.44
enjoyed,enjoyed,1027.44,1027.79
it,it,1027.79,1027.94
in,in,1027.95,1028.23
the,the,1028.23,1028.34
comments,comments,1028.34,1028.75
down,down,1028.75,1028.91
below,below,1028.91,1029.25
and,and,1029.73,1029.85
if,if,1029.85,1029.9599999999998
you're,you're,1029.96,1030.07
new,new,1030.07,1030.2
here,here,1030.2,1030.47
hit,hit,1030.47,1030.71
that,that,1030.71,1030.9
subscribe,subscribe,1030.91,1031.5900000000001
button,button,1031.59,1031.8999999999999
and,and,1031.94,1032.01
turn,turn,1032.02,1032.3899999999999
on,on,1032.41,1032.5600000000002
your,your,1032.56,1032.69
post,post,1032.7,1032.96
notifications,notifications,1032.96,1033.5900000000001
so,so,1033.6,1033.6599999999999
you,you,1033.66,1033.7900000000002
don't,don't,1033.79,1034.03
miss,miss,1034.03,1034.32
another,another,1034.78,1035.18
workout,workout,1035.179999,1035.569999
from,from,1035.57,1035.7
me,me,1035.71,1035.96
and,and,1035.96,1036.1200000000001
i,i,1036.12,1036.2099999999998
will,will,1036.21,1036.3
see,see,1036.3,1036.5
you,you,1036.51,1036.53
guys,guys,1036.53,1036.68
very,very,1036.679999,1036.899999
soon,soon,1036.9,1037.2
bye,bye,1037.389999,1037.809999
you,you,1044.01,1044.03
