hey,hey,5.31,5.56
little,little,646.77,647.0
hop,hop,647.0,647.29
with,with,647.289999,647.439999
one,one,647.48,647.71
leg,leg,647.709999,647.8999990000001
to,to,647.9,648.0
the,the,648.0,648.12
side,side,648.119999,648.499999
for,for,648.53,648.6899999999999
low,low,648.7,648.95
impact,impact,648.95,649.35
you,you,649.37,649.49
can,can,649.49,649.64
just,just,649.64,649.85
take,take,649.91,650.14
a,a,650.14,650.22
step,step,650.22,650.58
without,without,650.58,650.9000000000001
the,the,650.9,651.02
hop,hop,651.0699999999999,651.3199999999999
we're,we're,680.18,680.4
shuffle,shuffle,680.43,680.8199999999999
crunch,crunch,680.99,681.4300000000001
next,next,681.48,681.83
shuffle,shuffle,682.109999,682.5499990000001
to,to,682.549999,682.669999
one,one,682.67,682.88
side,side,682.879999,683.109999
and,and,683.139999,683.359999
crunch,crunch,683.369999,683.859999
and,and,684.15,684.31
then,then,684.309999,684.419999
to,to,684.43,684.53
the,the,684.53,684.63
other,other,684.67,684.9399999999999
side,side,684.94,685.34
you,you,685.72,685.86
can,can,685.86,686.03
do,do,686.04,686.23
just,just,686.23,686.52
a,a,686.52,686.5799999999999
crunch,crunch,686.58,686.98
only,only,687.01,687.4399999999999
for,for,687.46,687.6
the,the,687.6,687.7
low,low,687.7,687.87
impact,impact,687.87,688.32
version,version,688.32,688.8100000000001
next,next,715.119999,715.449999
work,work,715.5400000000001,715.83
in,in,715.9000000000001,716.1700000000001
Mount,mount,716.2499990000001,716.5599990000001
jump,jump,717.049999,717.3599989999999
and,and,717.389999,717.579999
bring,bring,717.58,717.83
both,both,717.83,718.0300000000001
of,of,718.1,718.23
the,the,718.23,718.32
legs,legs,718.32,718.62
out,out,718.690001,718.9300010000001
and,and,719.119999,719.269999
then,then,719.27,719.4499999999999
in,in,719.49,719.8100000000001
do,do,719.859999,720.109999
it,it,720.119999,720.179999
fast,fast,720.18,720.5799999999999
but,but,720.609999,720.789999
make,make,720.8,721.04
sure,sure,721.04,721.3199999999999
you,you,721.33,721.4100000000001
are,are,721.41,721.4599999999999
doing,doing,721.46,721.8000000000001
it,it,721.8,721.91
in,in,721.94,722.1400000000001
good,good,722.14,722.37
form,form,722.44,722.7800000000001
core,core,723.26,723.54
tight,tight,723.54,724.0
back,back,724.11,724.4300000000001
neutral,neutral,724.43,724.92
and,and,724.95,725.13
all,all,725.19,725.5
muscles,muscles,725.5,726.01
activate,activate,726.1,726.61
it,it,726.61,726.8000000000001
for,for,727.3,727.4699999999999
low,low,727.47,727.64
impact,impact,727.64,728.06
just,just,728.08,728.2900000000001
bring,bring,728.3,728.5699999999999
one,one,728.57,728.75
leg,leg,728.75,728.93
out,out,728.99,729.1800000000001
at,at,729.21,729.37
one,one,729.37,729.5600000000001
time,time,729.559999,729.939999
and,and,729.969999,730.1899990000001
bring,bring,730.19,730.4000000000001
them,them,730.4,730.5699999999999
back,back,730.58,730.87
in,in,737.29,737.3100000000001
now,now,750.349999,750.6799990000001
let's,let's,750.69,750.94
do,do,750.94,751.1500000000001
some,some,751.15,751.39
standing,standing,751.4,751.9499999999999
crunches,crunches,751.95,752.62
we,we,752.71,752.89
are,are,752.889999,752.959999
almost,almost,753.03,753.5799999999999
done,done,753.58,753.7800000000001
with,with,753.78,753.91
the,the,753.91,753.98
workout,workout,753.98,754.32
guys,guys,754.32,754.6600000000001
keep,keep,754.709999,754.949999
pushing,pushing,755.0499990000001,755.619999
we,we,785.1899990000001,785.359999
have,have,785.359999,785.5299990000001
lateral,lateral,785.5299990000001,785.9399990000001
lunge,lunge,785.9399990000001,786.249999
we've,we've,786.2799990000001,786.5199990000001
jumped,jumped,786.5199990000001,786.629999
next,next,786.91,787.39
bring,bring,787.45,787.83
one,one,787.83,788.0200000000001
leg,leg,788.02,788.18
to,to,788.179999,788.299999
the,the,788.299999,788.399999
side,side,788.4,788.68
and,and,788.71,788.85
lash,lash,788.86,789.26
down,down,789.259999,789.689999
then,then,789.7,789.98
climb,climb,789.98,790.1700000000001
back,back,790.17,790.36
up,up,790.389999,790.549999
to,to,790.549999,790.659999
the,the,790.66,790.77
center,center,790.77,791.23
and,and,791.26,791.49
jump,jump,791.5,791.81
up,up,791.859999,792.1799990000001
below,below,792.57,792.96
impact,impact,792.96,793.48
just,just,793.49,793.76
two,,,
letter,,,
lunch,lunch,794.2,794.5400000000001
only,only,794.56,794.9499999999999
without,without,794.96,795.4100000000001
the,the,795.41,795.52
jump,jump,795.56,795.87
let's,let's,820.24,820.54
do,do,820.54,820.7199999999999
the,the,820.719999,820.869999
same,same,820.87,821.19
on,on,821.21,821.39
the,the,821.389999,821.559999
other,other,821.58,821.82
side,side,821.9000000000001,822.24
we're,we're,855.459999,855.6699990000001
plank,plank,855.84,856.1
will,will,856.099999,856.219999
show,show,856.219999,856.529999
the,the,856.53,856.66
tap,tap,856.66,857.01
next,next,857.09,857.5
do,do,857.53,857.76
it,it,857.759999,857.909999
fast,fast,857.92,858.42
and,and,858.429999,858.649999
keep,keep,858.65,858.86
your,your,858.87,859.05
core,core,859.11,859.46
engaged,engaged,859.48,860.0600000000001
try,try,860.29,860.5999999999999
not,not,860.599999,860.779999
to,to,860.78,860.87
sway,sway,860.87,861.3
too,too,861.299999,861.5699989999999
much,much,861.57,861.9100000000001
and,and,861.96,862.11
we,we,862.109999,862.139999
have,have,862.15,862.35
one,one,862.389999,862.689999
more,more,862.690001,862.9300010000001
exercise,exercise,862.99,863.6
to,to,863.6,863.77
go,go,863.77,863.98
let's,let's,864.49,864.89
finish,finish,864.9,865.1999999999999
this,this,865.2,865.36
workout,workout,865.5,865.85
the,the,890.5,890.66
final,final,890.67,891.0899999999999
exercises,exercises,891.09,891.83
Heine,heine,891.849999,892.2999990000001
bring,bring,892.309999,892.3499989999999
up,up,893.16,893.3199999999999
your,your,893.32,893.4200000000001
knee,knee,893.42,893.66
up,up,893.7,893.8900000000001
to,to,893.889999,894.079999
hips,hips,894.08,894.33
level,level,894.33,894.8100000000001
do,do,894.86,895.07
it,it,895.08,895.1
as,as,895.13,895.32
fast,fast,895.32,895.61
as,as,895.639999,895.779999
you,you,895.78,895.89
can,can,895.889999,896.329999
core,core,896.44,896.75
tight,tight,896.75,897.18
and,and,897.21,897.38
we'll,we'll,897.38,897.5
only,only,897.559999,897.909999
have,have,897.91,898.11
a,a,898.139999,898.229999
couple,couple,898.23,898.57
of,of,898.57,898.6500000000001
more,more,898.65,898.87
seconds,seconds,898.869999,899.259999
to,to,899.26,899.39
go,go,923.849999,923.869999
that's,that's,925.409999,925.529999
the,the,925.7,925.8100000000001
workout,workout,925.81,926.18
guys,guys,926.2,926.5500000000001
who've,who've,926.55,926.62
done,done,926.84,927.27
well,well,927.27,927.72
don't,don't,927.73,927.97
forget,forget,927.969999,928.219999
to,to,928.219999,928.329999
smash,smash,928.33,928.7800000000001
that,that,928.78,928.98
like,like,928.98,929.23
button,button,929.23,929.63
subscribe,subscribe,929.65,930.16
internal,internal,930.16,930.53
applications,applications,930.53,931.15
so,so,931.16,931.28
that,that,931.28,931.41
you,you,931.41,931.4699999999999
don't,don't,931.48,931.65
miss,miss,931.66,931.86
out,out,931.91,932.0699999999999
on,on,932.07,932.21
my,my,932.21,932.34
new,new,932.34,932.5600000000001
program,program,932.559999,933.1199989999999
and,and,933.29,933.4399999999999
I'll,i'll,933.44,933.5600000000001
see,see,933.559999,933.779999
you,you,933.78,933.81
in,in,933.82,933.94
the,the,933.94,934.0200000000001
next,next,934.02,934.28
workout,workout,934.279999,934.729999
bye,bye,935.119999,935.749999
