hi,hi,7.32,7.550000000000001
again,again,59.980000000000004,60.550000000000004
side,side,61.22,61.61
step,step,61.62,62.129999999999995
your,your,62.13,62.28
arms,arms,62.28,62.74
just,just,62.78,63.03
in,in,63.03,63.14
front,front,63.139999,63.339999000000006
of,of,63.34,63.480000000000004
you,you,63.480000000000004,63.86000000000001
keep,keep,64.389999,64.56999900000001
that,that,64.58,64.8
chest,chest,64.8,65.25999999999999
up,up,65.259999,65.57999899999999
weight,weight,66.219999,66.489999
in,in,66.49,66.53999999999999
the,the,66.53999999999999,66.66
center,center,66.66,67.19
good,good,67.59,68.01
get,get,69.38,69.58999999999999
that,that,69.589999,69.749999
breath,breath,69.75,70.01
going,going,70.029999,70.31999900000001
that,that,70.32,70.5
breath,breath,70.5,70.75
is,is,70.75,70.87
gonna,gonna,70.879999,71.039999
help,help,71.039999,71.27999899999999
with,with,71.279999,71.469999
your,your,71.469999,71.729999
movements,movements,72.129999,72.719999
you,you,72.77,72.8
want,want,72.8,72.98
to,to,72.98,73.03
make,make,73.03,73.21000000000001
sure,sure,73.21,73.39
you,you,73.39,73.53
keep,keep,73.56,73.8
breathing,breathing,73.8,74.38
good,good,74.43,74.80000000000001
one,one,74.82,75.02999999999999
more,more,75.03,75.21000000000001
each,each,75.21,75.36999999999999
side,side,75.37,75.83
and,and,77.41,77.58
back,back,77.71,77.88
to,to,77.88,78.07
the,the,78.07,78.08999999999999
middle,middle,78.09,78.32000000000001
press,press,78.34,78.63000000000001
off,off,78.63,78.78999999999999
that,that,78.79,79.02000000000001
heel,,,
good,good,79.39,79.68
you,you,79.7,79.82000000000001
look,look,79.82,79.94
great,great,79.95,80.37
last,last,80.37,80.7
one,one,80.7,81.12
good,good,81.66,82.03999999999999
right,right,82.03999999999999,82.30999999999999
into,into,82.309999,82.629999
jump,jump,82.63,82.94
rope,rope,82.94,83.17999999999999
so,so,83.19,83.31
your,your,83.309999,83.469999
feet,feet,83.469999,83.689999
are,are,83.69,83.73
just,,,
going,,,
to,,,
go,go,84.08,84.25
side,side,84.25,84.54
to,to,84.57,84.72
side,side,84.719999,85.179999
arms,arms,85.71000000000001,86.07000000000001
right,right,86.07,86.25
by,by,86.25,86.4
your,your,86.4,86.58000000000001
side,side,86.58,86.92999999999999
circling,circling,86.929999,87.459999
like,like,87.46000000000001,87.64000000000001
you,you,87.639999,87.739999
would,would,87.74,87.92999999999999
a,a,87.929999,87.989999
jump,jump,87.99,88.28999999999999
rope,rope,88.289999,88.66999899999999
and,and,89.619999,89.78999900000001
you,you,89.789999,89.86999899999999
want,want,89.869999,90.079999
to,to,90.08,90.13
again,again,90.129999,90.519999
big,big,90.539999,90.819999
inhale,inhale,90.82,91.19999999999999
big,big,91.29,91.46000000000001
exhale,exhale,91.46,92.03999999999999
get,get,93.35,93.52
that,that,93.67999999999999,93.75999999999999
blood,blood,93.75999999999999,94.32
moving,moving,94.36999999999999,95.06
flowin,<unk>,95.27,95.97999999999999
wakin,<unk>,96.56,96.89
up,up,96.97,97.07
that,that,97.07,97.1
body,body,97.36,97.89
perfect,perfect,98.66,99.07
nice,nice,99.08,99.35
and,and,99.349999,99.509999
easy,easy,99.51,99.83
light,light,99.83,100.05
on,on,100.05,100.17999999999999
those,those,100.179999,100.44999899999999
toes,toes,100.469999,101.159999
alright,alright,101.95,102.35000000000001
we're,we're,103.309999,103.479999
gonna,gonna,103.48,103.65
go,go,103.66,103.81
for,for,103.809999,103.999999
five,five,104.0,104.39
more,more,104.389999,104.64999900000001
ready,ready,104.65,105.01
five,five,105.46000000000001,106.12
four,four,106.459999,107.049999
three,three,107.35,107.6
you're,you're,107.6,107.72
doing,doing,107.719999,107.919999
great,great,107.92,108.2
two,two,108.27,108.50999999999999
more,more,108.52,108.83999999999999
and,,,
last,last,109.49,109.85
one,one,109.85,110.1
good,good,110.1,110.36999999999999
shake,shake,110.37,110.68
it,it,110.68,110.82000000000001
out,out,110.82,111.07
alright,alright,111.4,111.95
first,first,112.46,112.88
circuit,circuit,112.88,113.44999999999999
you're,you're,113.93,114.14
gonna,gonna,114.14,114.32000000000001
go,go,114.33,114.44
ahead,ahead,114.44,114.75
and,and,114.75,114.88
pick,pick,114.88,115.13
up,up,115.15,115.33000000000001
a,a,115.33,115.39999999999999
set,set,115.41,115.63
of,of,115.63,115.8
light,light,115.8,116.06
dumbbells,dumbbells,116.059999,116.67999900000001
now,now,117.07,117.21
you,you,117.21000000000001,117.32000000000001
want,want,117.32,117.49
to,to,117.49,117.55
get,get,117.55,117.7
something,something,117.7,118.10000000000001
light,light,118.099999,118.47999899999999
but,but,118.75,118.95
not,not,118.95,119.2
too,too,119.219999,119.489999
light,light,119.49,119.94999999999999
you,you,120.059999,120.159999
want,want,120.16,120.32
to,to,120.32,120.36999999999999
keep,keep,120.37,120.57000000000001
the,the,120.57,120.69999999999999
form,form,120.719999,121.139999
don't,don't,121.73,121.98
be,be,121.99,122.17
afraid,afraid,122.179999,122.49999899999999
to,to,122.5,122.58
pick,pick,122.58,122.76
up,up,122.759999,122.86999899999999
heavier,heavier,122.87,123.22
weight,weight,123.219999,123.589999
roll,roll,124.1,124.28999999999999
your,your,124.289999,124.41999899999999
shoulders,shoulders,124.42,124.89
back,back,124.889999,125.229999
we're,we're,125.25,125.37
coming,coming,125.369999,125.64999900000001
into,into,125.65,125.89
a,a,125.889999,125.979999
squat,squat,125.98,126.47
position,position,126.52,127.17
you're,you're,127.75,127.93
gonna,gonna,127.93,128.19
curl,curl,128.2,128.57
the,the,128.57,128.66
dumbbells,dumbbells,128.66,129.31
and,and,129.54,129.70999999999998
press,press,129.71,130.02
straight,straight,130.09,130.63
up,up,130.63,130.85999999999999
all,all,131.66,131.79
right,right,131.79,132.07999999999998
let's,let's,132.08,132.29000000000002
try,try,132.3,132.64000000000001
it,it,132.64,132.80999999999997
chest,chest,132.81,133.18
up,up,133.18,133.32
on,on,133.35,133.56
this,this,133.56,133.78
as,as,133.99,134.22
we,we,134.5,134.52
squat,squat,134.52,135.02
good,good,136.08,136.58
elbows,elbows,136.66,137.06
in,in,137.059999,137.199999
by,by,137.2,137.36999999999998
your,your,137.37,137.53
side,side,137.53,138.04
press,press,138.349999,138.709999
it,it,138.71,138.84
straight,straight,138.84,139.33
up,up,139.33,139.61
and,,,
back,back,140.16,140.51
down,down,140.509999,140.869999
perfect,perfect,140.889999,141.349999
so,so,141.36,141.5
you,you,141.5,141.71
got,got,141.71,141.92000000000002
this,this,141.92,142.13
loop,loop,142.129999,142.599999
we're,we're,143.17000000000002,143.26000000000002
getting,getting,143.26,143.5
the,the,143.5,143.62
arms,arms,143.65,144.21
press,press,144.42,144.63
it,it,144.63,144.76
straight,straight,144.76,145.23
up,up,145.23,145.48999999999998
all,all,145.85,146.26999999999998
the,the,146.27,146.36
way,way,146.36,146.60000000000002
back,back,146.6,146.9
down,down,146.91,147.35999999999999
good,good,147.52,147.84
chest,chest,147.84,148.29
up,up,148.29,148.6
but,but,149.43,149.61
don't,don't,149.61,149.76000000000002
forget,forget,149.76,149.98999999999998
to,to,149.99,150.06
breathe,breathe,150.06,150.34
squeeze,squeeze,150.34,150.85
those,those,150.89,151.17
abs,abs,151.2,151.61999999999998
press,press,152.599999,152.809999
it,it,152.809999,152.929999
straight,straight,152.96,153.34
up,up,153.34,153.69
you,you,154.48,154.61999999999998
got,got,154.62,154.84
it,it,154.84,154.98
good,good,154.98,155.23999999999998
weight,weight,155.24,155.45000000000002
in,in,155.45,155.47
the,the,155.57,155.69
heels,heels,155.69,156.22
abs,abs,157.24,157.59
in,in,157.59,157.76
tight,tight,157.799999,158.179999
press,press,158.599999,158.999999
it,it,159.0,159.17
up,up,159.17,159.44
good,good,160.0,160.35
give,give,160.779999,160.979999
me,me,160.98,161.17999999999998
one,one,161.18,161.48000000000002
more,more,161.48,161.91
chest,chest,162.109999,162.58999899999998
up,up,162.74999899999997,162.80999899999998
curl,curl,163.86,164.29000000000002
the,the,164.29,164.4
dumbbells,dumbbells,164.4,165.03
and,and,165.66,165.88
press,press,165.92,166.35
it,it,166.35,166.5
up,up,166.5,166.68
beautiful,beautiful,167.48,168.09
all,all,168.11,168.25
right,right,168.25,168.52
the,the,168.53,168.63
next,next,168.63,169.07
move,move,169.07,169.37
is,is,169.39,169.54
a,a,169.54,169.63
lateral,lateral,169.63,170.16
lunge,lunge,170.16,170.49
with,with,170.49,170.65
the,the,170.65,170.76000000000002
row,row,170.76,171.09
you're,you're,171.54,171.7
going,,,
to,,,
set,,,
to,to,172.17,172.28
the,the,172.28,172.42
side,side,172.5,172.98
flat,flat,172.98,173.41
back,back,173.41,173.82
row,row,174.21,174.57000000000002
the,the,174.57,174.70999999999998
dumbbells,dumbbells,174.71,175.35
back,back,175.67,176.01999999999998
down,down,176.02,176.45000000000002
and,and,176.799999,176.989999
then,then,176.99,177.14000000000001
switch,switch,177.17,177.60999999999999
legs,legs,177.61,177.94000000000003
other,other,178.379999,178.679999
side,side,178.68,179.17000000000002
row,row,179.34,179.64000000000001
it,it,179.639999,179.73999899999998
back,back,179.75,180.17
down,down,180.69,181.16
let's,let's,182.03,182.37
go,go,182.37,182.52
you,you,182.63,182.76
guys,guys,182.76,183.17999999999998
one,one,184.24,184.75
straight,straight,184.77,185.26000000000002
supporting,supporting,185.27,185.85000000000002
leg,leg,185.85,186.15
flat,flat,186.15,186.62
back,back,186.63,187.04
back,back,187.68,187.96
to,to,187.96,188.11
the,the,188.11,188.24
middle,middle,188.24,188.68
good,good,189.38,189.93
lunge,lunge,190.74,191.39000000000001
row,row,191.929999,192.489999
down,down,192.94,193.32999999999998
but,,,
let's,let's,193.799999,194.059999
pick,pick,194.07,194.26999999999998
up,up,194.27,194.39000000000001
that,that,194.389999,194.609999
pace,pace,194.61,194.94000000000003
okay,okay,194.94,195.23
now,now,195.23,195.42999999999998
it's,,,
in,in,195.58,195.76000000000002
our,our,195.759999,195.89999899999998
body,body,195.9,196.43
row,row,196.77,197.12
good,good,197.16,197.57
exactly,exactly,197.609999,198.24999899999997
I,i,198.299999,198.47999900000002
want,want,198.5,198.72
a,a,198.74,198.78
big,big,198.82,199.12
exhale,exhale,199.15,199.78
Michelle,michelle,200.48,200.95999999999998
I,i,200.96,201.04000000000002
hear,hear,201.04,201.25
you,you,201.25,201.37
breathing,breathing,201.37,201.75
back,back,201.76,202.04
here,here,202.04,202.2
that's,that's,202.2,202.48999999999998
perfect,perfect,202.49,202.91
Chandler,chandler,202.91,203.49
use,use,203.92,204.19
that,that,204.19,204.41
breath,breath,204.41,204.79
good,good,205.42,205.85999999999999
my,my,206.86,207.10000000000002
team,team,207.099999,207.399999
kicks,kicks,207.4,207.71
booty,booty,207.719999,208.209999
flat,flat,208.219999,208.539999
back,back,208.54,208.85999999999999
you,you,209.469999,209.589999
guys,guys,209.59,209.84
are,are,209.84,209.91
killing,killing,209.91,210.27
it,it,210.27,210.41
looking,looking,210.41,210.72
so,so,210.719999,211.019999
good,good,211.02,211.17000000000002
you,,,
have,,,
one,one,211.4,211.64000000000001
more,more,211.639999,211.849999
each,each,211.849999,212.04999899999999
side,side,212.049999,212.489999
row,row,212.929999,213.309999
it,it,213.309999,213.529999
press,press,214.209999,214.53999900000002
off,off,214.539999,214.699999
that,that,214.699999,214.949999
heal,heal,214.949999,215.309999
good,good,215.35,215.73
back,,,
is,,,
nice,nice,216.27,216.54000000000002
and,and,216.549999,216.66999900000002
flat,flat,216.67000000000002,217.01000000000002
last,last,217.01,217.42
one,one,217.42,217.91
back,back,218.12,218.44
to,to,218.45,218.6
the,the,218.6,218.7
middle,middle,218.7,219.03
good,good,219.04,219.62
set,set,219.71,219.95000000000002
your,your,219.95,220.08999999999997
weights,weights,220.09,220.37
down,down,220.37,220.76
because,because,221.05,221.3
we,we,221.31,221.43
have,have,221.43,221.61
our,our,221.61,221.73000000000002
first,first,221.73,222.10999999999999
cardio,cardio,222.11,222.62
move,move,222.62,223.11
arms,arms,223.5,223.83
come,come,223.86,224.12
up,up,224.15,224.48000000000002
nice,nice,224.75,225.07
smash,smash,225.08,225.5
it,it,225.5,225.55
right,right,225.71,226.0
down,down,226.04,226.26999999999998
the,the,226.27,226.39000000000001
center,center,226.4,226.64000000000001
of,of,226.639999,226.689999
your,your,226.69,226.89
chest,chest,226.9,227.23000000000002
is,is,227.23,227.38
gonna,gonna,227.38,227.6
get,get,227.599999,227.779999
the,the,227.78,227.93
cardio,cardio,227.96,228.46
going,going,228.46,228.86
abs,abs,229.2,229.54
working,working,229.54,229.85
let's,let's,230.33,230.66000000000003
go,,,
you,you,230.88,231.07
guys,guys,231.07,231.44
down,down,231.69,232.14
down,down,232.66,233.21
down,down,233.74,234.15
good,good,234.16,234.49
big,big,234.53,234.83
exhale,exhale,234.83,235.16000000000003
down,down,235.16,235.37
that,that,235.37,235.56
check,check,235.56,235.85
perfect,perfect,235.9,236.38
you,you,236.75,236.9
want,want,236.9,237.07
to,,,
chop,chop,237.15,237.58
those,those,237.58,237.87
arms,arms,237.89,238.23999999999998
straight,straight,238.25,238.78
down,down,238.78,239.01
the,the,239.01,239.12
side,side,239.12,239.42000000000002
of,of,239.42,239.44
your,your,239.51,239.72
body,body,239.72,240.15
knee,knee,240.57,240.85
comes,comes,240.88,241.28
up,up,241.32,241.65
big,big,241.95,242.23
exhale,exhale,242.23,242.59
each,each,242.59,242.81
time,time,242.809999,243.099999
nice,nice,243.12,243.46
Chandler,chandler,243.46,243.95000000000002
perfect,perfect,243.96,244.62
when,when,244.83,245.0
the,the,245.0,245.09
knees,knees,245.09,245.38
come,come,245.41,245.7
up,up,245.7,246.03
you're,you're,246.2,246.38
gonna,gonna,246.38,246.57999999999998
feel,feel,246.58,246.8
those,those,246.799999,247.00999900000002
ABS,abs,247.049999,247.37999900000003
contracting,contracting,247.389999,248.129999
and,and,248.139999,248.27999899999998
you're,you're,248.28,248.44
doing,doing,248.49,248.77
it,it,248.77,248.97
just,just,248.99,249.54000000000002
fine,fine,249.549999,250.03999900000002
keep,keep,250.42000000000002,250.72000000000003
going,going,250.75,251.13
you,you,251.129999,251.279999
have,have,251.279999,251.559999
five,five,251.57,252.06
more,more,252.07,252.56
four,four,253.13,253.54
more,more,253.55,254.05
three,three,254.5,255.04
more,more,255.07,255.45999999999998
two,two,256.12,256.14
more,more,256.14,256.16999999999996
and,and,256.94,257.25
last,last,257.25,257.78
one,one,257.78,258.13
good,good,258.2,258.49
your,your,258.5,258.68
first,first,258.68,259.09000000000003
break,break,259.09,259.76
take,take,260.33,260.57
a,a,260.57,260.58
sip,sip,260.58,260.8
of,of,260.8,260.90000000000003
water,water,260.9,261.2
if,if,261.2,261.39
you,you,261.389999,261.529999
need,need,261.53,261.75
it,it,261.75,261.96
but,,,
these,these,262.45,262.68
are,are,262.679999,262.749999
quick,quick,262.75,263.05
we're,we're,263.059999,263.169999
gonna,gonna,263.17,263.38
move,move,263.38,263.74
very,very,264.03,264.38
shortly,shortly,264.38,264.98
so,so,265.509999,265.65999899999997
for,for,265.66,265.75
this,this,265.75,265.94
next,next,265.94,266.21999999999997
circuit,circuit,266.219999,266.54999899999996
all,all,267.059999,267.249999
you're,you're,267.25,267.41
gonna,gonna,267.41,267.65000000000003
need,need,267.65,268.02
is,is,268.309999,268.559999
one,one,268.58,269.08
dumbbell,dumbbell,269.359999,270.039999
okay,okay,270.039999,270.44999900000005
one,one,270.45,270.71999999999997
dumbbell,dumbbell,270.72,271.02000000000004
for,for,271.029999,271.15999899999997
this,this,271.16,271.34000000000003
next,next,271.34,271.7
this,this,272.25,272.47
next,next,272.47,272.75
block,block,272.75,273.14
so,so,273.14,273.56
first,first,273.83,274.28
move,move,274.28,274.53999999999996
we're,we're,274.54,274.62
gonna,gonna,274.62,274.75
start,start,274.76,274.98
with,with,274.98,275.1
our,our,275.1,275.24
feet,feet,275.25,275.49
together,together,275.49,275.99
go,go,276.05,276.19
with,with,276.19,276.32
the,the,276.32,276.43
forward,forward,276.43,276.87
lunge,lunge,276.87,277.32
chop,chop,277.65,278.03
it,it,278.03,278.15
to,to,278.15,278.25
the,the,278.25,278.38
side,side,278.38,278.69
press,press,279.19,279.53
off,off,279.53,279.71
the,the,279.71,279.84
heel,heel,279.84,280.25
and,and,280.32,280.58
switch,switch,280.58,281.12
sides,sides,281.12,281.59000000000003
all,all,282.54,282.69
right,right,282.69,283.3
you,you,283.41,283.58000000000004
ready,ready,283.58,283.84999999999997
Michelle,michelle,283.849999,284.369999
all,all,284.759999,284.90999899999997
right,right,284.91,285.12
knee,knee,285.12,285.29
in,in,285.29,285.37
line,line,285.37,285.56
with,with,285.559999,285.689999
that,that,285.69,285.88
heel,heel,285.88,286.29
lunge,lunge,286.609999,287.299999
and,and,287.92,288.13
back,back,288.129999,288.349999
to,to,288.35,288.46000000000004
the,the,288.459999,288.589999
center,center,288.59,289.04999999999995
good,good,289.25,289.62
lunge,lunge,290.11,290.90000000000003
back,back,291.56,291.89
to,to,291.89,292.02
the,the,292.02,292.14
center,center,292.14,292.46999999999997
chest,chest,292.64,292.95
up,up,293.33,293.38
beautiful,beautiful,294.26,295.0
and,and,295.23,295.39000000000004
you,you,295.39,295.47999999999996
keep,keep,295.48,295.69
that,that,295.69,295.88
dumbbell,dumbbell,295.88,296.37
in,in,296.38,296.6
that,that,296.599999,296.83999900000003
chest,chest,296.84,297.28
good,good,298.639999,299.059999
it,it,299.389999,299.679999
comes,comes,299.679999,299.919999
right,right,299.92,300.19
to,to,300.19,300.3
the,the,300.3,300.44
side,side,300.44,300.78
on,on,300.78,300.89
that,that,300.889999,301.09999899999997
chop,chop,301.099999,301.58999900000003
to,to,302.24,302.43
getting,getting,302.429999,302.689999
those,those,302.69,302.89
abs,abs,302.96,303.32
in,in,303.339999,303.65999899999997
with,with,304.41,304.62
those,those,304.619999,304.879999
legs,legs,304.93,305.46
perfect,perfect,306.54,306.99
one,one,307.93,308.28000000000003
more,more,308.28,308.5
each,each,308.5,308.7
side,side,308.7,309.25
back,back,309.85,310.17
to,to,310.17,310.31
the,the,310.31,310.44
middle,middle,310.44,310.89
last,last,311.78,312.30999999999995
one,one,312.31,312.73
good,good,313.52,313.84
work,work,313.84,314.25
perfect,perfect,314.3,314.76
all,all,315.26,315.40999999999997
right,right,315.41,315.68
move,move,315.679999,316.019999
to,to,316.02,316.29999999999995
I,i,316.3,316.37
want,want,316.37,316.6
you,you,316.599999,316.689999
to,to,316.69,316.78
put,put,316.78,317.01
your,your,317.01,317.15
toes,toes,317.15,317.63
out,out,317.67,317.95
in,in,317.99,318.17
a,,,
nice,nice,318.179999,318.609999
plie,<unk>,318.87,319.24
squat,squat,319.24,319.56
position,position,319.559999,320.089999
elbows,elbows,320.42,320.85
behind,behind,320.849999,321.45999900000004
you,you,321.77,321.78999999999996
right,right,322.01,322.31
by,by,322.309999,322.479999
your,your,322.48,322.67
ears,ears,322.690001,323.090001
wait,wait,323.32,323.64
behind,behind,323.639999,323.989999
your,your,323.99,324.11
head,head,324.109999,324.419999
you're,you're,324.37,324.53000000000003
going,going,324.53,324.65
to,,,
take,take,324.77,325.02
the,the,325.02,325.12
weight,weight,325.12,325.42
down,down,325.42,325.83000000000004
in,in,326.17,326.3
a,a,326.3,326.39
plie,<unk>,326.39,326.57
squat,squat,326.92,327.46000000000004
drive,drive,327.65,327.96
it,it,328.21,328.22999999999996
up,up,328.26,328.4
towards,towards,328.4,328.71999999999997
the,the,328.72,328.84000000000003
ceiling,ceiling,328.84,329.45
back,back,329.77,330.09999999999997
to,to,330.18,330.2
hit,hit,330.2,330.39
those,those,330.39,330.63
triceps,triceps,330.64,331.26
so,so,331.27,331.40999999999997
we,we,331.41,331.57000000000005
open,open,331.64,332.03
it,it,332.03,332.15999999999997
up,up,332.16,332.43
let's,let's,332.429999,332.749999
do,do,332.75,332.93
it,it,333.12,333.22
lower,lower,333.78,334.28999999999996
and,and,335.11,335.37
squeeze,squeeze,335.38,336.09
it,it,336.09,336.16999999999996
up,,,
press,press,336.889999,337.259999
it,it,337.259999,337.399999
back,back,337.41,337.82000000000005
good,good,337.82,338.24
chest,chest,338.62,339.14
up,up,339.139999,339.459999
all,all,339.52,339.74
the,the,339.759999,339.84999899999997
way,way,339.849999,340.06999900000005
down,down,340.07,340.58
up,up,340.779999,341.029999
squeeze,squeeze,341.09,341.65
now,now,341.66,341.88000000000005
we,we,341.879999,342.009999
know,know,342.01,342.21
the,the,342.209999,342.339999
moves,moves,342.34,342.64
so,so,342.65,342.75
we,we,342.75,342.86
can,can,342.86,343.04
get,get,343.04,343.20000000000005
into,into,343.2,343.46999999999997
it,it,343.47,343.61
down,down,343.65,344.09
up,up,344.17,344.5
good,good,345.41,345.86
squeeze,squeeze,346.14,346.47999999999996
those,those,346.48,346.70000000000005
sides,sides,346.7,347.07
together,together,347.07,347.64
I,i,347.91,348.03000000000003
want,want,348.03,348.34999999999997
you,you,348.35,348.40000000000003
to,to,348.4,348.52
squeeze,squeeze,348.52,349.14
your,your,349.14,349.27
buns,buns,349.27,349.65999999999997
nice,nice,349.69,350.29
and,and,350.29,350.5
tight,tight,350.51,350.88
abs,abs,351.559999,351.919999
in,in,351.92,352.1
tight,tight,352.12,352.47
good,good,352.469999,352.78999899999997
this,this,353.09,353.27
is,is,353.27,353.40999999999997
my,my,353.42,353.7
B,b,353.7,353.84999999999997
of,of,353.849999,353.95999900000004
a,a,353.96,354.06
full,full,354.059999,354.449999
body,body,354.45,354.90999999999997
okay,okay,354.929999,355.159999
you,you,355.16,355.3
got,got,355.299999,355.58999900000003
fun,fun,355.59,355.95
arms,arms,356.07,356.49
abs,abs,356.559999,356.96999900000003
everything's,everything's,357.0,357.49
going,going,357.5,357.84
three,three,358.09,358.51
more,more,358.52,358.72999999999996
come,come,358.74,358.92
on,on,358.92,359.14000000000004
back,back,359.17,359.55
she,she,360.440001,360.690001
wore,wore,360.690001,361.110001
down,down,361.42,361.86
nice,nice,361.87,362.43
you,you,362.97,363.11
guys,guys,363.11,363.34000000000003
are,are,363.34,363.40999999999997
doing,doing,363.41,363.66
great,great,363.66,363.85
you,you,363.85,363.97
have,have,363.97,364.14000000000004
one,one,364.14,364.41999999999996
left,left,364.42,364.67
after,after,364.67,364.93
this,this,364.93,365.17
and,and,365.88,366.0
then,then,366.0,366.09
we,we,366.09,366.16999999999996
go,go,366.17,366.29
to,to,366.29,366.37
our,our,366.37,366.54
cardio,cardio,366.59,367.15
move,move,367.15,367.39
beautiful,beautiful,368.04,368.51000000000005
set,set,368.53,368.77
that,that,368.77,369.0
weight,weight,369.0,369.28
down,down,369.28,369.69
alright,alright,370.4,370.97999999999996
cardio,cardio,371.66,372.14000000000004
move,move,372.139999,372.41999899999996
is,is,372.42,372.53000000000003
gonna,gonna,372.53,372.77
be,be,372.77,372.96999999999997
hop,hop,372.98,373.61
hop,hop,373.849999,374.31999900000005
reach,reach,374.48,374.90000000000003
down,down,374.9,375.28
hop,hop,375.679999,376.079999
hop,hop,376.21999900000003,376.57999900000004
reach,reach,376.91,377.26000000000005
down,down,377.27,377.49
you,you,377.49,377.62
guys,guys,377.619999,378.109999
let's,let's,378.440001,378.840001
go,go,378.84,379.2
hop,hop,379.63,380.09
hop,hop,380.11,380.52000000000004
chest,chest,380.72,381.16
up,up,381.16,381.37
good,good,381.38,381.78
really,really,382.18,382.62
reach,reach,382.62,383.01
with,with,383.01,383.14
a,a,383.14,383.2
strong,strong,383.2,383.78999999999996
arm,arm,383.82,384.23
stick,stick,384.79,385.14000000000004
that,that,385.14,385.36
booty,booty,385.37,385.8
out,out,385.8,386.03000000000003
and,and,386.05,386.23
