ORIGINAL_WORD,START_TIME,END_TIME
USA,42.04,42.7
keep,42.7,42.92
that,42.92,43.07
core,43.11,43.45
tight,43.48,43.74
let's,43.78,43.96
get,43.96,44.12
the,44.12,44.21
hamstrings,44.21,44.88
warm,44.889999,45.179999
now,45.179999,45.529999
little,45.78,46.09
dip,46.099999,46.409999
and,47.09,47.36000000000001
breathe,47.36,47.77
the,48.75,48.91
real,48.92,49.190000000000005
Start,49.19,49.49
Plus,49.54,49.85
plan,49.849999,50.179999
takes,50.21,50.58
us,50.809999,51.059999
further,51.099999,51.639999
than,51.79,51.93
the,51.929999,52.059999000000005
real,52.059999000000005,52.319999
start,52.33,52.71
plan,52.709999,53.169999
but,53.619999,53.649999
please,53.65,54.04
as,54.039999,54.199999
always,54.199999,54.689999
you,55.439999,55.459999
can,55.459999,55.489999
pause,55.489999,55.789999
whenever,56.079999,56.259999
you,56.43,56.64
want,56.64,56.84
to,56.94,57.29
you,57.55,57.7
can,57.7,57.85
take,57.88,58.09
a,58.09,58.18000000000001
break,58.19,58.56
whenever,58.56,58.88
you,58.88,59.02
need,59.02,59.3
to,59.3,59.57
we,59.78,59.99
have,59.99,60.17
got,60.3,60.5
some,60.54,60.66
tough,60.66,60.69
stuff,60.99,61.3
coming,61.33,61.57
today,63.1,63.14
it's,63.14,63.17
okay,63.22,63.25
we,63.469999,63.639999
do,63.639999,63.779999
it,63.78,63.88
our,63.889999,64.079999
way,64.08,64.31
hands,64.309999,64.619999
out,64.62,64.78
in,64.8,64.91
front,64.91,65.28
core,65.28,65.54
tight,65.53999999999999,66.02
and,66.33999999999999,66.53
we,66.53,66.66
open,66.66,66.92999999999999
up,66.92999999999999,67.02
breathe,67.78,68.41
breathe,68.99,69.50999999999999
Angie,70.4,70.88000000000001
and,70.9,71.07000000000001
Wade,71.07,71.44
have,71.440001,71.630001
both,71.65,72.09
lost,72.26,72.84
60,73.16,73.64999999999999
pounds,73.65,74.28
using,74.54,74.93
body,74.93,75.2
project,75.22,75.58
workouts,75.58,76.35
and,77.18,77.32000000000001
they're,,
here,,
to,77.75,77.84
show,77.84,78.2
us,78.2,78.58
how,79.11,79.28
it's,79.42,79.51
done,79.51,79.85
real,79.95,80.18
people,80.18,80.7
real,81.17,81.49
workouts,81.49,82.32000000000001
real,82.65,83.26
results,83.719999,84.689999
breathe,85.23,85.72
today,,
we're,86.179999,86.289999
just,86.28999999999999,86.47
gonna,86.469999,86.619999
enjoy,86.639999,87.089999
ourselves,87.089999,87.969999
and,88.59,88.71000000000001
we're,88.709999,88.80999899999999
gonna,88.809999,88.999999
dip,89.699999,89.729999
and,89.729999,89.839999
reach,89.839999,90.429999
we're,90.439999,90.459999
just,91.36,91.68
here,91.68,91.85
to,91.85,91.99
move,91.99,92.32
pause,92.96,93.28
buttons,93.28,93.59
there,93.59,93.95
pause,94.93,95.04
buttons,95.04,95.3
your,95.3,95.4
friend,95.4,95.95
whenever,96.44,96.77
you,96.77,96.93
need,96.93,97.27
to,97.5,97.69
use,97.69,98.08
it,98.08,98.19
we've,98.63,98.78
got,98.82,99.02
40,99.63,99.64
seconds,99.639999,100.129999
on,100.13,100.44
and,101.05,101.23
20,101.23,101.82
seconds,101.849999,102.339999
off,102.49,102.79
with,103.469999,103.709999
active,103.86,104.46
marching,104.46,105.19
recovery,105.58,106.34
that's,106.98,107.43
a,107.43,107.52
challenge,107.52,108.28
but,108.74,108.85
you,108.86,109.07
guys,109.07,109.32
have,,
got,,
to,109.57,109.62
pick,109.62,109.89
your,109.89,110.1
place,110.1,110.52
in,110.52,110.67
there,110.67,110.77
doesn't,112.19,112.46
mean,112.46,112.71
you,112.71,112.82
have,112.82,113.03
to,113.03,113.12
do,113.12,113.28
the,113.28,113.39
whole,113.39,113.63
thing,113.67,114.0
I,114.11,114.24
just,114.27,114.64
want,114.64,114.89
you,114.89,114.95
to,114.95,115.09
finish,115.09,115.73
with,116.03,116.3
us,116.3,116.66
enjoy,116.71,117.26
moving,117.26,117.6
your,117.599999,117.699999
body,117.7,117.96
today,117.96,118.41
enjoy,118.849999,119.359999
being,119.389999,119.749999
with,119.75,119.97
us,119.969999,120.559999
I,121.02,121.11
feel,121.11,121.32
lucky,121.33,121.84
to,122.059999,122.209999
be,122.209999,122.429999
here,122.429999,122.729999
with,123.38,123.53
these,123.53,123.73
wonderful,123.74,124.16
body,124.16,124.46
projectors,124.469999,125.089999
and,125.66,125.79
I,125.789999,125.829999
hope,125.84,126.19
you,126.190001,126.380001
feel,126.389999,126.849999
the,127.31,127.45
same,127.45,127.86
little,128.24,128.49
march,128.49,129.21
you,130.44,130.58
feeling,130.58,130.84
warm,130.84,131.26000000000002
feeling,,
ready,,
for,132.72,132.83
this,132.83,133.19000000000003
you're,133.99,134.15
feeling,134.15,134.4
warm,134.4,134.63
already,134.63,135.13
we're,135.59,135.8
gonna,135.8,136.01000000000002
start,136.02,136.72
with,137.2,137.41
a,,
20,137.54,137.97
second,137.99,138.4
march,138.429999,138.989999
we're,139.03,139.18
kind,139.179999,139.38999900000002
of,139.389999,139.479999
doing,139.48,139.67
it,139.67,139.80999999999997
now,139.809999,140.179999
but,,
I'm,,
going,,
to,140.75,140.82
officially,140.82,141.35
start,141.349999,141.73999899999998
it,141.74,141.99
in,142.65,142.79
a,142.789999,142.849999
second,142.85,143.48
and,143.789999,143.879999
the,143.879999,143.959999
first,143.959999,144.32999900000002
exercise,144.32999999999998,145.05999999999997
is,,
going,,
to,,
be,145.66,145.76
a,145.76,145.81
hooking,145.81,146.18
knee,146.18,146.63
with,147.23,147.39
the,147.39,147.47
left,147.47,147.79
hand,147.79,148.28
okay,149.01,149.62
so,149.67,149.79
we're,149.79,149.89
going,,
to,,
start,150.04,150.35
with,150.35,150.46
the,150.46,150.52
March,150.52,150.89
we're,150.89,150.97
gonna,150.97,151.12
pick,151.12,151.28
it,151.28,151.4
up,151.4,151.57
three,151.58,152.0
two,153.26,153.76
one,154.91,155.46
core,156.809999,157.129999
tight,157.13,157.5
20,157.509999,158.049999
seconds,158.08,158.82000000000002
and,,
we're,159.36,159.38000000000002
gonna,159.38,159.64
move,159.74,160.17000000000002
straight,160.190001,160.530001
into,160.529999,160.689999
that,160.690001,160.910001
hooking,160.91,161.22
knee,161.23,161.57999999999998
breathe,162.52,163.04000000000002
breathe,164.24,164.73000000000002
breathe,165.92,166.29999999999998
I'm,166.58,166.65
gonna,166.65,166.8
count,166.8,167.06
us,167.06,167.08
down,167.18,167.47
into,167.47,167.74
it,167.74,167.87
enjoying,168.33,168.72
that,168.72,168.92
march,169.07999999999998,169.51
and,170.66,170.72
coming,170.72,171.01
forward,171.01,171.37
in,173.02,173.21
three,173.38,173.82000000000002
two,173.83,173.85
one,176.839999,177.239999
with,177.25,177.56
me,177.559999,177.929999
hooking,178.02,178.4
knee,178.4,178.71
there,178.709999,178.94999900000002
we,178.949999,179.08999899999998
go,182.209999,182.229999
so,182.229999,182.249999
keeping,182.249999,182.319999
nice,182.49,182.83
and,182.83,182.86
strong,182.97,183.33
you,183.34,183.5
can,183.55,183.92
have,183.93,184.17
weights,184.17,184.5
with,184.5,184.73
you,184.73,184.99
like,185.28,185.63
Angie,185.63,186.26
I'll,187.45,187.58
be,187.58,187.73
honest,187.73,188.08
I,188.08,188.09
don't,188.16,188.37
envy,188.45,188.89
her,188.889999,189.229999
one,189.66,190.0
little,190.04,190.4
bit,190.429999,190.709999
it's,191.27,191.45
tough,191.45,191.72
enough,191.719999,192.039999
you,192.179999,192.339999
can,192.34,192.44
go,192.44,192.6
slow,192.599999,193.079999
you,194.799999,194.90999900000003
can,194.91,194.99
go,194.99,195.15
fast,195.23,195.72
it's,196.24,196.35
your,196.35,196.62
pace,196.619999,196.939999
let's,197.9,198.13
dig,198.129999,198.439999
let's,199.279999,199.509999
work,199.5,199.97
be,200.71,200.86
strong,200.86,201.23
nice,201.78000000000003,202.01
deep,203.46,203.56000000000003
breaths,203.99,204.32
engage,205.26,206.12
work,208.79,209.08
through,209.08,209.3
you've,209.3,209.43
got,209.45,209.63
that,209.639999,209.859999
water,209.86,210.42
you've,210.63,210.84
got,210.84,211.04
that,211.04,211.29
towel,211.29,211.7
at,211.7,211.79
any,211.86,212.19000000000003
time,212.24,212.53
you,212.53,212.66
can,212.66,212.84
go,212.839999,213.009999
to,213.009999,213.209999
it,213.21,213.36
and,214.6,214.72000000000003
three,214.72000000000003,215.06
in,215.92,216.09
two,216.14,216.45
and,217.469999,217.639999
in,217.63,217.76
one,217.76,218.03
that,218.03,218.18
was,218.18,218.32
40,218.35,218.61
seconds,218.64,219.08
of,219.08,219.27
work,219.27,219.8
breathe,220.55,221.21
breathe,222.21,222.67
get,222.73,222.89
that,222.89,223.05
energy,223.07,223.5
back,223.5,223.81
in,223.81,224.09
focus,225.32,225.8
good,225.83,226.03
crisp,226.03,226.79
movements,226.98,227.84
good,228.13,228.35
form,228.349999,228.899999
it's,229.549999,229.579999
not,,
about,229.69,229.96
keeping,229.96,230.32
up,230.32,230.53
it's,230.53,230.64
about,230.639999,230.869999
doing,230.87,231.11
it,231.11,231.25
right,231.25,231.64
we're,232.369999,232.439999
gonna,232.440001,232.600001
go,232.6,232.76
over,232.76,233.22
to,233.85,233.99
the,233.99,234.13
other,234.129999,234.339999
side,234.34,234.77
in,234.77,234.92
three,234.95,235.43
two,236.27,236.51
one,237.59,237.98
here,237.99,238.18
we,238.18,238.33
go,238.33,238.58
so,238.58,238.71
the,238.71,238.86
opposite,238.91,239.32
side,239.36,239.75
now,239.75,240.04
really,240.55,240.74
important,240.74,241.07
we,241.07,241.19
got,241.19,241.31
that,241.31,241.49
core,241.55,242.36
engaged,242.76,243.65
all,244.349999,244.599999
our,244.599999,244.739999
impact,244.74,245.44
everything,247.96,248.48
we,248.48,248.61
do,248.61,248.89
here,249.78,249.81
we,250.13,250.31
will,250.31,250.4
start,250.57,250.99
is,251.09,251.27
one,251.279999,251.699999
low,251.940001,252.220001
impact,252.32,252.75
and,253.13,253.32
two,253.32,253.58
standing,253.58,254.18
so,254.69,254.81
you,254.81,254.92
could,254.92,254.98
be,255.01,255.14
confident,255.14,255.77
that,256.54,256.71000000000004
you,256.72,256.92
can,256.92,257.07
be,257.07,257.27
involved,257.27,257.66
and,257.66,257.69
work,258.64,259.01
out,259.01,259.1
the,259.27,259.38
whole,259.38,259.79
way,259.79,260.19
through,260.57,260.94
that's,262.29,262.49
different,262.49,262.72
than,262.719999,262.799999
saying,262.969999,263.24999899999995
you,263.259999,263.389999
have,263.389999,263.629999
to,263.63,263.77
do,263.77,264.03
every,264.03,264.33
single,264.33,264.71
moment,264.73,265.20000000000005
but,265.75,265.87
you,265.88,266.04
can,266.04,266.35
be,266.349999,266.499999
doing,266.5,266.79
it,266.79,266.90000000000003
with,266.9,267.1
us,267.099999,267.489999
feeling,270.809999,271.139999
this,271.14,271.33
now,271.38,271.67
already,272.04,272.71000000000004
three,273.08,273.56
two,274.39,274.88
one,275.76,276.2
I'm,276.31,276.47
loving,276.47,276.89000000000004
this,276.89,277.37
feel,278.139999,278.369999
the,278.37,278.5
energy,278.5,278.84
from,278.84,279.01
these,279.01,279.27
guys,279.27,279.79999999999995
deep,281.099999,281.31999900000005
breaths,281.32,282.12
hydrate,282.559999,283.179999
water,283.179999,283.799999
if,284.389999,284.579999
you,284.58,284.71
need,284.71,284.97
it,284.969999,285.17999899999995
looking,286.43,286.5
good,286.5,286.71
their,286.73,286.91
way,286.91,287.24
the,287.309999,287.439999
next,287.440001,287.790001
exercise,287.789999,288.57999900000004
is,288.85,288.98
gonna,288.98,289.13
be,289.129999,289.229999
a,289.23,289.28000000000003
shoulder,289.28,289.84
raise,289.84,290.2
lunge,290.2,290.4
shoulder,291.49,291.86
raise,291.86,292.55
lunge,292.95,293.54
I,293.79,293.88
finally,293.88,294.26
got,294.26,294.44
that,294.45,294.65
which,294.65,294.79
is,294.79,294.89000000000004
going,,
to,,
be,295.06,295.25
here,299.32,299.46
three,299.88,299.91
two,299.91,299.93
one,,
here,,
we,,
go,,
so,,
the,300.809999,300.919999
pace,300.92,301.26
is,301.34,301.53
high,301.53,301.9
you,302.62,302.72
can,303.23,303.31
go,303.99,304.18
slow,304.18,304.7
or,305.5,305.62
you,305.62,305.77
can,,
go,,
fast,,
it,310.39,310.55
is,310.55,310.74
called,310.74,311.18
real,311.49,311.82
Star,311.84,312.29
Plus,312.43,312.74
in,313.5,313.62
case,313.62,313.87
you're,313.87,314.0
already,314.0,314.26
a,314.26,314.31
little,314.309999,314.509999
bit,314.51,314.63
upset,314.66,315.06
with,315.059999,315.21999900000003
us,315.22,315.56
for,316.83,316.97
the,316.969999,317.089999
speed,317.09,317.56
and,318.33,318.5
the,318.5,318.6
intensity,318.599999,319.13999900000005
but,320.08,320.19
this,320.19,320.31
is,320.309999,320.439999
about,320.44,320.74
taking,320.74,321.06
your,321.059999,321.239999
body,321.24,321.52
on,321.52,321.65
that,321.65,321.84
bit,321.839999,322.019999
further,322.059999,322.459999
feel,323.32,323.62
good,323.619999,323.979999
wherever,324.299999,324.76999900000004
you,324.77,325.0
are,325.01,325.32
if,325.82,325.95
you,325.95,326.02
need,326.02,326.19
to,326.19,326.28
break,326.28,326.6
halfway,326.6,327.03000000000003
through,327.03,327.34
it's,327.57,327.74
about,327.74,328.02
progress,328.02,328.59
not,328.59,328.78
perfection,328.83,329.4
do,329.86,330.11
your,330.12,330.33
best,330.38,331.01
march,331.47,331.86
whenever,331.89,332.26
you,332.26,332.44
have,332.44,332.72
to,332.72,333.04
be,333.51,333.69
strong,333.69,334.14
three,334.78,335.22
two,336.02,336.51
and,337.349999,337.69999900000005
one,337.7,338.08
and,339.13,339.29
a,339.29,339.36
nice,339.36,339.71000000000004
march,339.71,340.34
next,342.779999,343.109999
one,343.08,343.38
is,343.92,344.1
a,344.1,344.21000000000004
touch,344.27,344.96
and,345.33,345.61
knee,345.62,346.38
raise,347.0,347.37
okay,347.77,348.34
and,348.75,348.87
we're,348.87,348.97
gonna,348.97,349.16
touch,349.16,349.54
and,349.54,349.71000000000004
raise,349.71,349.96
into,350.02,350.34
the,350.34,350.48999999999995
right,350.49,350.94
knee,351.58,351.99
so,352.0,352.02
fast,353.62,353.79999999999995
pace,353.98,354.29
keep,354.33,354.53
marching,354.54,354.94
if,354.94,355.05
you,355.049999,355.14999900000004
have,355.15,355.42999999999995
to,355.429999,355.699999
three,356.4,356.95
two,357.9,358.19
one,359.199999,359.659999
here,359.67,359.88
we,359.879999,360.019999
go,360.02,360.28
so,360.279999,360.469999
we,360.47,360.61
touch,360.699999,361.239999
one,361.33,361.73
knee,361.71,362.05
forty,363.77,364.19
seconds,364.19,364.69
here,364.69,365.13
you're,365.63,365.75
gonna,365.75,365.95
find,365.95,366.37
that,366.37,366.4
that,,
build,366.85,367.24
up,367.24,367.47
is,368.349999,368.5099990000001
intense,368.709999,369.209999
through,370.149999,370.6699990000001
the,371.12999900000005,371.30999900000006
planted,,
leg,372.139999,372.449999
not,372.849999,373.039999
the,373.07,373.18
one,373.2,373.48
that,373.49,373.52
you're,373.53,373.76
raising,373.77,374.28
right,374.28,374.53
come,376.5,376.75
on,376.75,376.86
guys,376.859999,377.209999
let's,378.24,378.48
work,378.48,378.79
this,378.94,379.0
it's,380.2,380.29
about,380.29,380.59
desire,380.59,381.2
the,381.87,382.0
physical,382.0,382.47
body,382.47,382.8
can,382.8,382.97
do,382.97,383.19000000000005
so,383.19,383.39
much,383.44,383.92
it's,,
in,384.55,384.68
the,384.68,384.77
mind,384.77,385.22
about,386.04,386.25
determination,386.25,387.16
that's,387.63,387.84
what,387.84,387.99
gets,387.99,388.17
you,388.17,388.3
through,388.3,388.66
the,389.53,389.67
moments,389.67,390.41
I,391.0,391.05
know,391.049999,391.179999
you,391.179999,391.359999
can,391.36,391.83
I,392.83,392.9
know,392.91,393.24
you,393.24,393.45
will,393.45,393.82
in,394.559999,394.659999
three,394.73,395.19
two,396.02,396.32
and,397.35,397.5700000000001
one,397.57,397.91
and,398.99,399.2
breathe,399.2,399.59
get,402.25,402.46
that,402.46,402.62
water,402.62,403.21
use,403.78,404.02
that,404.02,404.28
towel,404.28,405.02
if,405.429999,405.619999
you,405.62,405.72
need,405.719999,405.989999
to,405.99,406.31
good,406.91,407.18
work,407.179999,407.379999
Wade,407.41,407.88000000000005
loving,408.429999,408.779999
that,408.78,408.94
extra,408.99,409.38
effort,409.38,409.51
I,409.509999,409.519999
can,410.309999,410.459999
feel,410.46,410.78
it,410.78,410.92
Angie,411.63,412.23
and,412.940001,413.040001
them,413.039999,413.149999
weights,413.15,413.43
all,413.43,413.52
right,413.52,413.74
I,414.75,414.96
so,414.96,415.33
don't,415.33,415.46
envy,415.91,416.2600000000001
you,416.26,416.39
we,416.39,416.52
got,416.52,416.71
straight,416.71,417.04
punches,417.04,417.52
three,417.53,417.77
two,417.77,418.14
one,418.4,418.83
I,420.27,420.36
practiced,420.36,420.77
this,420.86,421.03
workout,421.03,421.53
the,421.54,421.66
other,421.66,421.85
day,421.85,422.24
I've,423.15,423.17
got,423.17,423.2
about,423.2,423.42
20,423.73,424.05
seconds,424.07,424.48
in,424.48,424.59
with,424.59,424.72
weights,424.719999,425.049999
and,425.05,425.08
I,425.67,425.68
thought,425.68,425.71
I'll,426.19,426.3
give,426.3,426.5
them,426.5,426.64
to,426.64,426.79
Angie,426.79,427.14
I,428.43,428.63
don't,,
think,,
I,429.28,429.33
can,429.33,429.52
do,429.52,429.76
that,429.77,430.0
not,430.629999,430.729999
ready,430.73,430.9500000000001
for,430.949999,431.069999
that,431.07,431.28
it's,432.73,432.77
tough,433.15,433.42
enough,433.42,433.73
as,433.76,433.94
it,433.95,434.03
is,434.2,434.43
keep,435.62,435.67
that,436.71,436.87
core,436.87,437.21
strong,437.21,437.61
get,438.4,438.58
them,,
punches,438.73,439.15
out,439.15,439.32
powerfully,439.33,439.95
your,440.99,441.23
best,441.4,441.56
punches,441.559999,442.109999
punch,443.07,443.38
someone,443.38,443.8
as,444.36,444.56
always,444.559999,444.809999
at,444.809999,444.889999
body,444.889999,445.149999
project,445.16,445.66
you,445.88,446.01
can,446.009999,446.169999
punch,446.17,446.43
anyone,446.429999,446.809999
you,446.809999,446.919999
like,446.92,447.34
except,447.91,448.22
Angie,448.219999,448.789999
me,449.190001,449.570001
or,449.91,450.08
Wade,450.08,450.35
that's,450.49,450.73
off,450.73,450.87
limits,450.869999,451.589999
as,452.91,452.93
much,452.93,453.12
as,453.12,453.23
you,453.23,453.33
might,453.33,453.54
want,453.54,453.71
to,453.87000000000006,453.96
three,454.11,454.48
two,455.38000000000005,455.5100000000001
and,456.93,457.05
one,457.05,457.68
march,459.26,459.63
it,459.63,459.8
out,459.8,460.16
deep,462.639999,462.839999
breaths,462.849999,463.489999
deep,464.34,464.59
breaths,464.589999,464.889999
feeling,466.190001,466.480001
good,466.48,466.99
we've,469.1,469.29
got,,
this,469.55,470.01
we've,470.46,470.73
got,470.73,470.9500000000001
this,,
it's,,
the,,
touch,471.42,471.82
and,471.82,471.94
knee,471.94,472.19
raise,472.19,472.57
coming,472.78,473.12
to,473.12,473.24
the,473.24,473.36
left,473.36,473.75
keep,474.8,474.99
marching,475.01,475.68
three,477.0,477.43
two,478.099999,478.549999
one,479.219999,479.719999
so,480.41,480.54
we,480.54,480.63
come,480.63,480.86
we,480.86,480.97
lift,480.969999,481.159999
the,481.16,481.29
left,481.29,481.71
knee,481.71,481.97
now,481.969999,482.369999
keep,483.029999,483.339999
that,486.07,486.28
core,486.279999,486.519999
strong,486.52,486.91
you,486.95,487.08
can,487.09,487.24
slow,487.24,487.55
right,487.55,487.83
down,487.83,488.22
if,488.6,488.7600000000001
you,488.76,488.83
just,488.83,489.02
want,489.02,489.14
to,489.14,489.2
put,489.2,489.38
some,489.38,489.55
squats,489.57,489.99
in,489.99,490.14
for,490.14,490.27
a,490.27,490.35
second,490.35,490.75
as,490.75,490.87
well,490.87,491.29
that's,491.77,492.04
fine,492.05,492.36
you,492.36,492.48
can,492.48,492.64
kind,492.64,492.85
of,492.85,492.94
stand,492.95,493.47
to,493.48,493.88
like,494.34,494.56
this,494.559999,495.059999
I,495.929999,496.029999
might,496.03,496.2
have,496.2,496.28
lost,496.28,496.54
everybody,496.54,496.96
there,496.96,497.26
but,498.28,498.38
it's,498.38,498.42
important,498.42,498.71
to,498.71,498.75
show,498.75,498.94
you,498.94,499.05
some,499.049999,499.219999
different,499.219999,499.709999
variations,500.429999,501.609999
working,502.289999,502.809999
through,502.809999,503.019999
remember,504.47,504.85
this,504.85,505.06
workout,505.06,505.57
is,505.6,505.69
designed,505.73,506.22
to,506.23,506.33
be,506.33,506.48
tough,506.48,506.89
please,507.56,508.46
press,508.79,509.09
pause,509.1,509.74
whenever,510.16,510.5100000000001
you,510.51,510.68
have,510.68,511.02
to,511.02,511.35
take,512.09,512.37
an,512.37,512.49
extra,512.49,512.83
break,512.83,513.44
whenever,513.91,514.29
you,514.29,514.43
need,514.429999,514.7099989999999
to,514.74,515.07
and,516.759999,517.539999
march,517.94,518.33
and,519.08,519.36
breathe,519.36,519.63
fortunately,522.699999,523.709999
we've,524.239999,524.349999
got,524.349999,524.379999
a,524.55,524.63
little,524.63,524.87
bit,524.87,525.01
of,525.01,525.12
time,525.12,525.49
off,525.49,525.63
cardio,525.64,526.18
now,526.18,526.5899999999999
that's,527.43,527.6099999999999
the,527.61,527.69
good,527.69,527.87
news,527.87,528.33
the,529.03,529.13
bad,529.13,529.39
news,529.39,529.64
is,529.64,530.08
we've,530.52,530.6899999999999
got,530.69,530.8800000000001
some,530.88,531.08
more,531.08,531.51
tough,531.51,531.84
work,531.84,532.4100000000001
on,532.77,532.9499999999999
the,532.95,533.0500000000001
legs,533.05,533.64
with,534.0,534.18
some,534.179999,534.3299989999999
sidestep,534.33,534.34
resistance,534.96,535.63
in,535.63,535.78
three,535.78,536.4
two,537.059999,537.3199989999999
and,538.369999,538.609999
one,538.609999,538.909999
let's,538.91,539.05
step,539.059999,539.3599989999999
it,539.359999,539.469999
out,539.469999,539.6899990000001
now,539.690001,540.0300010000001
work,541.690001,541.830001
it,542.0,542.16
through,542.16,542.55
dig,543.28,543.7099999999999
core,545.08,545.38
strong,545.38,545.83
we,546.68,546.89
got,546.89,547.11
this,547.11,547.5600000000001
feel,548.9300000000001,548.98
the,549.15,549.23
burn,549.23,549.65
believe,550.49,550.85
in,550.849999,550.959999
yourself,550.96,551.6800000000001
believe,552.05,552.4499999999999
you,552.45,552.57
can,552.57,553.08
because,553.299999,553.629999
you,553.63,553.74
can,553.78,554.26
and,554.77,554.88
you,554.889999,555.059999
will,555.059999,555.539999
this,557.93,558.12
workout,558.139999,558.809999
it's,559.46,559.49
like,559.51,559.71
an,559.71,559.8100000000001
Everest,559.82,560.5500000000001
you,560.97,561.12
got,561.12,561.23
to,561.79,561.8100000000001
keep,561.98,562.01
stepping,562.01,562.16
up,562.16,562.54
keep,562.96,563.1800000000001
working,563.2,563.73
on,563.73,563.94
its,563.95,564.01
here,566.45,566.83
to,566.83,567.0200000000001
find,567.03,567.42
the,567.42,567.53
place,567.53,567.92
that,567.92,567.9499999999999
you,568.03,568.3399999999999
can,568.46,568.57
get,568.57,568.8100000000001
to,568.809999,569.0699989999999
working,570.809999,571.3499989999999
through,571.349999,571.779999
three,573.46,573.94
two,574.92,575.4399999999999
and,576.369999,576.819999
one,576.9399990000001,577.3099990000001
and,577.629999,577.949999
march,578.6,579.03
it,579.03,579.18
out,579.18,579.4899999999999
good,580.5,580.58
work,580.58,580.85
there,580.85,580.99
Wade,580.99,581.44
loving,581.89,582.23
that,582.23,582.44
bud,582.44,582.86
how,583.27,583.38
are,584.09,584.1
you,,
going,,
Angie,,
good,584.55,585.01
Angie,585.42,586.4599999999999
I've,586.929999,587.029999
been,587.03,587.15
wanting,587.15,587.34
to,587.34,587.4300000000001
do,587.429999,587.639999
that,587.639999,587.869999
for,587.87,587.99
years,587.99,588.52
ANGIE,588.809999,590.559999
right,591.4,591.98
I,592.34,592.39
don't,,
think,,
Angie,592.75,593.02
likes,593.02,593.28
me,593.279999,593.359999
as,593.359999,593.459999
much,593.459999,593.6599990000001
as,593.66,593.76
she,593.76,593.9
did,593.9,594.0699999999999
before,594.07,594.49
other,595.24,595.48
side,595.48,595.89
three,595.9,596.38
two,596.92,597.16
one,597.8,598.24
here,598.24,598.38
we,598.38,598.51
go,598.51,598.78
so,599.82,600.0500000000001
I,600.05,600.14
like,600.14,600.42
a,600.42,600.4699999999999
little,600.47,600.72
arm,600.72,600.94
movement,600.94,601.4200000000001
remember,601.42,601.6899999999999
the,601.69,601.82
lower,601.82,602.1500000000001
you,602.15,602.3
go,602.3,602.78
the,603.28,603.4
tougher,603.4,603.89
it,603.889999,603.9499989999999
is,603.98,604.5
if,604.91,605.02
you,605.05,605.17
feel,605.17,605.4
a,605.4,605.47
twinge,605.469999,605.839999
in,605.849999,605.959999
your,605.96,606.09
lower,606.099999,606.409999
back,606.41,606.9599999999999
just,607.52,607.85
stop,607.849999,608.129999
immediately,608.19,609.19
pushing,610.9,611.3199999999999
through,611.32,611.7700000000001
dig,612.59,612.84
in,613.13,613.27
it,613.2800000000001,613.3000000000001
working,614.25,614.8
hard,614.81,615.3499999999999
suck,615.98,616.3000000000001
up,616.4,616.51
the,616.52,616.66
