ORIGINAL_WORD,GENTLE_GENERATED,START_TIME,END_TIME
have,have,38.35,38.51
a,a,38.51,38.559999999999995
built,built,38.56,38.86
in,in,38.86,39.019999999999996
warmup,warmup,39.02,39.400000000000006
so,so,39.4,39.54
go,go,39.54,39.64
ahead,ahead,39.64,39.87
and,,,
get,get,39.9,40.04
your,your,40.04,40.17
feet,feet,40.18,40.43
moving,moving,40.43,40.76
we're,we're,40.76,40.83
gonna,,,
start,start,40.980000000000004,41.31
off,off,41.34,41.56
with,,,
sidestep,,,
jacks,,,
so,,,
nice,,,
and,,,
light,,,
start,,,
on,,,
one,,,
side,side,41.79,42.12
just,just,42.13,42.17
step,step,42.17,42.46
out,out,46.8,47.129999999999995
and,and,47.41,47.599999999999994
so,,,
you're,you're,47.63,47.78
doing,doing,47.78,48.1
the,the,48.480000000000004,48.580000000000005
motion,motion,48.58,48.91
of,of,48.91,49.019999999999996
a,a,49.019999999999996,49.06999999999999
jumping,jumping,49.07,49.43
jack,jack,49.429999,49.629999000000005
with,with,49.63,49.75
your,your,49.75,49.86
arms,arms,49.86,50.2
but,but,50.2,50.31
you're,you're,50.309999,50.389998999999996
just,just,50.389999,50.559999000000005
kind,kind,50.559999,50.669999
of,of,50.67,50.78
tapping,tapping,50.78,51.230000000000004
lightly,lightly,51.269999999999996,51.739999999999995
from,from,52.049999,52.219999
side,side,52.219999,52.499999
to,to,52.5,52.58
side,side,52.58,52.96
instead,instead,52.969999,53.189999
of,of,53.190000999999995,53.260000999999995
jumping,jumping,53.300000999999995,53.77000099999999
so,so,57.120000999999995,57.290001
increasingly,increasingly,57.46,58.32
these,these,58.37,58.529999999999994
intervals,intervals,58.58,59.01
are,are,59.01,59.07
gonna,gonna,59.07,59.25
get,get,59.25,59.49
sweatier,<unk>,60.06,60.77
and,and,60.77,60.900000000000006
sweatier,<unk>,61.730000000000004,61.74
his,his,61.74,61.89
first,first,61.9,62.23
little,little,62.230000000000004,62.43000000000001
bunch,bunch,62.429999,62.899999
is,is,62.929999,63.169999000000004
quite,quite,63.179999,63.549999
easy,easy,63.94,64.48
while,while,64.65,64.78
our,our,64.78,64.9
muscles,muscles,64.9,65.30000000000001
are,are,65.3,65.35
warming,warming,65.349999,65.66999899999999
up,up,65.67,65.98
after,after,66.44,66.73
that,that,66.73,67.05
it's,,,
gonna,,,
turn,turn,67.28,67.46000000000001
into,into,67.46000000000001,67.68
a,a,67.679999,67.74999899999999
sweat,sweat,67.75,68.05
best,best,68.049999,68.349999
hopefully,hopefully,68.349999,68.80999899999999
we're,we're,70.4,70.63000000000001
halfway,halfway,70.79,71.23
good,good,74.74000000000001,74.89000000000001
start,start,74.89000000000001,74.96000000000001
to,to,75.13,75.19999999999999
pick,pick,75.2,75.3
up,up,75.3,75.39
the,the,75.39,75.49
speed,speed,75.49,75.80999999999999
as,as,75.81,75.9
you,you,75.9,75.95
get,get,75.97,76.15
comfortable,comfortable,76.15,76.62
as,as,76.62,76.74000000000001
you,,,
start,,,
to,,,
throw,,,
your,your,77.26,77.38000000000001
body,body,77.38,77.67999999999999
warm,warm,77.68,77.9
up,up,77.9,78.5
ten,ten,80.48,80.72
seconds,seconds,80.72,81.0
five,five,86.299999,87.009999
all,all,90.489999,90.509999
right,right,90.519999,90.769999
so,so,90.80999899999999,90.96999899999999
15,,,
seconds,seconds,91.45,91.85000000000001
rest,rest,91.85,92.17999999999999
remember,remember,92.6,92.82
to,to,92.82,92.89999999999999
always,always,92.99,93.38
keep,keep,93.38,93.61
your,your,93.61,93.74
feet,feet,93.75,94.02
moving,moving,94.02,94.35
never,never,96.61,96.89
want,want,96.89,97.03
to,to,97.03,97.09
be,be,97.09,97.22
still,still,97.22,97.48
doing,doing,97.48,97.68
this,this,97.68,97.89
so,so,97.89,98.16
at,at,98.44,98.61
least,least,98.61,98.89
a,a,98.889999,98.92999900000001
boxer,boxer,98.929999,99.259999
shuffle,shuffle,99.26,99.63000000000001
you,you,99.78,99.8
can,can,99.8,99.91
always,always,99.92,100.17
make,make,100.2,100.41
it,,,
harder,,,
if,,,
you,you,100.83,100.91
need,need,100.91,101.08
to,to,101.099999,101.33999899999999
we're,we're,101.34,101.43
doing,doing,101.429999,101.66999899999999
those,those,101.67,101.7
kind,kind,116.00999900000001,116.329999
of,of,116.5,116.52
forces,forces,116.52,116.88
you,you,116.889999,117.029999
to,to,117.03,117.12
get,get,117.12,117.24000000000001
a,a,117.24,117.28999999999999
good,good,117.28999999999999,117.47999999999999
stretch,stretch,117.48,117.83
to,to,117.83,118.08
all,all,118.08,118.17
the,the,118.17,118.24
way,way,118.24,118.39
down,down,118.389999,118.749999
lower,lower,122.17,122.61
yourself,yourself,122.61,123.35
up,up,124.23,124.51
squeeze,squeeze,124.6,124.96
your,your,124.959999,125.099999
glutes,<unk>,125.129999,125.789999
push,push,126.82,127.02999999999999
back,back,127.03,127.26
up,up,127.26,127.45
so,so,128.67,128.89999999999998
if,if,128.91,128.96
you're,you're,128.96,129.09
not,not,129.09,129.32
very,very,129.32,129.56
flexible,flexible,129.56,130.12
you,you,130.29,130.42999999999998
can,can,130.43,130.57
always,always,130.57,130.84
come,come,130.84,131.03
here,here,131.03,131.38
bend,bend,131.79,131.98999999999998
your,your,131.99,132.13
knees,knees,132.13,132.45
until,until,132.45,132.75
you,you,132.75,132.88
can,can,132.88,133.03
get,get,133.03,133.2
to,,,
the,the,133.22,133.39
floor,floor,133.39,133.95
your,your,134.91,135.10999999999999
hamstrings,hamstrings,135.11,135.74
are,are,135.74,135.81
tight,tight,135.809999,136.509999
ten,ten,140.37,140.62
seconds,seconds,140.62,140.98000000000002
left,left,140.98,141.17
five,five,145.78,145.97
seconds,seconds,146.14,146.67
all,all,150.94,151.03
right,right,151.03,151.43
now,now,152.32,152.47
we're,we're,152.47,152.55
going,going,152.55,152.79000000000002
back,back,152.79,152.97
to,to,152.97,153.05
that,that,153.05,153.22
second,second,153.22,153.59
round,round,153.59,153.98
of,of,154.23,154.51
those,those,154.51,154.94
sidestep,<unk>,155.66,156.07999999999998
jacks,jacks,156.08,156.37
so,so,156.52,156.78
keep,keep,156.849999,157.039999
your,your,157.04,157.14
feet,feet,157.139999,157.39999899999998
moving,moving,157.4,157.86
for,for,158.87,158.99
a,a,158.99,159.05
little,little,159.049999,159.25999900000002
arm,arm,159.27,159.58
work,work,159.58,159.79000000000002
in,in,159.79,159.9
there,there,159.9,160.06
as,as,160.059999,160.219999
well,well,160.219999,160.609999
for,for,160.609999,160.74999899999997
that,that,160.75,160.91
warm,warm,160.91,161.14
up,up,161.25,161.33999999999997
two,two,163.95,164.35
one,one,164.98,165.20999999999998
here,here,165.4,165.55
we,we,165.55,165.66000000000003
go,go,165.66,165.92
just,just,166.59,166.76
side,side,166.76,167.1
to,to,167.1,167.15
side,side,167.15,167.67000000000002
enjoy,enjoy,169.26,169.62
the,the,169.63,169.68
easy,easy,169.68,169.98000000000002
stuff,stuff,169.98,170.26999999999998
won't,won't,170.27,170.43
last,last,170.47,170.95
make,make,178.57999999999998,178.67
sure,sure,178.67000000000002,178.8
you're,you're,178.799999,178.929999
sitting,sitting,178.93,179.19
up,up,179.190001,179.320001
nice,nice,179.32,179.51999999999998
and,and,179.52,179.66
tall,tall,179.66,180.04999999999998
to,to,181.139999,181.349999
make,,,
you,,,
good,good,181.57,181.79
posture,posture,181.79,182.25
while,while,182.25,182.33
you're,you're,182.33,182.36
doing,doing,182.47,182.7
these,these,182.7,182.83999999999997
exercises,exercises,182.84,183.57
make,make,186.27,186.45000000000002
sure,sure,186.45,186.6
you're,you're,186.6,186.73999999999998
not,not,186.74,186.97
doing,doing,188.15,188.43
kind,kind,188.429999,188.57999900000002
of,of,188.58,188.66000000000003
half,half,188.67,189.33999999999997
half,half,189.809999,190.029999
hearted,hearted,190.03,190.33
jumping,jumping,190.33,190.66000000000003
jack,jack,190.66,190.93
motion,motion,190.929999,191.279999
keep,keep,191.28,191.45
your,your,191.45,191.56
arms,,,
straight,straight,191.759999,192.349999
try,try,192.69,192.94
to,to,192.94,193.32999999999998
move,move,193.34,193.6
slower,slower,193.599999,194.089999
if,if,194.09,194.22
you,you,194.219999,194.339999
have,have,194.34,194.56
to,to,194.559999,194.57999900000002
and,and,195.33,195.4
get,get,195.4,195.54
the,the,195.54,195.64
full,full,195.639999,195.949999
range,range,195.95,196.13
of,of,196.129999,196.199999
motion,motion,196.199999,196.479999
instead,instead,196.48,196.73
of,of,196.73,196.84
doing,doing,196.84,197.06
a,a,197.059999,197.129999
quick,quick,197.129999,197.839999
no,no,198.82999999999998,199.10999999999999
not,not,199.51,199.78
full,full,199.78,200.06
effort,effort,200.08,200.43
version,version,200.43,200.95000000000002
10,<unk>,201.91,201.92
seconds,seconds,202.22,202.55
left,left,202.55,202.77
to,to,209.01000000000002,209.41000000000003
one,one,209.75,210.28
all,,,
right,right,210.929999,211.279999
get,get,211.33,211.45000000000002
this,this,211.45,211.58999999999997
key,key,211.59,211.79
moving,moving,211.79,212.26
putting,putting,213.58,213.83
down,down,213.83,214.12
into,into,214.119999,214.399999
those,those,214.4,214.66
walk,walk,215.32999999999998,215.57999999999998
down,down,215.57999999999998,215.83999999999997
back,back,216.21999999999997,216.24999999999997
bows,bows,216.24999999999997,216.46999999999997
five,five,221.15999999999997,221.26999999999998
seconds,seconds,221.44,221.89
two,two,223.96,224.39000000000001
one,one,224.809999,225.299999
here,here,225.849999,226.009999
we,we,226.01,226.10999999999999
go,go,226.11,226.38000000000002
I,i,235.21,235.29000000000002
know,know,235.29,235.48
I,i,235.49,235.59
use,use,235.57,235.95
variation,variation,236.44,237.01
of,of,237.01,237.13
walk,walk,237.13,237.39
downs,downs,237.39,237.60999999999999
and,and,237.61,237.69000000000003
my,my,237.69,237.82999999999998
routines,routines,237.83,238.29000000000002
often,often,238.3,238.74
because,because,238.81,238.93
I,i,238.93,239.06
love,love,239.07,239.42
them,them,239.44,239.72
they,they,240.61,240.77
feel,feel,240.77,241.04000000000002
good,good,241.04,241.19
but,but,241.27,241.4
they,they,241.4,241.53
work,work,241.53,241.89000000000001
so,so,241.9,242.08
many,many,242.08,242.29000000000002
different,different,242.3,242.43
muscles,muscles,242.45,243.17999999999998
there's,there's,244.42,244.51
a,a,244.51,244.56
lot,lot,244.559999,244.749999
of,of,244.75,244.83
different,different,244.87,245.14000000000001
ways,ways,245.139999,245.45999899999998
you,you,245.45999899999998,245.52999899999998
can,can,245.52999899999998,245.62999899999997
modify,modify,245.62999899999997,246.09999899999997
them,them,246.11999899999998,246.319999
about,about,246.669999,246.71999899999997
20,<unk>,246.71999899999997,247.09999899999997
seconds,,,
left,,,
10,,,
seconds,,,
to,,,
1,,,
all,all,248.92,248.94
right,right,271.069999,271.319999
so,so,271.319999,271.339999
next,next,271.51,271.78999999999996
up,up,271.79,271.98
we,we,272.19,272.37
are,are,272.37,272.43
doing,doing,272.43,272.78000000000003
two,two,273.02,273.29999999999995
knee,knee,273.3,273.46000000000004
pulls,pulls,273.46,273.87
so,so,273.88,274.05
we're,we're,274.05,274.16
still,still,274.16,274.56
and,and,275.01,275.25
that,that,275.25,275.46
low,low,275.46,275.69
impact,impact,275.69,276.45
lower,lower,276.46,276.78999999999996
intensity,intensity,276.79,277.39000000000004
warmup,warmup,277.39,277.8
period,period,277.81,278.19
but,but,278.21,278.33
we're,we're,278.33,278.46999999999997
going,going,278.47,278.66
to,to,278.66,278.75
start,start,278.75,278.91
picking,picking,278.91,279.20000000000005
up,up,279.2,279.34
here,here,279.34,279.60999999999996
after,after,280.27,280.5
this,this,280.5,280.83
so,so,280.84,281.08
again,again,281.38,281.74
if,if,282.219999,282.389999
this,this,282.389999,282.529999
is,is,282.53,282.65999999999997
too,too,282.66,282.84000000000003
easy,easy,282.84,283.28999999999996
step,step,283.29,283.6
up,up,283.599999,283.75999900000005
the,the,283.799999,283.919999
intensity,intensity,283.92,284.39000000000004
of,of,284.389999,284.47999899999996
your,your,284.48,284.66
rest,rest,284.66,284.97
otherwise,otherwise,285.94,286.49
here,here,286.799999,286.949999
we,we,286.949999,287.059999
are,are,287.059999,287.239999
so,so,287.24,287.37
we're,we're,287.369999,287.58999900000003
one,one,288.07,288.43
two,two,288.65,288.78999999999996
one,one,289.34,289.72999999999996
two,two,290.26,290.51
so,so,290.51,290.65999999999997
this,this,290.66,290.81
is,is,290.81,290.95
nice,nice,290.95,291.19
and,and,291.19,291.32
low,low,291.32,291.48
impact,impact,291.48,292.06
if,if,292.07,292.09
you,you,292.5,292.71
want,want,292.71,292.88
to,to,292.88,292.90999999999997
step,step,292.91,293.14000000000004
it,it,293.14,293.21999999999997
up,up,293.22,293.41
mm,,,
hmm,<unk>,293.75,293.94
just,just,294.29,294.59000000000003
add,add,295.85,296.11
in,in,296.11,296.27000000000004
some,some,296.27,296.49
jumps,jumps,296.49,297.02
you,you,297.12,297.21
can,can,297.21,297.37
always,always,297.38,297.87
make,make,297.87,298.09000000000003
things,things,298.099999,298.429999
easier,easier,298.469999,299.15999899999997
or,or,299.679999,299.749999
harder,harder,299.75,300.12
as,as,300.12,300.23
you,you,300.27,300.31
need,need,300.309999,300.489999
to,to,300.509999,300.799999
otherwise,otherwise,304.209999,304.699999
we,we,305.309999,305.369999
just,just,305.439999,305.52999900000003
hear,hear,305.599999,305.919999
all,all,306.96999900000003,307.18999900000006
about,about,307.19,307.46
what,what,307.46999900000003,307.56999900000005
works,works,307.57,307.8
for,for,307.81,307.94
you,you,307.94,308.23
go,go,309.85,309.87
over,over,309.87,309.90000000000003
halfway,halfway,310.07,310.45
done,done,310.45,310.75
try,try,315.139999,315.309999
to,to,315.309999,315.369999
get,get,315.37,315.5
a,a,315.5,315.57
little,little,315.57,315.78
crunch,crunch,315.78,316.5
flex,flex,317.0,317.26
your,your,317.259999,317.439999
core,core,317.44,317.74
while,while,317.74,317.87
you're,you're,317.87,318.01
doing,doing,318.009999,318.269999
this,this,318.27,318.44
is,is,318.45,318.64
definitely,definitely,318.65,319.21
an,an,319.32,319.46
abs,abs,319.469999,319.769999
exercise,exercise,319.77,320.56
as,as,321.63,321.74
well,well,321.759999,321.999999
as,as,322.0,322.12
a,a,322.119999,322.179999
cardio,cardio,322.18,322.57
exercise,exercise,322.609999,323.14999900000004
about,about,325.41,325.57000000000005
five,five,325.57,325.84999999999997
seconds,seconds,325.85,326.21000000000004
left,left,326.21,326.60999999999996
all,all,329.68999999999994,329.71
right,right,331.80999999999995,331.92999999999995
next,next,332.099999,332.26999900000004
up,up,332.27,332.28999999999996
we're,we're,332.42,332.51
doing,doing,332.51,332.73
a,a,332.73,332.79
lunge,lunge,332.79,333.3
plus,plus,333.3,333.5
a,a,333.5,333.58
rotation,rotation,333.58,334.24
five,five,340.75,341.02
seconds,seconds,341.02,341.34
left,left,341.56,342.03999999999996
here,here,345.09999999999997,345.27
we,we,345.27,345.39
go,,,
so,so,345.56,345.85
we,we,345.87,345.95
drop,drop,345.95,346.2
down,down,346.2,346.40999999999997
into,into,346.44,346.69
that,that,346.69,346.87
lunge,lunge,346.87,347.21
rotate,rotate,347.57,348.24
rotate,rotate,348.85,349.47
in,in,349.81,349.97
the,the,349.97,350.07000000000005
center,center,350.07,350.36
we,we,350.44,350.46
just,just,350.46,350.53999999999996
come,come,350.57,350.71999999999997
back,back,350.72,350.92
up,up,350.929999,351.27999900000003
so,so,352.13,352.29
your,your,352.29,352.48
legs,legs,352.48,352.86
are,are,352.86,352.91
probably,probably,352.91,353.38000000000005
can,can,353.69,353.84
you,you,353.84,354.01
start,start,354.009999,354.329999
burning,burning,354.349999,354.879999
we,we,355.53,355.66999999999996
are,are,355.67,355.76
holding,holding,355.759999,356.219999
that,that,356.219999,356.49999899999995
lunge,lunge,357.29,357.85
you're,you're,358.58,358.65
also,also,358.65,358.95
working,working,358.949999,359.319999
your,your,359.32,359.46999999999997
core,core,359.53,359.85999999999996
about,about,370.24999999999994,370.46999999999997
halfway,halfway,370.46999999999997,370.83
already,already,370.83,371.18999999999994
if,if,371.36,371.55
you're,you're,372.15,372.34
not,not,372.34,372.59999999999997
feeling,feeling,372.599999,372.939999
very,very,372.94,373.21
warmed,warmed,373.21,373.47999999999996
up,up,373.48,373.65000000000003
yet,yet,373.65,373.91999999999996
or,or,373.95,374.2
if,if,374.2,374.34999999999997
you're,you're,374.349999,374.489999
new,new,374.49,374.66
to,to,374.66,374.75
exercise,exercise,374.75,375.45
you,you,375.92,376.04
can,can,376.039999,376.13999900000005
just,just,376.139999,376.319999
keep,keep,376.32,376.56
your,your,376.559999,376.759999
lunge,lunge,376.76,377.09999999999997
nice,nice,377.1,377.37
and,and,377.369999,377.519999
shallow,shallow,377.52,378.02
and,and,378.039999,378.08999900000003
just,just,378.25,378.34
kind,kind,378.38,378.54
of,of,378.54,378.63
step,step,378.64,378.96
forward,forward,378.96,379.46
instead,instead,380.78,381.11999999999995
of,of,381.12,381.26
a,a,381.26,381.33
really,really,381.33,381.62
deep,deep,381.62,381.92
lunge,lunge,381.92,382.35
but,but,382.58,382.76
if,if,382.76,382.87
you,you,382.87,382.96
want,want,382.96,383.13
to,to,383.13,383.2
make,make,383.2,383.33
it,it,383.33,383.35999999999996
harder,harder,383.37,383.78000000000003
sink,sink,384.74,384.99
down,down,385.0,385.15
into,into,385.15,385.44
it,it,385.44,385.64
I'm,i'm,385.92,386.04
here,here,386.04,386.53000000000003
here,here,387.08,387.53
center,center,387.96,388.38
two,two,389.58,389.77
one,one,390.23,390.75
all,,,
right,right,392.059999,392.389999
fifteen,fifteen,392.4,392.75
seconds,seconds,392.75,393.12
rest,rest,393.12,393.63
so,so,395.02,395.28
if,if,395.279999,395.36999899999995
you're,you're,395.369999,395.489999
not,not,395.49,395.67
sweating,sweating,395.68,396.07
at,at,396.07,396.17
all,all,396.17,396.44
you,you,396.81,396.91
know,know,396.84,397.04999999999995
we're,we're,397.049999,397.159999
several,several,397.16,397.51000000000005
minutes,minutes,397.51,397.83
and,and,397.83,397.96
at,at,397.96,398.04999999999995
this,this,398.05,398.16
point,point,398.16,398.49
we're,we're,399.12,399.21
quite,quite,399.21,399.41999999999996
good,good,399.6,399.82000000000005
ways,ways,399.82,400.03
in,in,400.03,400.25
so,so,400.25,400.39
you,you,400.39,400.5
can,can,400.51,400.64
start,start,400.64,400.86
to,to,400.86,400.99
really,really,401.0,401.4
step,step,401.4,401.71999999999997
up,up,401.72,401.91
those,those,402.08000000000004,402.21000000000004
intensities,<unk>,402.21000000000004,402.64000000000004
of,of,403.76,403.83
both,both,403.83,404.0
the,the,404.0,404.11
intervals,intervals,404.12,404.61
and,and,404.61,404.79
your,your,404.98,405.08000000000004
rest,rest,405.08,405.31
periods,periods,405.309999,405.709999
all,all,405.71,405.72999999999996
right,right,406.969999,407.219999
knee,knee,407.469999,407.61999899999995
pulls,pulls,407.62,408.17
so,so,409.7,409.84
like,like,409.84,410.01
I,i,410.009999,410.089999
said,said,410.09,410.35999999999996
the,the,410.36,410.43
harder,harder,410.429999,410.699999
version,version,410.7,411.09999999999997
start,start,412.22999999999996,412.45
jumping,jumping,412.67,413.11
around,around,413.27000000000004,413.59000000000003
and,and,416.89,416.96000000000004
you,you,417.15,417.21
can,can,417.21,417.34
always,always,417.34,417.59999999999997
mix,mix,417.6,417.81
it,it,417.81,417.9
so,so,418.21999999999997,418.47999999999996
if,if,418.48999999999995,418.51
you're,you're,418.53,418.66999999999996
here,here,418.66999999999996,419.03
and,and,419.21,419.23999999999995
you,you,419.23999999999995,419.26
start,start,419.51,419.75
to,to,419.75,419.8
get,get,419.8,419.93
winded,winded,419.93,420.41
well,well,420.99,421.02
your,your,421.03,421.25
motions,motions,421.25,421.65
start,start,421.65,421.82
to,to,421.82,421.87
get,get,421.87,422.05
sloppy,sloppy,422.05,422.62
take,take,422.98,423.25
it,it,423.25,423.34
back,back,423.34,423.53
down,down,423.53,423.84999999999997
and,and,424.139999,424.569999
honestly,honestly,425.66,426.26000000000005
the,the,427.15,427.28999999999996
combination,combination,427.29,427.83000000000004
of,of,427.83,427.88
both,both,427.91,428.12
is,is,428.12,428.23
a,a,428.23,428.32
really,really,428.32,428.71999999999997
great,great,429.28,429.57
way,way,429.57,429.83
to,to,429.83,429.96999999999997
make,make,429.969999,430.199999
pretty,pretty,430.25,430.43
much,much,430.43,430.61
any,any,430.639999,430.959999
routine,routine,430.959999,431.219999
you,you,431.21999900000003,431.349999
work,work,431.35,431.59000000000003
for,for,431.59,431.64
yourself,yourself,431.639999,432.09999899999997
and,and,432.24,432.67
to,to,433.129999,433.259999
improve,improve,433.26,433.55
your,your,433.55,433.65000000000003
fitness,fitness,433.65,433.98999999999995
really,really,433.99,434.21000000000004
well,well,434.21,434.35999999999996
because,because,434.36,434.71000000000004
you,you,434.72,434.90000000000003
can,can,434.9,435.04999999999995
always,always,435.05,435.62
alter,alter,436.09,436.48999999999995
it,it,436.49,436.66
modify,modify,436.67,437.15000000000003
it,it,437.15,437.22999999999996
and,and,437.23,437.34000000000003
push,push,437.34,437.58
yourself,yourself,437.58,438.03
when,when,438.04,438.26000000000005
you,you,438.26,438.46999999999997
need,need,438.47,438.63000000000005
to,to,438.67,438.97
and,and,438.97,439.13000000000005
then,then,439.13,439.27
lay,lay,439.27,439.45
back,back,439.45,439.84999999999997
when,when,440.8,441.0
off,off,441.0,441.16
in,in,441.16,441.26000000000005
intensity,intensity,441.26,441.71
a,a,441.73,441.74
little,little,441.74,441.89
bit,bit,441.889999,442.059999
but,but,442.059999,442.159999
you're,you're,442.16,442.26000000000005
not,not,442.26,442.4
stopping,stopping,442.41,442.98
just,just,445.88,446.07
five,five,446.07,446.33
seconds,seconds,446.33,446.66999999999996
left,left,446.67,446.99
all,all,451.29,451.31
right,right,451.32,451.7
so,so,452.08,452.2
we're,we're,452.2,452.28999999999996
doing,doing,452.29,452.5
that,that,452.5,452.72
lunge,lunge,453.21,453.58
with,with,453.61,453.81
rotation,rotation,453.81,454.39
like,like,455.71,455.94
I,i,455.94,456.05
said,said,456.09,456.40999999999997
even,even,458.32,458.39
more,more,458.389999,458.519999
bit,bit,458.52,458.65
challenge,challenge,458.65,459.03
step,step,459.08,459.39
up,up,459.389999,459.509999
your,your,459.839999,459.869999
best,best,459.869999,459.989999
best,,,
intervals,intervals,461.74,462.19
two,two,464.44,464.86
one,one,465.309999,465.77999900000003
here,here,466.5,466.66
we,we,466.66,466.75
go,go,466.75,467.03
sit,,,
down,down,467.66,468.11
turn,turn,469.299999,469.509999
to,to,469.51,469.59999999999997
each,each,469.61,469.92
side,side,469.92,470.36
come,come,470.72,470.91
back,back,470.91,471.11
up,up,471.13,471.48
so,so,474.68,474.93
after,after,474.96,475.34999999999997
this,this,475.35,475.54
point,point,475.55,475.77000000000004
of,of,475.77,475.84
the,the,475.84,475.9
routine,routine,475.9,476.35999999999996
now,now,476.36,476.48
that,,,
you're,you're,476.49,476.64
nice,nice,476.639999,476.819999
and,and,476.82,476.92
warmed,warmed,476.92,477.14000000000004
up,up,477.139999,477.359999
you,you,478.77,478.9
can,can,478.9,479.03
also,also,479.03,479.23999999999995
make,make,479.24,479.39
it,it,479.389999,479.47999899999996
quite,quite,479.48,479.63
a,a,479.63,479.65999999999997
lot,lot,479.66,479.79
harder,harder,479.79,480.02000000000004
by,by,480.02,480.15999999999997
adding,adding,480.16,480.44
weight,weight,480.44,480.76
so,so,480.759999,481.079999
holding,holding,482.25,482.47
onto,onto,482.469999,482.59999899999997
weights,weights,482.61,482.88
while,while,482.88,482.96
you,you,482.96,483.04999999999995
do,do,483.049999,483.169999
this,this,483.17,483.25
kind,,,
of,of,483.509999,483.53999899999997
stuff,stuff,483.54,483.72
makes,makes,483.719999,483.889999
it,it,483.889999,484.09999899999997
a,a,484.18,484.29
lot,lot,484.289999,484.57999900000004
more,more,484.58,484.71999999999997
difficult,difficult,484.71999900000003,485.19999900000005
got,got,490.99999900000006,491.13999900000005
about,about,491.13999900000005,491.17999900000007
20,<unk>,491.35,491.66
seconds,seconds,491.67,492.04
left,left,492.04,492.32
ten,ten,503.06,503.5
five,five,507.15999899999997,507.699999
right,right,511.78999899999997,511.989999
next,next,512.929999,513.059999
up,up,513.06,513.08
we're,we're,513.25,513.36
doing,doing,513.36,513.67
two,two,513.679999,513.9499989999999
jumping,jumping,513.95,514.3000000000001
jacks,jacks,514.3,514.63
plus,plus,514.679999,514.939999
a,a,514.96,515.0500000000001
lateral,lateral,515.05,515.37
jump,jump,517.69,517.73
here,here,517.73,517.9
so,so,520.049999,520.2299989999999
this,this,520.23,520.36
is,is,520.359999,520.459999
one,one,520.459999,520.579999
of,of,520.58,520.62
those,those,520.619999,520.789999
exercises,exercises,520.789999,521.4499989999999
to,,,
make,make,522.07,522.21
you,you,522.209999,522.2899990000001
feel,feel,522.29,522.52
a,a,522.52,522.55
little,little,522.559999,522.7299989999999
bit,bit,522.75,522.88
uncoordinated,uncoordinated,522.88,523.48
but,but,523.48,523.51
that's,that's,523.6,523.7
the,the,523.7,523.72
whole,,,
point,point,523.99,524.38
I'm,i'm,525.76,525.78
teaching,teaching,525.85,526.15
your,your,526.15,526.26
brain,brain,526.26,526.52
to,to,526.52,526.61
pay,pay,526.61,526.79
attention,attention,526.79,527.13
to,to,527.13,527.21
what,what,527.21,527.33
you're,you're,527.33,527.4100000000001
